B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
909.0,890.0,0.0,10.0,0.0,0.0,0.0,3.0,6.0,"Boulder Junction town, Vilas County, Wisconsin",125,08950,55
561.0,557.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,"Plum Lake town, Vilas County, Wisconsin",125,63625,55
2248.0,2215.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,"Lincoln town, Vilas County, Wisconsin",125,44525,55
1928.0,1776.0,0.0,6.0,8.0,0.0,0.0,7.0,131.0,"St. Germain town, Vilas County, Wisconsin",125,70725,55
3316.0,2874.0,0.0,26.0,0.0,0.0,29.0,340.0,47.0,"Arbor Vitae town, Vilas County, Wisconsin",125,02450,55
5715.0,5310.0,249.0,44.0,0.0,0.0,0.0,49.0,63.0,"Prairie du Chien city, Crawford County, Wisconsin",023,65050,55
215.0,204.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,"Lynxville village, Crawford County, Wisconsin",023,46675,55
410.0,389.0,7.0,2.0,4.0,0.0,0.0,4.0,4.0,"Marietta town, Crawford County, Wisconsin",023,49275,55
437.0,430.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,"Eastman village, Crawford County, Wisconsin",023,21900,55
84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Steuben village, Crawford County, Wisconsin",023,77175,55
752.0,686.0,10.0,0.0,0.0,0.0,0.0,32.0,24.0,"Wauzeka village, Crawford County, Wisconsin",023,84725,55
989.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,"Bridgeport town, Crawford County, Wisconsin",023,09550,55
158.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"Mount Sterling village, Crawford County, Wisconsin",023,54900,55
118.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"De Soto village, Crawford County, Wisconsin",023,19850,55
992.0,910.0,10.0,5.0,0.0,0.0,0.0,51.0,16.0,"Clayton town, Crawford County, Wisconsin",023,15075,55
751.0,712.0,0.0,0.0,6.0,0.0,0.0,27.0,6.0,"Eastman town, Crawford County, Wisconsin",023,21925,55
276.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Haney town, Crawford County, Wisconsin",023,32500,55
465.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"Scott town, Crawford County, Wisconsin",023,72275,55
586.0,584.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Soldiers Grove village, Crawford County, Wisconsin",023,74550,55
360.0,348.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,"Wauzeka town, Crawford County, Wisconsin",023,84750,55
669.0,639.0,0.0,9.0,8.0,0.0,0.0,0.0,13.0,"Freeman town, Crawford County, Wisconsin",023,27700,55
139.0,131.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,"Bell Center village, Crawford County, Wisconsin",023,06225,55
602.0,562.0,9.0,0.0,15.0,0.0,0.0,6.0,10.0,"Camp Douglas village, Juneau County, Wisconsin",057,12350,55
94.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Finley town, Juneau County, Wisconsin",057,25850,55
2669.0,2596.0,4.0,0.0,20.0,0.0,0.0,6.0,43.0,"Necedah town, Juneau County, Wisconsin",057,55725,55
1461.0,1358.0,35.0,27.0,5.0,0.0,4.0,4.0,28.0,"Germantown town, Juneau County, Wisconsin",057,28850,55
187.0,169.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,"Hustler village, Juneau County, Wisconsin",057,36675,55
63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kingston town, Juneau County, Wisconsin",057,39800,55
342.0,310.0,8.0,10.0,5.0,0.0,0.0,9.0,0.0,"Cutler town, Juneau County, Wisconsin",057,18225,55
474.0,452.0,0.0,12.0,0.0,0.0,0.0,4.0,6.0,"Lyndon Station village, Juneau County, Wisconsin",057,46600,55
341.0,322.0,8.0,2.0,0.0,0.0,0.0,0.0,9.0,"Seven Mile Creek town, Juneau County, Wisconsin",057,72625,55
166.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"Union Center village, Juneau County, Wisconsin",057,81725,55
590.0,572.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,"Fountain town, Juneau County, Wisconsin",057,26825,55
1547.0,1468.0,0.0,35.0,8.0,0.0,0.0,20.0,16.0,"Lemonweir town, Juneau County, Wisconsin",057,43300,55
790.0,748.0,0.0,2.0,3.0,0.0,0.0,3.0,34.0,"Wonewoc town, Juneau County, Wisconsin",057,88525,55
676.0,633.0,5.0,5.0,6.0,0.0,0.0,4.0,23.0,"Clearfield town, Juneau County, Wisconsin",057,15225,55
578.0,560.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,"Kildare town, Juneau County, Wisconsin",057,39575,55
4392.0,4110.0,119.0,26.0,8.0,0.0,0.0,31.0,98.0,"Mauston city, Juneau County, Wisconsin",057,50025,55
910.0,896.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,"Lisbon town, Juneau County, Wisconsin",057,44825,55
