B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
3521,1671.0,10.0,34.0,96.0,63.0,43.0,12.0,6.0,45.0,89.0,25.0,82.0,87.0,100.0,165.0,131.0,66.0,77.0,83.0,156.0,135.0,87.0,47.0,32.0,1850.0,58.0,46.0,139.0,123.0,8.0,35.0,36.0,16.0,22.0,28.0,85.0,84.0,162.0,160.0,177.0,46.0,95.0,73.0,80.0,155.0,92.0,30.0,100.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
16100,7634.0,286.0,569.0,522.0,336.0,121.0,99.0,46.0,266.0,440.0,507.0,512.0,569.0,609.0,572.0,486.0,297.0,242.0,205.0,154.0,256.0,226.0,150.0,164.0,8466.0,460.0,512.0,503.0,223.0,56.0,69.0,252.0,408.0,458.0,473.0,442.0,416.0,606.0,600.0,508.0,376.0,239.0,245.0,197.0,432.0,344.0,236.0,411.0,"Middletown town, Newport County, Rhode Island",005,45460,44
24745,12188.0,719.0,314.0,435.0,156.0,384.0,167.0,140.0,1248.0,1208.0,1095.0,1168.0,539.0,596.0,827.0,627.0,282.0,491.0,223.0,406.0,500.0,345.0,195.0,123.0,12557.0,664.0,500.0,388.0,396.0,821.0,194.0,161.0,862.0,1125.0,950.0,657.0,599.0,747.0,635.0,892.0,295.0,482.0,238.0,377.0,498.0,327.0,290.0,459.0,"Newport city, Newport County, Rhode Island",005,49960,44
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
5505,2661.0,57.0,140.0,166.0,117.0,46.0,58.0,24.0,122.0,84.0,55.0,92.0,201.0,199.0,247.0,288.0,62.0,199.0,47.0,96.0,134.0,176.0,37.0,14.0,2844.0,107.0,268.0,169.0,34.0,46.0,0.0,0.0,19.0,0.0,87.0,118.0,216.0,215.0,337.0,234.0,153.0,174.0,131.0,115.0,212.0,89.0,56.0,64.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
17463,8779.0,267.0,531.0,634.0,466.0,416.0,58.0,129.0,223.0,419.0,266.0,394.0,428.0,698.0,718.0,742.0,193.0,373.0,314.0,378.0,366.0,274.0,320.0,172.0,8684.0,277.0,466.0,463.0,440.0,223.0,44.0,82.0,206.0,352.0,310.0,485.0,446.0,832.0,649.0,877.0,189.0,374.0,163.0,449.0,461.0,355.0,198.0,343.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
15870,8019.0,404.0,407.0,507.0,235.0,148.0,34.0,23.0,333.0,484.0,482.0,345.0,436.0,448.0,637.0,736.0,297.0,349.0,238.0,364.0,549.0,259.0,122.0,182.0,7851.0,349.0,346.0,321.0,174.0,37.0,81.0,58.0,135.0,381.0,446.0,420.0,465.0,370.0,825.0,618.0,407.0,409.0,294.0,487.0,345.0,262.0,287.0,334.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
81218,39066.0,2057.0,2041.0,1938.0,1352.0,743.0,450.0,434.0,1510.0,2814.0,2807.0,2155.0,2427.0,2924.0,3154.0,3150.0,982.0,1661.0,918.0,1242.0,1627.0,880.0,688.0,1112.0,42152.0,2129.0,1704.0,1929.0,1265.0,646.0,270.0,472.0,1144.0,2814.0,2691.0,2024.0,2679.0,2711.0,3753.0,3633.0,1267.0,1815.0,1197.0,1655.0,1962.0,1276.0,1153.0,1963.0,"Warwick city, Kent County, Rhode Island",003,74300,44
34873,16801.0,713.0,901.0,952.0,893.0,444.0,207.0,106.0,597.0,870.0,830.0,1212.0,1064.0,1371.0,1475.0,1537.0,569.0,670.0,444.0,542.0,545.0,367.0,262.0,230.0,18072.0,796.0,991.0,1061.0,538.0,538.0,297.0,186.0,563.0,828.0,1152.0,997.0,1274.0,1713.0,1360.0,1226.0,764.0,684.0,420.0,581.0,728.0,405.0,481.0,489.0,"Coventry town, Kent County, Rhode Island",003,18640,44
28709,14116.0,941.0,869.0,870.0,311.0,279.0,130.0,205.0,528.0,1306.0,1166.0,1202.0,737.0,742.0,929.0,909.0,391.0,458.0,427.0,373.0,526.0,244.0,250.0,323.0,14593.0,637.0,583.0,778.0,377.0,225.0,240.0,181.0,818.0,1068.0,1053.0,1120.0,775.0,903.0,1082.0,919.0,484.0,629.0,407.0,564.0,434.0,342.0,411.0,563.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
6118,3056.0,139.0,217.0,387.0,129.0,77.0,0.0,66.0,66.0,86.0,59.0,221.0,215.0,149.0,375.0,334.0,71.0,112.0,38.0,141.0,133.0,41.0,0.0,0.0,3062.0,53.0,181.0,185.0,202.0,46.0,21.0,0.0,122.0,136.0,64.0,182.0,259.0,284.0,382.0,332.0,121.0,145.0,118.0,0.0,107.0,59.0,16.0,47.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
13094,6299.0,264.0,566.0,498.0,303.0,109.0,43.0,21.0,207.0,300.0,253.0,407.0,392.0,543.0,448.0,625.0,202.0,245.0,123.0,164.0,219.0,162.0,126.0,79.0,6795.0,287.0,514.0,643.0,392.0,69.0,11.0,55.0,111.0,197.0,263.0,296.0,548.0,566.0,444.0,796.0,111.0,238.0,105.0,194.0,261.0,222.0,132.0,340.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
34498,16471.0,522.0,1118.0,1003.0,854.0,398.0,217.0,104.0,557.0,851.0,942.0,1000.0,976.0,1392.0,1492.0,1180.0,528.0,614.0,273.0,762.0,554.0,405.0,461.0,268.0,18027.0,896.0,896.0,1061.0,719.0,277.0,137.0,173.0,576.0,825.0,1071.0,1242.0,1076.0,1658.0,1604.0,1139.0,586.0,615.0,480.0,680.0,690.0,641.0,478.0,507.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
41508,20566.0,1378.0,1438.0,1334.0,890.0,495.0,202.0,221.0,968.0,1354.0,1784.0,1234.0,1192.0,1414.0,1575.0,1408.0,571.0,701.0,403.0,386.0,600.0,455.0,329.0,234.0,20942.0,1198.0,1099.0,975.0,567.0,590.0,231.0,353.0,856.0,1867.0,1453.0,1515.0,1347.0,1267.0,1564.0,1351.0,573.0,802.0,459.0,555.0,490.0,555.0,440.0,835.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
32345,15013.0,620.0,696.0,835.0,439.0,267.0,261.0,147.0,599.0,1072.0,1342.0,848.0,903.0,917.0,1214.0,1052.0,284.0,975.0,272.0,422.0,591.0,542.0,456.0,259.0,17332.0,770.0,546.0,1060.0,437.0,318.0,158.0,206.0,412.0,1372.0,1278.0,1110.0,1069.0,1190.0,890.0,1685.0,496.0,704.0,447.0,470.0,870.0,461.0,541.0,842.0,"North Providence town, Providence County, Rhode Island",007,51760,44
21630,10426.0,663.0,601.0,834.0,561.0,123.0,173.0,96.0,398.0,766.0,568.0,576.0,588.0,719.0,646.0,787.0,318.0,248.0,253.0,413.0,326.0,305.0,314.0,150.0,11204.0,598.0,787.0,624.0,243.0,232.0,194.0,60.0,448.0,771.0,661.0,564.0,747.0,764.0,905.0,877.0,213.0,354.0,277.0,261.0,478.0,338.0,288.0,520.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
47425,22346.0,1246.0,1281.0,1229.0,635.0,435.0,232.0,279.0,1209.0,2169.0,1494.0,1485.0,1245.0,1431.0,1624.0,1782.0,480.0,907.0,440.0,696.0,598.0,500.0,488.0,461.0,25079.0,1055.0,1101.0,1323.0,563.0,278.0,396.0,260.0,848.0,1550.0,1724.0,1452.0,1498.0,1517.0,1933.0,2125.0,758.0,1002.0,633.0,631.0,983.0,824.0,1111.0,1514.0,"East Providence city, Providence County, Rhode Island",007,22960,44
9993,5210.0,351.0,240.0,361.0,173.0,174.0,116.0,54.0,260.0,373.0,249.0,155.0,274.0,562.0,355.0,541.0,149.0,135.0,100.0,211.0,210.0,65.0,77.0,25.0,4783.0,192.0,218.0,227.0,259.0,28.0,11.0,34.0,134.0,242.0,302.0,291.0,297.0,481.0,449.0,448.0,170.0,223.0,162.0,147.0,134.0,149.0,83.0,102.0,"Glocester town, Providence County, Rhode Island",007,30340,44
12301,5691.0,248.0,410.0,388.0,243.0,117.0,25.0,25.0,189.0,286.0,290.0,334.0,378.0,390.0,528.0,395.0,198.0,236.0,143.0,253.0,352.0,97.0,65.0,101.0,6610.0,275.0,423.0,282.0,227.0,55.0,22.0,63.0,246.0,363.0,271.0,361.0,344.0,486.0,603.0,463.0,218.0,270.0,171.0,248.0,437.0,280.0,193.0,309.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
19395,9808.0,1111.0,684.0,939.0,304.0,350.0,166.0,130.0,586.0,970.0,832.0,579.0,703.0,671.0,549.0,425.0,132.0,160.0,107.0,123.0,133.0,86.0,33.0,35.0,9587.0,697.0,624.0,778.0,493.0,317.0,173.0,272.0,618.0,711.0,664.0,610.0,587.0,769.0,446.0,350.0,278.0,256.0,137.0,119.0,127.0,147.0,134.0,280.0,"Central Falls city, Providence County, Rhode Island",007,14140,44
21611,10239.0,402.0,491.0,554.0,394.0,800.0,418.0,250.0,372.0,461.0,482.0,352.0,632.0,631.0,871.0,856.0,209.0,373.0,213.0,327.0,540.0,233.0,156.0,222.0,11372.0,325.0,341.0,443.0,431.0,1038.0,388.0,224.0,268.0,365.0,432.0,636.0,536.0,920.0,759.0,956.0,329.0,412.0,191.0,478.0,592.0,337.0,401.0,570.0,"Smithfield town, Providence County, Rhode Island",007,66200,44
71770,35890.0,2564.0,2049.0,2483.0,1383.0,831.0,489.0,366.0,1612.0,3401.0,2988.0,2462.0,2234.0,2239.0,2569.0,2352.0,866.0,963.0,642.0,744.0,1117.0,725.0,483.0,328.0,35880.0,2343.0,1969.0,2309.0,1042.0,903.0,493.0,360.0,1536.0,3108.0,2813.0,2335.0,2268.0,2250.0,2520.0,2516.0,852.0,1380.0,673.0,918.0,1079.0,717.0,697.0,799.0,"Pawtucket city, Providence County, Rhode Island",007,54640,44
179509,86442.0,5662.0,5478.0,5464.0,3602.0,4465.0,2724.0,2328.0,5145.0,8648.0,6782.0,6038.0,5142.0,4993.0,4661.0,4460.0,1648.0,2044.0,1204.0,1217.0,1855.0,1163.0,719.0,1000.0,93067.0,5627.0,6017.0,5404.0,3366.0,5524.0,3277.0,2633.0,5687.0,9211.0,6641.0,5623.0,5422.0,4784.0,5298.0,4715.0,1618.0,2136.0,1145.0,1904.0,1953.0,1622.0,1556.0,1904.0,"Providence city, Providence County, Rhode Island",007,59000,44
4689,2419.0,120.0,95.0,105.0,76.0,40.0,47.0,9.0,121.0,102.0,163.0,98.0,133.0,207.0,314.0,166.0,64.0,118.0,79.0,109.0,69.0,46.0,28.0,110.0,2270.0,107.0,64.0,92.0,87.0,45.0,11.0,11.0,85.0,84.0,69.0,140.0,134.0,223.0,271.0,223.0,71.0,98.0,115.0,74.0,150.0,32.0,20.0,64.0,"Foster town, Providence County, Rhode Island",007,27460,44
29159,13626.0,681.0,854.0,580.0,432.0,359.0,168.0,188.0,510.0,1104.0,652.0,906.0,933.0,1063.0,928.0,1004.0,338.0,707.0,333.0,387.0,449.0,482.0,262.0,306.0,15533.0,764.0,468.0,814.0,590.0,145.0,124.0,93.0,329.0,903.0,991.0,792.0,978.0,1228.0,1188.0,1281.0,512.0,575.0,533.0,745.0,628.0,575.0,596.0,681.0,"Johnston town, Providence County, Rhode Island",007,37720,44
10529,5470.0,199.0,294.0,255.0,329.0,136.0,24.0,13.0,280.0,231.0,104.0,301.0,254.0,395.0,617.0,588.0,197.0,229.0,246.0,118.0,324.0,59.0,82.0,195.0,5059.0,143.0,203.0,252.0,331.0,27.0,50.0,32.0,233.0,128.0,149.0,468.0,266.0,404.0,527.0,450.0,173.0,234.0,204.0,98.0,164.0,140.0,111.0,272.0,"Scituate town, Providence County, Rhode Island",007,64220,44
16363,7966.0,310.0,522.0,586.0,255.0,180.0,42.0,14.0,225.0,505.0,550.0,404.0,445.0,638.0,662.0,810.0,270.0,356.0,224.0,258.0,338.0,158.0,116.0,98.0,8397.0,454.0,397.0,537.0,297.0,245.0,40.0,43.0,217.0,473.0,490.0,490.0,418.0,835.0,745.0,874.0,252.0,277.0,184.0,285.0,215.0,200.0,178.0,251.0,"Burrillville town, Providence County, Rhode Island",007,11800,44
80979,39929.0,2571.0,2148.0,2118.0,1252.0,1014.0,365.0,519.0,1935.0,2978.0,2905.0,2669.0,2632.0,2823.0,2809.0,2674.0,1115.0,1622.0,947.0,1066.0,1294.0,853.0,893.0,727.0,41050.0,2168.0,1766.0,2454.0,1630.0,893.0,543.0,509.0,1457.0,2468.0,2950.0,2564.0,2204.0,2855.0,3156.0,3183.0,1046.0,1517.0,1038.0,1177.0,1743.0,1067.0,965.0,1697.0,"Cranston city, Providence County, Rhode Island",007,19180,44
16218,7884.0,433.0,596.0,751.0,441.0,149.0,52.0,91.0,179.0,255.0,237.0,292.0,541.0,714.0,701.0,754.0,231.0,261.0,154.0,196.0,286.0,231.0,125.0,214.0,8334.0,321.0,714.0,733.0,473.0,59.0,13.0,21.0,92.0,229.0,232.0,405.0,573.0,765.0,832.0,834.0,175.0,308.0,171.0,243.0,365.0,335.0,210.0,231.0,"Barrington town, Bristol County, Rhode Island",001,05140,44
10492,5010.0,161.0,310.0,285.0,217.0,66.0,22.0,52.0,169.0,477.0,420.0,332.0,213.0,288.0,464.0,374.0,120.0,197.0,191.0,181.0,223.0,100.0,64.0,84.0,5482.0,229.0,202.0,209.0,172.0,45.0,30.0,40.0,203.0,362.0,492.0,232.0,293.0,433.0,493.0,509.0,110.0,191.0,179.0,217.0,268.0,237.0,114.0,222.0,"Warren town, Bristol County, Rhode Island",001,73760,44
22318,10731.0,359.0,475.0,437.0,337.0,803.0,358.0,311.0,614.0,653.0,440.0,558.0,530.0,616.0,629.0,898.0,287.0,372.0,268.0,359.0,391.0,346.0,543.0,147.0,11587.0,424.0,394.0,502.0,313.0,885.0,483.0,303.0,457.0,619.0,470.0,654.0,574.0,544.0,761.0,954.0,261.0,526.0,315.0,337.0,526.0,375.0,471.0,439.0,"Bristol town, Bristol County, Rhode Island",001,09280,44
22626,10331.0,546.0,356.0,715.0,408.0,313.0,60.0,115.0,480.0,787.0,393.0,544.0,558.0,617.0,645.0,973.0,342.0,493.0,261.0,457.0,457.0,296.0,215.0,300.0,12295.0,565.0,760.0,382.0,396.0,220.0,248.0,271.0,254.0,960.0,538.0,555.0,699.0,833.0,958.0,975.0,394.0,529.0,279.0,406.0,645.0,476.0,345.0,607.0,"Westerly town, Washington County, Rhode Island",009,77000,44
26178,12825.0,606.0,829.0,867.0,700.0,160.0,121.0,161.0,619.0,446.0,697.0,617.0,857.0,878.0,1107.0,1198.0,400.0,478.0,400.0,431.0,523.0,336.0,212.0,182.0,13353.0,560.0,655.0,840.0,678.0,206.0,154.0,188.0,358.0,702.0,731.0,702.0,696.0,1017.0,1075.0,1148.0,382.0,569.0,455.0,443.0,675.0,343.0,316.0,460.0,"North Kingstown town, Washington County, Rhode Island",009,51580,44
30712,14820.0,541.0,612.0,805.0,407.0,2260.0,488.0,357.0,798.0,723.0,531.0,477.0,622.0,762.0,1012.0,1012.0,306.0,724.0,286.0,465.0,688.0,331.0,423.0,190.0,15892.0,492.0,690.0,732.0,468.0,2652.0,631.0,272.0,658.0,485.0,542.0,529.0,659.0,839.0,1142.0,977.0,510.0,554.0,417.0,538.0,607.0,438.0,464.0,596.0,"South Kingstown town, Washington County, Rhode Island",009,67460,44
8112,3852.0,120.0,204.0,212.0,74.0,27.0,102.0,78.0,140.0,116.0,176.0,240.0,377.0,284.0,518.0,243.0,176.0,221.0,79.0,144.0,187.0,81.0,15.0,38.0,4260.0,138.0,157.0,338.0,155.0,70.0,0.0,22.0,247.0,63.0,269.0,338.0,186.0,360.0,454.0,458.0,118.0,222.0,95.0,115.0,213.0,50.0,122.0,70.0,"Hopkinton town, Washington County, Rhode Island",009,35380,44
7608,3833.0,146.0,239.0,321.0,190.0,93.0,160.0,0.0,32.0,113.0,171.0,101.0,428.0,327.0,321.0,347.0,136.0,205.0,94.0,179.0,111.0,92.0,13.0,14.0,3775.0,88.0,255.0,322.0,98.0,49.0,108.0,120.0,135.0,38.0,155.0,222.0,343.0,317.0,465.0,383.0,119.0,54.0,90.0,68.0,153.0,108.0,69.0,16.0,"Richmond town, Washington County, Rhode Island",009,61160,44
6761,3488.0,45.0,217.0,213.0,75.0,81.0,73.0,90.0,189.0,147.0,212.0,142.0,152.0,346.0,442.0,152.0,190.0,223.0,55.0,78.0,122.0,142.0,65.0,37.0,3273.0,100.0,88.0,318.0,120.0,44.0,49.0,48.0,200.0,97.0,94.0,171.0,216.0,274.0,314.0,331.0,26.0,275.0,86.0,114.0,102.0,71.0,63.0,72.0,"Exeter town, Washington County, Rhode Island",009,25300,44
15601,7420.0,168.0,245.0,251.0,242.0,139.0,301.0,648.0,780.0,244.0,275.0,295.0,314.0,410.0,347.0,469.0,291.0,470.0,233.0,306.0,371.0,342.0,161.0,118.0,8181.0,276.0,348.0,225.0,264.0,279.0,328.0,793.0,389.0,428.0,176.0,350.0,270.0,377.0,513.0,581.0,254.0,506.0,183.0,311.0,442.0,386.0,227.0,275.0,"Narragansett town, Washington County, Rhode Island",009,48340,44
830,395.0,0.0,0.0,12.0,42.0,3.0,0.0,0.0,0.0,28.0,16.0,0.0,12.0,59.0,45.0,27.0,12.0,85.0,0.0,21.0,22.0,4.0,0.0,7.0,435.0,8.0,5.0,24.0,0.0,14.0,0.0,0.0,11.0,11.0,13.0,18.0,28.0,32.0,28.0,64.0,9.0,47.0,11.0,34.0,40.0,10.0,11.0,17.0,"New Shoreham town, Washington County, Rhode Island",009,50500,44
7762,4190.0,252.0,217.0,224.0,169.0,50.0,54.0,26.0,168.0,323.0,267.0,83.0,193.0,397.0,381.0,191.0,141.0,194.0,106.0,196.0,305.0,143.0,73.0,37.0,3572.0,59.0,89.0,114.0,149.0,82.0,16.0,69.0,169.0,185.0,168.0,127.0,232.0,331.0,307.0,341.0,170.0,144.0,121.0,202.0,203.0,155.0,70.0,69.0,"Charlestown town, Washington County, Rhode Island",009,14500,44
