B19013D_001E,name,county,county subdivision,state
64375.0,"Marana CCD, Pima County, Arizona",019,92040,04
-666666666.0,"Ajo CCD, Pima County, Arizona",019,90051,04
47869.0,"Tucson CCD, Pima County, Arizona",019,93570,04
55313.0,"Arivaca CCD, Pima County, Arizona",019,90153,04
102500.0,"Gila Bend CCD, Maricopa County, Arizona",013,91377,04
107864.0,"Chandler CCD, Maricopa County, Arizona",013,90561,04
69445.0,"Phoenix CCD, Maricopa County, Arizona",013,92601,04
100664.0,"Deer Valley CCD, Maricopa County, Arizona",013,90867,04
-666666666.0,"St. Johns CCD, Maricopa County, Arizona",013,93009,04
-666666666.0,"San Carlos CCD, Graham County, Arizona",009,93111,04
113615.0,"Wickenburg CCD, Maricopa County, Arizona",013,93774,04
65588.0,"Buckeye CCD, Maricopa County, Arizona",013,90459,04
-666666666.0,"Payson CCD, Gila County, Arizona",007,92570,04
-666666666.0,"Winkelman CCD, Gila County, Arizona",007,93927,04
-666666666.0,"Salt River CCD, Maricopa County, Arizona",013,93060,04
-666666666.0,"Globe-Miami CCD, Gila County, Arizona",007,91495,04
-666666666.0,"Bonita-Klondyke CCD, Graham County, Arizona",009,90357,04
-666666666.0,"Pima CCD, Graham County, Arizona",009,92652,04
71771.0,"Safford CCD, Graham County, Arizona",009,92907,04
33917.0,"Nogales CCD, Santa Cruz County, Arizona",023,92295,04
-666666666.0,"Patagonia CCD, Santa Cruz County, Arizona",023,92550,04
-666666666.0,"Benson CCD, Cochise County, Arizona",003,90255,04
60114.0,"Sierra Vista CCD, Cochise County, Arizona",003,93182,04
-666666666.0,"Willcox CCD, Cochise County, Arizona",003,93825,04
2499.0,"Douglas CCD, Cochise County, Arizona",003,90969,04
62112.0,"Bisbee CCD, Cochise County, Arizona",003,90306,04
-666666666.0,"Parker CCD, La Paz County, Arizona",012,92480,04
-666666666.0,"Elfrida CCD, Cochise County, Arizona",003,91122,04
-666666666.0,"Bowie CCD, Cochise County, Arizona",003,90408,04
-666666666.0,"Fort Apache CCD, Apache County, Arizona",001,91275,04
