B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
21.0,9.0,0.0,0.0,12.0,0.0,"Kanab CCD, Kane County, Utah",025,91591,49
0.0,0.0,0.0,0.0,0.0,0.0,"Enterprise CCD, Washington County, Utah",053,90817,49
977.0,905.0,35.0,15.0,22.0,0.0,"St. George CCD, Washington County, Utah",053,92924,49
0.0,0.0,0.0,0.0,0.0,0.0,"Orderville CCD, Kane County, Utah",025,92494,49
212.0,105.0,6.0,9.0,0.0,92.0,"Park City CCD, Summit County, Utah",043,92580,49
19.0,19.0,0.0,0.0,0.0,0.0,"Kamas CCD, Summit County, Utah",043,91548,49
22.0,0.0,22.0,0.0,0.0,0.0,"Coalville CCD, Summit County, Utah",043,90430,49
0.0,0.0,0.0,0.0,0.0,0.0,"Uintah and Ouray CCD, Grand County, Utah",019,93526,49
23.0,23.0,0.0,0.0,0.0,0.0,"Moab CCD, Grand County, Utah",019,91935,49
2.0,0.0,0.0,0.0,2.0,0.0,"Circleville CCD, Piute County, Utah",031,90387,49
1.0,0.0,0.0,0.0,1.0,0.0,"Marysvale CCD, Piute County, Utah",031,91849,49
2.0,2.0,0.0,0.0,0.0,0.0,"Randolph-Woodruff CCD, Rich County, Utah",033,92752,49
0.0,0.0,0.0,0.0,0.0,0.0,"Garden City-Laketown CCD, Rich County, Utah",033,91032,49
0.0,0.0,0.0,0.0,0.0,0.0,"Uintah and Ouray CCD, Wasatch County, Utah",051,93612,49
0.0,0.0,0.0,0.0,0.0,0.0,"Soldier Summit CCD, Wasatch County, Utah",051,93139,49
0.0,0.0,0.0,0.0,0.0,0.0,"Beaver CCD, Beaver County, Utah",001,90086,49
0.0,0.0,0.0,0.0,0.0,0.0,"Milford-Minersville CCD, Beaver County, Utah",001,91892,49
112.0,70.0,32.0,8.0,2.0,0.0,"Brigham City CCD, Box Elder County, Utah",003,90258,49
154.0,151.0,0.0,0.0,0.0,3.0,"Tremonton CCD, Box Elder County, Utah",003,93440,49
0.0,0.0,0.0,0.0,0.0,0.0,"West Box Elder CCD, Box Elder County, Utah",003,93827,49
12.0,12.0,0.0,0.0,0.0,0.0,"Howell-Snowville CCD, Box Elder County, Utah",003,91419,49
2.0,0.0,0.0,0.0,2.0,0.0,"Parowan CCD, Iron County, Utah",021,92623,49
0.0,0.0,0.0,0.0,0.0,0.0,"Beryl-Newcastle CCD, Iron County, Utah",021,90129,49
279.0,198.0,18.0,12.0,51.0,0.0,"Cedar City CCD, Iron County, Utah",021,90344,49
33.0,13.0,5.0,0.0,11.0,4.0,"Mount Pleasant-Moroni CCD, Sanpete County, Utah",039,92150,49
180.0,86.0,0.0,94.0,0.0,0.0,"Gunnison CCD, Sanpete County, Utah",039,91204,49
61.0,11.0,13.0,9.0,17.0,11.0,"Ephraim-Manti CCD, Sanpete County, Utah",039,90860,49
82.0,45.0,0.0,7.0,30.0,0.0,"Richfield CCD, Sevier County, Utah",041,92838,49
5.0,5.0,0.0,0.0,0.0,0.0,"Monroe CCD, Sevier County, Utah",041,91978,49
6.0,6.0,0.0,0.0,0.0,0.0,"Salina CCD, Sevier County, Utah",041,92967,49
19.0,0.0,0.0,0.0,19.0,0.0,"Goshen CCD, Utah County, Utah",049,91118,49
597.0,556.0,14.0,0.0,0.0,27.0,"American Fork-Pleasant Grove CCD, Utah County, Utah",049,90043,49
1664.0,967.0,274.0,211.0,104.0,108.0,"Provo-Orem CCD, Utah County, Utah",049,92709,49
602.0,483.0,31.0,37.0,51.0,0.0,"Lehi CCD, Utah County, Utah",049,91634,49
220.0,183.0,8.0,0.0,29.0,0.0,"Spanish Fork-Payson CCD, Utah County, Utah",049,93268,49
234.0,195.0,0.0,33.0,6.0,0.0,"Springville-Mapleton CCD, Utah County, Utah",049,93311,49
2339.0,1833.0,354.0,105.0,25.0,22.0,"Ogden CCD, Weber County, Utah",057,92322,49
117.0,115.0,0.0,0.0,2.0,0.0,"Ogden Valley CCD, Weber County, Utah",057,92365,49
0.0,0.0,0.0,0.0,0.0,0.0,"Delta CCD, Millard County, Utah",027,90516,49
0.0,0.0,0.0,0.0,0.0,0.0,"Garrison-Sevier Lake CCD, Millard County, Utah",027,91075,49
45.0,39.0,0.0,6.0,0.0,0.0,"Fillmore CCD, Millard County, Utah",027,90989,49
296.0,261.0,35.0,0.0,0.0,0.0,"Tooele-Grantsville CCD, Tooele County, Utah",045,93397,49
25.0,25.0,0.0,0.0,0.0,0.0,"Dugway-Wendover CCD, Tooele County, Utah",045,90602,49
89.0,22.0,55.0,0.0,0.0,12.0,"Hurricane CCD, Washington County, Utah",053,91462,49
0.0,0.0,0.0,0.0,0.0,0.0,"North Duchesne CCD, Duchesne County, Utah",013,92279,49
0.0,0.0,0.0,0.0,0.0,0.0,"South Duchesne CCD, Duchesne County, Utah",013,93225,49
0.0,0.0,0.0,0.0,0.0,0.0,"Duchesne CCD, Duchesne County, Utah",013,90559,49
40.0,32.0,0.0,0.0,8.0,0.0,"Roosevelt CCD, Duchesne County, Utah",013,92881,49
0.0,0.0,0.0,0.0,0.0,0.0,"Oljato CCD, San Juan County, Utah",037,92408,49
11.0,10.0,1.0,0.0,0.0,0.0,"Blanding CCD, San Juan County, Utah",037,90215,49
25.0,25.0,0.0,0.0,0.0,0.0,"Monticello CCD, San Juan County, Utah",037,92021,49
40.0,30.0,0.0,0.0,0.0,10.0,"Cottonwood CCD, Salt Lake County, Utah",035,90473,49
17236.0,12888.0,2518.0,354.0,936.0,540.0,"Salt Lake City CCD, Salt Lake County, Utah",035,93010,49
61.0,61.0,0.0,0.0,0.0,0.0,"Emigration CCD, Salt Lake County, Utah",035,90774,49
76.0,46.0,22.0,0.0,8.0,0.0,"Magna CCD, Salt Lake County, Utah",035,91806,49
1264.0,701.0,494.0,69.0,0.0,0.0,"Bingham CCD, Salt Lake County, Utah",035,90172,49
177.0,126.0,51.0,0.0,0.0,0.0,"Vernal CCD, Uintah County, Utah",047,93655,49
12.0,12.0,0.0,0.0,0.0,0.0,"Uintah and Ouray CCD, Uintah County, Utah",047,93569,49
1.0,1.0,0.0,0.0,0.0,0.0,"West Daggett CCD, Daggett County, Utah",009,93870,49
0.0,0.0,0.0,0.0,0.0,0.0,"East Daggett CCD, Daggett County, Utah",009,90688,49
3460.0,2823.0,185.0,148.0,267.0,37.0,"North Davis CCD, Davis County, Utah",011,92236,49
888.0,833.0,55.0,0.0,0.0,0.0,"South Davis CCD, Davis County, Utah",011,93182,49
3.0,3.0,0.0,0.0,0.0,0.0,"Loa CCD, Wayne County, Utah",055,91720,49
1.0,1.0,0.0,0.0,0.0,0.0,"Hanksville CCD, Wayne County, Utah",055,91247,49
0.0,0.0,0.0,0.0,0.0,0.0,"East Carbon CCD, Carbon County, Utah",007,90645,49
92.0,58.0,0.0,15.0,19.0,0.0,"Price CCD, Carbon County, Utah",007,92666,49
44.0,14.0,0.0,0.0,30.0,0.0,"Helper CCD, Carbon County, Utah",007,91333,49
0.0,0.0,0.0,0.0,0.0,0.0,"Green River CCD, Emery County, Utah",015,91161,49
13.0,13.0,0.0,0.0,0.0,0.0,"Castle Dale-Huntington CCD, Emery County, Utah",015,90301,49
0.0,0.0,0.0,0.0,0.0,0.0,"Emery-Ferron CCD, Emery County, Utah",015,90731,49
0.0,0.0,0.0,0.0,0.0,0.0,"Morgan South CCD, Morgan County, Utah",029,92107,49
39.0,39.0,0.0,0.0,0.0,0.0,"Morgan North CCD, Morgan County, Utah",029,92064,49
8.0,3.0,0.0,0.0,5.0,0.0,"Lewiston CCD, Cache County, Utah",005,91677,49
55.0,55.0,0.0,0.0,0.0,0.0,"Hyrum CCD, Cache County, Utah",005,91505,49
798.0,458.0,240.0,66.0,34.0,0.0,"Logan CCD, Cache County, Utah",005,91763,49
48.0,48.0,0.0,0.0,0.0,0.0,"Wellsville CCD, Cache County, Utah",005,93784,49
3.0,1.0,0.0,0.0,0.0,2.0,"Smithfield CCD, Cache County, Utah",005,93096,49
0.0,0.0,0.0,0.0,0.0,0.0,"Tropic CCD, Garfield County, Utah",017,93483,49
8.0,8.0,0.0,0.0,0.0,0.0,"Panguitch CCD, Garfield County, Utah",017,92537,49
1.0,1.0,0.0,0.0,0.0,0.0,"Escalante CCD, Garfield County, Utah",017,90903,49
0.0,0.0,0.0,0.0,0.0,0.0,"Eureka CCD, Juab County, Utah",023,90946,49
24.0,24.0,0.0,0.0,0.0,0.0,"Nephi CCD, Juab County, Utah",023,92193,49
0.0,0.0,0.0,0.0,0.0,0.0,"West Juab CCD, Juab County, Utah",023,93913,49
0.0,0.0,0.0,0.0,0.0,0.0,"Rush Valley CCD, Tooele County, Utah",045,92902,49
0.0,0.0,0.0,0.0,0.0,0.0,"East Cache CCD, Cache County, Utah",005,90635,49
0.0,0.0,0.0,0.0,0.0,0.0,"East Garfield CCD, Garfield County, Utah",017,90702,49
0.0,0.0,0.0,0.0,0.0,0.0,"Casa del Eco Mesa-White Mesa CCD, San Juan County, Utah",037,90280,49
81.0,0.0,54.0,27.0,0.0,0.0,"Northwest Weber CCD, Weber County, Utah",057,92308,49
2.0,0.0,0.0,2.0,0.0,0.0,"Heber City East CCD, Wasatch County, Utah",051,91300,49
0.0,0.0,0.0,0.0,0.0,0.0,"Heber City West CCD, Wasatch County, Utah",051,91312,49
14.0,14.0,0.0,0.0,0.0,0.0,"North Wasatch CCD, Wasatch County, Utah",051,92301,49
10.0,10.0,0.0,0.0,0.0,0.0,"Heber City South CCD, Wasatch County, Utah",051,91308,49
0.0,0.0,0.0,0.0,0.0,0.0,"Thompson Springs CCD, Grand County, Utah",019,93356,49
