B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
70.0,35.0,35.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
2.0,0.0,2.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
4.0,2.0,2.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
0.0,0.0,0.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
4.0,0.0,4.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
1.0,1.0,0.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
0.0,0.0,0.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
16.0,2.0,14.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
0.0,0.0,0.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
0.0,0.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
5617.0,1919.0,3698.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
5.0,0.0,5.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
3.0,1.0,2.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
3.0,0.0,3.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
0.0,0.0,0.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
4.0,0.0,4.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
2.0,0.0,2.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
0.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
21.0,3.0,18.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
0.0,0.0,0.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
20.0,2.0,18.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
8.0,0.0,8.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
18.0,0.0,18.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
0.0,0.0,0.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
50.0,6.0,44.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
14.0,0.0,14.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
2.0,2.0,0.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
11.0,2.0,9.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
1494.0,322.0,1172.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
33.0,12.0,21.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
291.0,227.0,64.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
35.0,6.0,29.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
7.0,7.0,0.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
0.0,0.0,0.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
0.0,0.0,0.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
122.0,49.0,73.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
