B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
46557.0,33528.0,3535.0,135.0,5579.0,3.0,102.0,1461.0,2214.0,"East Lansing city, Ingham County, Michigan",065,24120,26
2519.0,2279.0,36.0,0.0,0.0,0.0,0.0,20.0,184.0,"Leslie township, Ingham County, Michigan",065,47200,26
8387.0,7397.0,329.0,38.0,28.0,0.0,0.0,126.0,469.0,"Mason city, Ingham County, Michigan",065,52180,26
8188.0,5327.0,1301.0,7.0,116.0,0.0,9.0,273.0,1155.0,"Lansing charter township, Ingham County, Michigan",065,46020,26
1951.0,1857.0,4.0,0.0,7.0,0.0,0.0,34.0,49.0,"Leslie city, Ingham County, Michigan",065,47180,26
1690.0,1625.0,2.0,2.0,0.0,0.0,0.0,2.0,59.0,"Locke township, Ingham County, Michigan",065,49040,26
41903.0,30808.0,1288.0,184.0,6201.0,0.0,51.0,1651.0,1720.0,"Meridian charter township, Ingham County, Michigan",065,53140,26
3192.0,3026.0,74.0,6.0,0.0,0.0,0.0,36.0,50.0,"Onondaga township, Ingham County, Michigan",065,60800,26
3574.0,3469.0,0.0,0.0,0.0,0.0,0.0,57.0,48.0,"Leroy township, Ingham County, Michigan",065,47080,26
4241.0,3920.0,105.0,0.0,115.0,0.0,0.0,7.0,94.0,"Aurelius township, Ingham County, Michigan",065,04240,26
2914.0,2652.0,28.0,0.0,18.0,0.0,0.0,60.0,156.0,"Alaiedon township, Ingham County, Michigan",065,00800,26
3891.0,3536.0,0.0,0.0,26.0,0.0,2.0,55.0,272.0,"Williamston city, Ingham County, Michigan",065,87420,26
1889.0,1664.0,22.0,0.0,22.0,0.0,0.0,54.0,127.0,"Wheatfield township, Ingham County, Michigan",065,86520,26
2467.0,2332.0,0.0,27.0,16.0,0.0,0.0,38.0,54.0,"Ingham township, Ingham County, Michigan",065,40640,26
1170.0,1147.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,"White Oak township, Ingham County, Michigan",065,86900,26
1900.0,1832.0,4.0,15.0,0.0,0.0,0.0,27.0,22.0,"Beaverton township, Gladwin County, Michigan",051,06680,26
839.0,790.0,0.0,36.0,0.0,0.0,0.0,4.0,9.0,"Bentley township, Gladwin County, Michigan",051,07360,26
2246.0,2170.0,0.0,23.0,0.0,0.0,0.0,15.0,38.0,"Billings township, Gladwin County, Michigan",051,08360,26
995.0,961.0,15.0,3.0,0.0,0.0,0.0,0.0,16.0,"Sherman township, Gladwin County, Michigan",051,73140,26
