B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
303.0,260.0,22.0,0.0,21.0,0.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
2794.0,2370.0,102.0,26.0,78.0,218.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
1030.0,815.0,107.0,4.0,104.0,0.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
693.0,237.0,265.0,0.0,0.0,191.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
2772.0,2421.0,148.0,0.0,84.0,119.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
5202.0,3950.0,268.0,68.0,470.0,446.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
1361.0,1329.0,1.0,15.0,16.0,0.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
3494.0,2813.0,356.0,0.0,135.0,190.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
180.0,175.0,0.0,0.0,0.0,5.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
196.0,139.0,0.0,9.0,48.0,0.0,"Milton CCD, Sussex County, Delaware",005,92664,10
4172.0,3405.0,374.0,0.0,239.0,154.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
60.0,60.0,0.0,0.0,0.0,0.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
709.0,547.0,78.0,44.0,35.0,5.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
161.0,121.0,40.0,0.0,0.0,0.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
310.0,272.0,0.0,10.0,28.0,0.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
414.0,392.0,0.0,0.0,1.0,21.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
224.0,224.0,0.0,0.0,0.0,0.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
58.0,58.0,0.0,0.0,0.0,0.0,"Kenton CCD, Kent County, Delaware",001,91480,10
49.0,48.0,0.0,0.0,1.0,0.0,"Milford North CCD, Kent County, Delaware",001,92220,10
109.0,109.0,0.0,0.0,0.0,0.0,"Harrington CCD, Kent County, Delaware",001,91332,10
24.0,24.0,0.0,0.0,0.0,0.0,"Felton CCD, Kent County, Delaware",001,90888,10
2451.0,2046.0,176.0,78.0,70.0,81.0,"Dover CCD, Kent County, Delaware",001,90740,10
447.0,395.0,23.0,0.0,29.0,0.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
343.0,264.0,44.0,0.0,35.0,0.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
4706.0,3470.0,658.0,17.0,224.0,337.0,"Newark CCD, New Castle County, Delaware",003,92738,10
3394.0,3004.0,170.0,0.0,84.0,136.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
324.0,242.0,0.0,15.0,67.0,0.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
