B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
818.0,653.0,113.0,52.0,0.0,0.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
256.0,242.0,5.0,9.0,0.0,0.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
116.0,85.0,2.0,5.0,24.0,0.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
183.0,183.0,0.0,0.0,0.0,0.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
68.0,55.0,3.0,4.0,6.0,0.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
59.0,49.0,0.0,10.0,0.0,0.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
295.0,240.0,12.0,17.0,26.0,0.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
729.0,630.0,55.0,44.0,0.0,0.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
53.0,44.0,0.0,9.0,0.0,0.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
294.0,251.0,13.0,20.0,10.0,0.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
396.0,208.0,4.0,184.0,0.0,0.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
2450.0,1883.0,326.0,123.0,118.0,0.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
75.0,62.0,12.0,0.0,0.0,1.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
381.0,333.0,0.0,23.0,25.0,0.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
738.0,491.0,13.0,21.0,189.0,24.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
45.0,31.0,0.0,14.0,0.0,0.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
31.0,15.0,16.0,0.0,0.0,0.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
121.0,104.0,17.0,0.0,0.0,0.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
2819.0,2362.0,273.0,49.0,135.0,0.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
51.0,41.0,6.0,0.0,4.0,0.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
171.0,151.0,13.0,0.0,7.0,0.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
41.0,41.0,0.0,0.0,0.0,0.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
161.0,155.0,6.0,0.0,0.0,0.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
95.0,79.0,8.0,0.0,8.0,0.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
155.0,104.0,10.0,3.0,38.0,0.0,"East Coal CCD, Coal County, Oklahoma",029,90871,40
33.0,33.0,0.0,0.0,0.0,0.0,"Lamont CCD, Grant County, Oklahoma",053,91625,40
104.0,104.0,0.0,0.0,0.0,0.0,"Medford CCD, Grant County, Oklahoma",053,91820,40
13.0,13.0,0.0,0.0,0.0,0.0,"Wakita CCD, Grant County, Oklahoma",053,93510,40
57.0,52.0,5.0,0.0,0.0,0.0,"Southwest Grant CCD, Grant County, Oklahoma",053,93159,40
14.0,13.0,0.0,0.0,1.0,0.0,"Northwest Greer CCD, Greer County, Oklahoma",055,92275,40
495.0,476.0,0.0,19.0,0.0,0.0,"Mangum CCD, Greer County, Oklahoma",055,91768,40
152.0,71.0,23.0,34.0,24.0,0.0,"Granite CCD, Greer County, Oklahoma",055,91196,40
836.0,802.0,15.0,0.0,19.0,0.0,"Kingfisher CCD, Kingfisher County, Oklahoma",073,91586,40
1412.0,1343.0,29.0,0.0,28.0,12.0,"Hennessey CCD, Kingfisher County, Oklahoma",073,91326,40
37.0,23.0,7.0,7.0,0.0,0.0,"Okarche-Cashion CCD, Kingfisher County, Oklahoma",073,92379,40
1948.0,1676.0,187.0,66.0,4.0,15.0,"Purcell CCD, McClain County, Oklahoma",087,92626,40
28.0,28.0,0.0,0.0,0.0,0.0,"East McClain CCD, McClain County, Oklahoma",087,90929,40
351.0,318.0,27.0,0.0,6.0,0.0,"Checotah CCD, McIntosh County, Oklahoma",091,90520,40
