B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
0.0,0.0,0.0,"Harrison township, Blackford County, Indiana",009,31630,18
147.0,0.0,147.0,"Perry township, Vanderburgh County, Indiana",163,59166,18
0.0,0.0,0.0,"Union township, Vanderburgh County, Indiana",163,77696,18
84.0,73.0,11.0,"Scott township, Vanderburgh County, Indiana",163,68472,18
0.0,0.0,0.0,"German township, Vanderburgh County, Indiana",163,27486,18
3159.0,876.0,2283.0,"Knight township, Vanderburgh County, Indiana",163,40212,18
2879.0,1027.0,1852.0,"Pigeon township, Vanderburgh County, Indiana",163,59670,18
0.0,0.0,0.0,"Licking township, Blackford County, Indiana",009,43650,18
0.0,0.0,0.0,"Jackson township, Blackford County, Indiana",009,36774,18
0.0,0.0,0.0,"Washington township, Blackford County, Indiana",009,80360,18
1.0,1.0,0.0,"Jefferson township, Carroll County, Indiana",015,37872,18
0.0,0.0,0.0,"Jackson township, Carroll County, Indiana",015,36828,18
16.0,0.0,16.0,"Monroe township, Carroll County, Indiana",015,50256,18
0.0,0.0,0.0,"Rock Creek township, Carroll County, Indiana",015,65268,18
0.0,0.0,0.0,"Democrat township, Carroll County, Indiana",015,17686,18
0.0,0.0,0.0,"Madison township, Carroll County, Indiana",015,45900,18
0.0,0.0,0.0,"Adams township, Carroll County, Indiana",015,00316,18
0.0,0.0,0.0,"Liberty township, Carroll County, Indiana",015,43200,18
10.0,10.0,0.0,"Deer Creek township, Carroll County, Indiana",015,17236,18
0.0,0.0,0.0,"Burlington township, Carroll County, Indiana",015,09262,18
0.0,0.0,0.0,"Tippecanoe township, Carroll County, Indiana",015,75824,18
0.0,0.0,0.0,"Washington township, Carroll County, Indiana",015,80414,18
0.0,0.0,0.0,"Lexington township, Scott County, Indiana",143,43164,18
0.0,0.0,0.0,"Finley township, Scott County, Indiana",143,23224,18
0.0,0.0,0.0,"Jennings township, Scott County, Indiana",143,38448,18
0.0,0.0,0.0,"Vienna township, Scott County, Indiana",143,79100,18
10.0,0.0,10.0,"Webster township, Harrison County, Indiana",061,82106,18
0.0,0.0,0.0,"Blue River township, Harrison County, Indiana",061,06058,18
10.0,0.0,10.0,"Franklin township, Harrison County, Indiana",061,25396,18
1148.0,522.0,626.0,"Wayne township, Wayne County, Indiana",177,81944,18
14037.0,5648.0,8389.0,"Pike township, Marion County, Indiana",097,59742,18
20935.0,6850.0,14085.0,"Center township, Marion County, Indiana",097,11512,18
751.0,264.0,487.0,"Decatur township, Marion County, Indiana",097,17092,18
0.0,0.0,0.0,"Jackson township, Clay County, Indiana",021,36864,18
14554.0,3966.0,10588.0,"Wayne township, Marion County, Indiana",097,81800,18
14011.0,4758.0,9253.0,"Warren township, Marion County, Indiana",097,80144,18
0.0,0.0,0.0,"Carrollton township, Carroll County, Indiana",015,10540,18
0.0,0.0,0.0,"Clay township, Carroll County, Indiana",015,12988,18
0.0,0.0,0.0,"Johnson township, Scott County, Indiana",143,38772,18
0.0,0.0,0.0,"Spencer township, Harrison County, Indiana",061,71936,18
0.0,0.0,0.0,"Harrison township, Harrison County, Indiana",061,31810,18
0.0,0.0,0.0,"Jackson township, Harrison County, Indiana",061,37080,18
34.0,28.0,6.0,"Morgan township, Harrison County, Indiana",061,51030,18
3.0,0.0,3.0,"Jefferson township, Wayne County, Indiana",177,38286,18
0.0,0.0,0.0,"Dalton township, Wayne County, Indiana",177,16714,18
0.0,0.0,0.0,"Perry township, Clay County, Indiana",021,58986,18
0.0,0.0,0.0,"Sugar Ridge township, Clay County, Indiana",021,73988,18
0.0,0.0,0.0,"Washington township, Clay County, Indiana",021,80468,18
0.0,0.0,0.0,"Van Buren township, Clay County, Indiana",021,78416,18
0.0,0.0,0.0,"Harrison township, Clay County, Indiana",021,31684,18
85.0,0.0,85.0,"Center township, Hendricks County, Indiana",063,11386,18
0.0,0.0,0.0,"Union township, Hendricks County, Indiana",063,77318,18
392.0,252.0,140.0,"Brown township, Hendricks County, Indiana",063,08308,18
1617.0,1167.0,450.0,"Washington township, Hendricks County, Indiana",063,80702,18
20.0,20.0,0.0,"Liberty township, Hendricks County, Indiana",063,43290,18
0.0,0.0,0.0,"Marion township, Hendricks County, Indiana",063,46926,18
24.0,0.0,24.0,"Franklin township, Hendricks County, Indiana",063,25414,18
479.0,34.0,445.0,"Guilford township, Hendricks County, Indiana",063,30204,18
0.0,0.0,0.0,"Eel River township, Hendricks County, Indiana",063,20530,18
0.0,0.0,0.0,"Posey township, Harrison County, Indiana",061,61344,18
0.0,0.0,0.0,"Taylor township, Harrison County, Indiana",061,75014,18
0.0,0.0,0.0,"Heth township, Harrison County, Indiana",061,33268,18
0.0,0.0,0.0,"Washington township, Harrison County, Indiana",061,80684,18
0.0,0.0,0.0,"Boone township, Harrison County, Indiana",061,06544,18
0.0,0.0,0.0,"Dallas township, Huntington County, Indiana",069,16678,18
0.0,0.0,0.0,"Warren township, Huntington County, Indiana",069,80126,18
62.0,0.0,62.0,"Huntington township, Huntington County, Indiana",069,35311,18
0.0,0.0,0.0,"Salamonie township, Huntington County, Indiana",069,67320,18
0.0,0.0,0.0,"Jefferson township, Huntington County, Indiana",069,38016,18
0.0,0.0,0.0,"Clear Creek township, Huntington County, Indiana",069,13384,18
0.0,0.0,0.0,"Lancaster township, Huntington County, Indiana",069,41904,18
0.0,0.0,0.0,"Rock Creek township, Huntington County, Indiana",069,65304,18
7.0,7.0,0.0,"Jackson township, Huntington County, Indiana",069,37116,18
0.0,0.0,0.0,"Cass township, LaPorte County, Indiana",091,10720,18
0.0,0.0,0.0,"Polk township, Huntington County, Indiana",069,60948,18
0.0,0.0,0.0,"Union township, Huntington County, Indiana",069,77354,18
