B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
73.0,62.0,11.0,"Redding town, Fairfield County, Connecticut",001,63480,09
510.0,370.0,140.0,"Stratford town, Fairfield County, Connecticut",001,74190,09
3873.0,2042.0,1831.0,"Stamford town, Fairfield County, Connecticut",001,73070,09
192.0,144.0,48.0,"New Canaan town, Fairfield County, Connecticut",001,50580,09
50.0,50.0,0.0,"New Fairfield town, Fairfield County, Connecticut",001,50860,09
156.0,134.0,22.0,"Newtown town, Fairfield County, Connecticut",001,52980,09
97.0,97.0,0.0,"Weston town, Fairfield County, Connecticut",001,83430,09
0.0,0.0,0.0,"County subdivisions not defined, Fairfield County, Connecticut",001,00000,09
46.0,39.0,7.0,"Easton town, Fairfield County, Connecticut",001,23890,09
394.0,362.0,32.0,"Wilton town, Fairfield County, Connecticut",001,86370,09
1419.0,699.0,720.0,"Bridgeport town, Fairfield County, Connecticut",001,08070,09
348.0,270.0,78.0,"Darien town, Fairfield County, Connecticut",001,18850,09
744.0,545.0,199.0,"Fairfield town, Fairfield County, Connecticut",001,26620,09
327.0,293.0,34.0,"Bethel town, Fairfield County, Connecticut",001,04720,09
250.0,193.0,57.0,"Ridgefield town, Fairfield County, Connecticut",001,63970,09
435.0,327.0,108.0,"Shelton town, Fairfield County, Connecticut",001,68170,09
626.0,502.0,124.0,"Westport town, Fairfield County, Connecticut",001,83500,09
1620.0,924.0,696.0,"Danbury town, Fairfield County, Connecticut",001,18500,09
0.0,0.0,0.0,"Beacon Falls town, New Haven County, Connecticut",009,03250,09
566.0,348.0,218.0,"West Haven town, New Haven County, Connecticut",009,82870,09
117.0,117.0,0.0,"Bethany town, New Haven County, Connecticut",009,04580,09
428.0,384.0,44.0,"East Haven town, New Haven County, Connecticut",009,22910,09
187.0,147.0,40.0,"Guilford town, New Haven County, Connecticut",009,34950,09
233.0,220.0,13.0,"Madison town, New Haven County, Connecticut",009,44560,09
144.0,144.0,0.0,"Middlebury town, New Haven County, Connecticut",009,46940,09
52.0,52.0,0.0,"Wolcott town, New Haven County, Connecticut",009,87560,09
634.0,483.0,151.0,"Wallingford town, New Haven County, Connecticut",009,78740,09
322.0,312.0,10.0,"Woodbridge town, New Haven County, Connecticut",009,87700,09
135.0,25.0,110.0,"Ansonia town, New Haven County, Connecticut",009,01220,09
229.0,131.0,98.0,"Naugatuck town, New Haven County, Connecticut",009,49950,09
256.0,213.0,43.0,"Orange town, New Haven County, Connecticut",009,57600,09
17.0,17.0,0.0,"Oxford town, New Haven County, Connecticut",009,58300,09
12.0,12.0,0.0,"Prospect town, New Haven County, Connecticut",009,62290,09
0.0,0.0,0.0,"County subdivisions not defined, New Haven County, Connecticut",009,00000,09
409.0,289.0,120.0,"Branford town, New Haven County, Connecticut",009,07310,09
79.0,34.0,45.0,"Derby town, New Haven County, Connecticut",009,19550,09
389.0,283.0,106.0,"Meriden town, New Haven County, Connecticut",009,46520,09
2575.0,408.0,2167.0,"New Haven town, New Haven County, Connecticut",009,52070,09
161.0,161.0,0.0,"Southbury town, New Haven County, Connecticut",009,69640,09
579.0,464.0,115.0,"Cheshire town, New Haven County, Connecticut",009,14160,09
55.0,55.0,0.0,"North Branford town, New Haven County, Connecticut",009,53890,09
23.0,23.0,0.0,"Sherman town, Fairfield County, Connecticut",001,68310,09
1222.0,616.0,606.0,"Hamden town, New Haven County, Connecticut",009,35650,09
1551.0,920.0,631.0,"Norwalk town, Fairfield County, Connecticut",001,56060,09
236.0,145.0,91.0,"Brookfield town, Fairfield County, Connecticut",001,08980,09
540.0,445.0,95.0,"Trumbull town, Fairfield County, Connecticut",001,77200,09
137.0,83.0,54.0,"Seymour town, New Haven County, Connecticut",009,67610,09
803.0,469.0,334.0,"Waterbury town, New Haven County, Connecticut",009,80070,09
371.0,349.0,22.0,"North Haven town, New Haven County, Connecticut",009,54870,09
1013.0,584.0,429.0,"Milford town, New Haven County, Connecticut",009,47535,09
26.0,26.0,0.0,"Harwinton town, Litchfield County, Connecticut",005,37280,09
7.0,7.0,0.0,"Morris town, Litchfield County, Connecticut",005,49460,09
6.0,6.0,0.0,"Plymouth town, Litchfield County, Connecticut",005,60750,09
34.0,21.0,13.0,"Sharon town, Litchfield County, Connecticut",005,67960,09
13.0,13.0,0.0,"Thomaston town, Litchfield County, Connecticut",005,75730,09
0.0,0.0,0.0,"Salisbury town, Litchfield County, Connecticut",005,66420,09
347.0,264.0,83.0,"Torrington town, Litchfield County, Connecticut",005,76570,09
6.0,3.0,3.0,"Cornwall town, Litchfield County, Connecticut",005,17240,09
11.0,11.0,0.0,"Goshen town, Litchfield County, Connecticut",005,32290,09
206.0,136.0,70.0,"New Milford town, Litchfield County, Connecticut",005,52630,09
100.0,92.0,8.0,"Watertown town, Litchfield County, Connecticut",005,80490,09
4.0,4.0,0.0,"Colebrook town, Litchfield County, Connecticut",005,16050,09
150.0,4.0,146.0,"Woodbury town, Litchfield County, Connecticut",005,87910,09
9.0,9.0,0.0,"Bridgewater town, Litchfield County, Connecticut",005,08210,09
0.0,0.0,0.0,"Canaan town, Litchfield County, Connecticut",005,10940,09
0.0,0.0,0.0,"Bethlehem town, Litchfield County, Connecticut",005,04930,09
20.0,10.0,10.0,"Litchfield town, Litchfield County, Connecticut",005,43370,09
11.0,11.0,0.0,"Warren town, Litchfield County, Connecticut",005,79510,09
0.0,0.0,0.0,"Norfolk town, Litchfield County, Connecticut",005,53470,09
0.0,0.0,0.0,"North Canaan town, Litchfield County, Connecticut",005,54030,09
5.0,5.0,0.0,"Roxbury town, Litchfield County, Connecticut",005,65930,09
26.0,15.0,11.0,"Winchester town, Litchfield County, Connecticut",005,86440,09
0.0,0.0,0.0,"New Hartford town, Litchfield County, Connecticut",005,51350,09
12.0,7.0,5.0,"Washington town, Litchfield County, Connecticut",005,79720,09
23.0,23.0,0.0,"Barkhamsted town, Litchfield County, Connecticut",005,02760,09
114.0,29.0,85.0,"Canton town, Hartford County, Connecticut",003,12270,09
399.0,171.0,228.0,"Enfield town, Hartford County, Connecticut",003,25990,09
545.0,382.0,163.0,"Newington town, Hartford County, Connecticut",003,52140,09
186.0,118.0,68.0,"Plainville town, Hartford County, Connecticut",003,60120,09
368.0,281.0,87.0,"Simsbury town, Hartford County, Connecticut",003,68940,09
760.0,703.0,57.0,"South Windsor town, Hartford County, Connecticut",003,71390,09
1436.0,888.0,548.0,"West Hartford town, Hartford County, Connecticut",003,82590,09
482.0,321.0,161.0,"Windsor town, Hartford County, Connecticut",003,87000,09
148.0,148.0,0.0,"Windsor Locks town, Hartford County, Connecticut",003,87070,09
230.0,62.0,168.0,"East Windsor town, Hartford County, Connecticut",003,24800,09
716.0,325.0,391.0,"New Britain town, Hartford County, Connecticut",003,50440,09
444.0,122.0,322.0,"Bristol town, Hartford County, Connecticut",003,08490,09
931.0,650.0,281.0,"Farmington town, Hartford County, Connecticut",003,27600,09
359.0,228.0,131.0,"Southington town, Hartford County, Connecticut",003,70550,09
90.0,50.0,40.0,"East Granby town, Hartford County, Connecticut",003,22070,09
643.0,426.0,217.0,"Avon town, Hartford County, Connecticut",003,02060,09
414.0,217.0,197.0,"Wethersfield town, Hartford County, Connecticut",003,84900,09
60.0,60.0,0.0,"Berlin town, Hartford County, Connecticut",003,04300,09
39.0,32.0,7.0,"Burlington town, Hartford County, Connecticut",003,10100,09
52.0,52.0,0.0,"Granby town, Hartford County, Connecticut",003,32640,09
3.0,3.0,0.0,"Hartland town, Hartford County, Connecticut",003,37140,09
678.0,398.0,280.0,"East Hartford town, Hartford County, Connecticut",003,22630,09
1437.0,143.0,1294.0,"Hartford town, Hartford County, Connecticut",003,37070,09
2522.0,773.0,1749.0,"Manchester town, Hartford County, Connecticut",003,44700,09
187.0,71.0,116.0,"Bloomfield town, Hartford County, Connecticut",003,05910,09
841.0,698.0,143.0,"Glastonbury town, Hartford County, Connecticut",003,31240,09
106.0,98.0,8.0,"Suffield town, Hartford County, Connecticut",003,74540,09
0.0,0.0,0.0,"Marlborough town, Hartford County, Connecticut",003,45820,09
1126.0,433.0,693.0,"Rocky Hill town, Hartford County, Connecticut",003,65370,09
0.0,0.0,0.0,"Chaplin town, Windham County, Connecticut",015,13810,09
13.0,13.0,0.0,"Canterbury town, Windham County, Connecticut",015,12130,09
101.0,13.0,88.0,"Plainfield town, Windham County, Connecticut",015,59980,09
15.0,15.0,0.0,"Thompson town, Windham County, Connecticut",015,75870,09
0.0,0.0,0.0,"Woodstock town, Windham County, Connecticut",015,88190,09
0.0,0.0,0.0,"Scotland town, Windham County, Connecticut",015,67400,09
0.0,0.0,0.0,"Pomfret town, Windham County, Connecticut",015,61030,09
180.0,63.0,117.0,"Windham town, Windham County, Connecticut",015,86790,09
42.0,0.0,42.0,"Ashford town, Windham County, Connecticut",015,01430,09
27.0,27.0,0.0,"Brooklyn town, Windham County, Connecticut",015,09190,09
103.0,75.0,28.0,"Killingly town, Windham County, Connecticut",015,40500,09
7.0,0.0,7.0,"Putnam town, Windham County, Connecticut",015,62710,09
0.0,0.0,0.0,"Sterling town, Windham County, Connecticut",015,73420,09
0.0,0.0,0.0,"Eastford town, Windham County, Connecticut",015,21860,09
0.0,0.0,0.0,"Hampton town, Windham County, Connecticut",015,36000,09
120.0,87.0,33.0,"Colchester town, New London County, Connecticut",011,15910,09
60.0,60.0,0.0,"Ledyard town, New London County, Connecticut",011,42600,09
268.0,52.0,216.0,"New London town, New London County, Connecticut",011,52350,09
6.0,6.0,0.0,"Bozrah town, New London County, Connecticut",011,06820,09
49.0,49.0,0.0,"Preston town, New London County, Connecticut",011,62150,09
0.0,0.0,0.0,"County subdivisions not defined, New London County, Connecticut",011,00000,09
0.0,0.0,0.0,"Franklin town, New London County, Connecticut",011,29910,09
30.0,11.0,19.0,"Lebanon town, New London County, Connecticut",011,42390,09
63.0,63.0,0.0,"Salem town, New London County, Connecticut",011,66210,09
262.0,202.0,60.0,"Waterford town, New London County, Connecticut",011,80280,09
52.0,14.0,38.0,"North Stonington town, New London County, Connecticut",011,55500,09
0.0,0.0,0.0,"Sprague town, New London County, Connecticut",011,71670,09
111.0,111.0,0.0,"Stonington town, New London County, Connecticut",011,73770,09
962.0,628.0,334.0,"Norwich town, New London County, Connecticut",011,56270,09
281.0,257.0,24.0,"East Lyme town, New London County, Connecticut",011,23400,09
859.0,247.0,612.0,"Groton town, New London County, Connecticut",011,34250,09
6.0,0.0,6.0,"Voluntown town, New London County, Connecticut",011,78600,09
52.0,52.0,0.0,"Lisbon town, New London County, Connecticut",011,43230,09
210.0,149.0,61.0,"Griswold town, New London County, Connecticut",011,33900,09
389.0,357.0,32.0,"Montville town, New London County, Connecticut",011,48900,09
9.0,9.0,0.0,"Lyme town, New London County, Connecticut",011,44210,09
34.0,34.0,0.0,"Old Lyme town, New London County, Connecticut",011,57040,09
0.0,0.0,0.0,"Westbrook town, Middlesex County, Connecticut",007,81680,09
0.0,0.0,0.0,"County subdivisions not defined, Middlesex County, Connecticut",007,00000,09
21.0,21.0,0.0,"East Haddam town, Middlesex County, Connecticut",007,22280,09
149.0,121.0,28.0,"Old Saybrook town, Middlesex County, Connecticut",007,57320,09
39.0,0.0,39.0,"Durham town, Middlesex County, Connecticut",007,20810,09
41.0,41.0,0.0,"Deep River town, Middlesex County, Connecticut",007,19130,09
72.0,72.0,0.0,"Clinton town, Middlesex County, Connecticut",007,15350,09
0.0,0.0,0.0,"Portland town, Middlesex County, Connecticut",007,61800,09
66.0,31.0,35.0,"Haddam town, Middlesex County, Connecticut",007,35230,09
48.0,48.0,0.0,"Killingworth town, Middlesex County, Connecticut",007,40710,09
850.0,465.0,385.0,"Middletown town, Middlesex County, Connecticut",007,47360,09
28.0,28.0,0.0,"Middlefield town, Middlesex County, Connecticut",007,47080,09
11.0,11.0,0.0,"Chester town, Middlesex County, Connecticut",007,14300,09
32.0,32.0,0.0,"Essex town, Middlesex County, Connecticut",007,26270,09
124.0,124.0,0.0,"East Hampton town, Middlesex County, Connecticut",007,22490,09
103.0,92.0,11.0,"Cromwell town, Middlesex County, Connecticut",007,18080,09
0.0,0.0,0.0,"Andover town, Tolland County, Connecticut",013,01080,09
24.0,24.0,0.0,"Coventry town, Tolland County, Connecticut",013,17800,09
53.0,53.0,0.0,"Bolton town, Tolland County, Connecticut",013,06260,09
112.0,43.0,69.0,"Tolland town, Tolland County, Connecticut",013,76290,09
56.0,56.0,0.0,"Somers town, Tolland County, Connecticut",013,69220,09
650.0,164.0,486.0,"Vernon town, Tolland County, Connecticut",013,78250,09
3.0,0.0,3.0,"Union town, Tolland County, Connecticut",013,77830,09
0.0,0.0,0.0,"Columbia town, Tolland County, Connecticut",013,16400,09
234.0,43.0,191.0,"Ellington town, Tolland County, Connecticut",013,25360,09
467.0,238.0,229.0,"Mansfield town, Tolland County, Connecticut",013,44910,09
32.0,32.0,0.0,"Hebron town, Tolland County, Connecticut",013,37910,09
68.0,14.0,54.0,"Stafford town, Tolland County, Connecticut",013,72090,09
167.0,0.0,167.0,"Willington town, Tolland County, Connecticut",013,85950,09
1620.0,922.0,698.0,"Greenwich town, Fairfield County, Connecticut",001,33620,09
202.0,158.0,44.0,"Monroe town, Fairfield County, Connecticut",001,48620,09
0.0,0.0,0.0,"Kent town, Litchfield County, Connecticut",005,40290,09
