B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
255.0,193.0,10.0,0.0,52.0,0.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
6921.0,6257.0,261.0,73.0,330.0,0.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
24389.0,21284.0,1822.0,121.0,1084.0,78.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
30.0,20.0,1.0,0.0,9.0,0.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
16527.0,13925.0,1788.0,150.0,633.0,31.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
362.0,339.0,15.0,6.0,2.0,0.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
2846.0,2689.0,44.0,9.0,104.0,0.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
490.0,450.0,10.0,30.0,0.0,0.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
770.0,725.0,41.0,0.0,0.0,4.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
254.0,244.0,0.0,10.0,0.0,0.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
318.0,276.0,42.0,0.0,0.0,0.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
725.0,604.0,33.0,59.0,29.0,0.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
1968.0,1851.0,65.0,0.0,52.0,0.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
8740.0,7578.0,557.0,179.0,392.0,34.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
873.0,846.0,11.0,4.0,12.0,0.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
2276.0,2171.0,71.0,34.0,0.0,0.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
1931.0,1371.0,459.0,35.0,46.0,20.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
758.0,580.0,51.0,67.0,60.0,0.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
680.0,654.0,19.0,7.0,0.0,0.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
19638.0,15773.0,2306.0,448.0,1057.0,54.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
60.0,60.0,0.0,0.0,0.0,0.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
4958.0,4451.0,324.0,57.0,126.0,0.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
921.0,753.0,89.0,0.0,79.0,0.0,"Jal CCD, Lea County, New Mexico",025,91620,35
17503.0,15526.0,974.0,286.0,680.0,37.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
1553.0,1383.0,98.0,0.0,72.0,0.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
636.0,536.0,58.0,0.0,42.0,0.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
23627.0,21518.0,777.0,428.0,885.0,19.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
35794.0,30005.0,2526.0,884.0,2229.0,150.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
3596.0,3264.0,174.0,36.0,113.0,9.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
497.0,490.0,5.0,0.0,2.0,0.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
1681.0,1403.0,42.0,123.0,113.0,0.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
1309.0,1253.0,33.0,23.0,0.0,0.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
6003.0,5198.0,359.0,217.0,229.0,0.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
822.0,688.0,7.0,0.0,127.0,0.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
64.0,64.0,0.0,0.0,0.0,0.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
8114.0,6567.0,745.0,510.0,201.0,91.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
801.0,770.0,18.0,11.0,2.0,0.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
1257.0,1096.0,89.0,70.0,2.0,0.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
8646.0,7425.0,417.0,249.0,454.0,101.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
4425.0,4183.0,99.0,29.0,114.0,0.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
136.0,136.0,0.0,0.0,0.0,0.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
446.0,446.0,0.0,0.0,0.0,0.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
374.0,362.0,0.0,0.0,12.0,0.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
707.0,650.0,16.0,9.0,29.0,3.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
54.0,54.0,0.0,0.0,0.0,0.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
309.0,299.0,10.0,0.0,0.0,0.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
909.0,874.0,0.0,17.0,17.0,1.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
141.0,139.0,0.0,0.0,1.0,1.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
1330.0,1281.0,0.0,37.0,12.0,0.0,"Pecos CCD, San Miguel County, New Mexico",047,92310,35
1600.0,1477.0,33.0,68.0,22.0,0.0,"Santa Clara Pueblo CCD, Rio Arriba County, New Mexico",039,92790,35
3363.0,2898.0,166.0,89.0,171.0,39.0,"Las Vegas CCD, San Miguel County, New Mexico",047,91770,35
