B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
909,461.0,10.0,10.0,16.0,16.0,9.0,0.0,0.0,0.0,1.0,14.0,5.0,9.0,41.0,29.0,23.0,46.0,30.0,15.0,46.0,50.0,52.0,19.0,20.0,448.0,6.0,0.0,12.0,22.0,5.0,0.0,0.0,0.0,10.0,13.0,14.0,16.0,13.0,27.0,44.0,40.0,26.0,21.0,48.0,68.0,40.0,11.0,12.0,"Boulder Junction town, Vilas County, Wisconsin",125,08950,55
561,322.0,19.0,3.0,11.0,7.0,11.0,0.0,0.0,2.0,12.0,18.0,10.0,24.0,18.0,49.0,31.0,14.0,22.0,3.0,25.0,17.0,6.0,8.0,12.0,239.0,11.0,6.0,7.0,2.0,1.0,0.0,0.0,4.0,31.0,9.0,0.0,25.0,11.0,24.0,23.0,11.0,18.0,0.0,26.0,9.0,8.0,7.0,6.0,"Plum Lake town, Vilas County, Wisconsin",125,63625,55
2248,1146.0,35.0,44.0,10.0,86.0,19.0,5.0,18.0,20.0,53.0,52.0,88.0,34.0,62.0,115.0,132.0,24.0,76.0,68.0,38.0,47.0,79.0,14.0,27.0,1102.0,23.0,37.0,51.0,27.0,45.0,15.0,0.0,39.0,44.0,29.0,39.0,25.0,70.0,140.0,114.0,38.0,66.0,35.0,45.0,53.0,80.0,52.0,35.0,"Lincoln town, Vilas County, Wisconsin",125,44525,55
1928,894.0,43.0,43.0,21.0,6.0,12.0,0.0,5.0,34.0,26.0,56.0,36.0,34.0,69.0,73.0,71.0,18.0,54.0,32.0,66.0,125.0,31.0,17.0,22.0,1034.0,74.0,110.0,34.0,5.0,0.0,2.0,1.0,26.0,25.0,34.0,53.0,55.0,61.0,91.0,85.0,42.0,53.0,31.0,44.0,90.0,40.0,41.0,37.0,"St. Germain town, Vilas County, Wisconsin",125,70725,55
3316,1704.0,49.0,141.0,229.0,39.0,33.0,0.0,0.0,165.0,3.0,21.0,31.0,125.0,142.0,50.0,87.0,80.0,154.0,38.0,93.0,114.0,57.0,22.0,31.0,1612.0,83.0,97.0,110.0,61.0,0.0,0.0,0.0,59.0,49.0,11.0,95.0,49.0,120.0,40.0,155.0,77.0,136.0,72.0,16.0,189.0,70.0,73.0,50.0,"Arbor Vitae town, Vilas County, Wisconsin",125,02450,55
5715,3032.0,122.0,123.0,158.0,114.0,65.0,26.0,65.0,165.0,180.0,212.0,209.0,182.0,240.0,222.0,236.0,86.0,52.0,55.0,121.0,105.0,104.0,39.0,151.0,2683.0,108.0,144.0,147.0,100.0,20.0,11.0,52.0,77.0,152.0,128.0,87.0,124.0,171.0,176.0,264.0,78.0,91.0,117.0,77.0,167.0,115.0,69.0,208.0,"Prairie du Chien city, Crawford County, Wisconsin",023,65050,55
215,114.0,36.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,14.0,3.0,2.0,5.0,7.0,1.0,6.0,3.0,10.0,0.0,5.0,7.0,0.0,0.0,101.0,18.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,4.0,7.0,11.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,0.0,"Lynxville village, Crawford County, Wisconsin",023,46675,55
410,222.0,9.0,8.0,8.0,11.0,8.0,14.0,0.0,4.0,5.0,10.0,12.0,3.0,9.0,20.0,23.0,15.0,12.0,6.0,8.0,14.0,11.0,5.0,7.0,188.0,10.0,2.0,5.0,6.0,10.0,0.0,0.0,6.0,8.0,11.0,4.0,3.0,19.0,26.0,22.0,5.0,10.0,4.0,4.0,7.0,8.0,7.0,11.0,"Marietta town, Crawford County, Wisconsin",023,49275,55
437,239.0,15.0,28.0,17.0,13.0,2.0,7.0,5.0,16.0,15.0,10.0,9.0,12.0,14.0,10.0,13.0,3.0,12.0,13.0,3.0,15.0,2.0,2.0,3.0,198.0,9.0,8.0,12.0,10.0,12.0,0.0,0.0,10.0,7.0,20.0,3.0,10.0,15.0,11.0,16.0,8.0,8.0,3.0,4.0,9.0,10.0,5.0,8.0,"Eastman village, Crawford County, Wisconsin",023,21900,55
84,39.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,3.0,0.0,3.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,"Steuben village, Crawford County, Wisconsin",023,77175,55
752,359.0,39.0,24.0,42.0,5.0,0.0,3.0,13.0,6.0,31.0,35.0,20.0,24.0,11.0,14.0,38.0,3.0,12.0,6.0,12.0,11.0,8.0,2.0,0.0,393.0,36.0,52.0,42.0,2.0,7.0,8.0,4.0,5.0,23.0,41.0,22.0,23.0,13.0,23.0,25.0,23.0,10.0,4.0,5.0,4.0,14.0,3.0,4.0,"Wauzeka village, Crawford County, Wisconsin",023,84725,55
989,502.0,9.0,40.0,19.0,32.0,18.0,11.0,0.0,32.0,17.0,13.0,31.0,23.0,32.0,48.0,47.0,14.0,17.0,30.0,22.0,22.0,17.0,4.0,4.0,487.0,7.0,18.0,27.0,14.0,21.0,7.0,17.0,30.0,7.0,13.0,32.0,26.0,37.0,57.0,39.0,10.0,44.0,18.0,16.0,23.0,8.0,7.0,9.0,"Bridgeport town, Crawford County, Wisconsin",023,09550,55
158,79.0,5.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,3.0,6.0,3.0,4.0,2.0,0.0,7.0,0.0,10.0,2.0,4.0,0.0,6.0,4.0,0.0,79.0,3.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,5.0,0.0,5.0,6.0,4.0,4.0,6.0,5.0,9.0,0.0,8.0,2.0,3.0,"Mount Sterling village, Crawford County, Wisconsin",023,54900,55
118,60.0,0.0,7.0,5.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,8.0,6.0,2.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,58.0,1.0,3.0,6.0,2.0,5.0,0.0,0.0,2.0,2.0,3.0,7.0,7.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,"De Soto village, Crawford County, Wisconsin",023,19850,55
992,551.0,68.0,37.0,40.0,15.0,25.0,0.0,1.0,13.0,24.0,24.0,17.0,19.0,21.0,81.0,43.0,14.0,19.0,16.0,22.0,33.0,15.0,0.0,4.0,441.0,18.0,23.0,7.0,24.0,8.0,14.0,0.0,11.0,17.0,28.0,21.0,10.0,37.0,63.0,34.0,18.0,30.0,15.0,10.0,23.0,13.0,8.0,9.0,"Clayton town, Crawford County, Wisconsin",023,15075,55
751,387.0,23.0,23.0,31.0,15.0,7.0,3.0,6.0,25.0,27.0,9.0,17.0,16.0,20.0,30.0,34.0,17.0,17.0,12.0,20.0,22.0,4.0,5.0,4.0,364.0,18.0,24.0,36.0,22.0,7.0,10.0,3.0,3.0,21.0,13.0,20.0,18.0,21.0,39.0,23.0,13.0,16.0,15.0,9.0,23.0,5.0,5.0,0.0,"Eastman town, Crawford County, Wisconsin",023,21925,55
276,151.0,6.0,5.0,15.0,5.0,6.0,0.0,2.0,1.0,10.0,5.0,5.0,9.0,5.0,17.0,11.0,5.0,7.0,8.0,5.0,12.0,10.0,0.0,2.0,125.0,5.0,8.0,5.0,10.0,0.0,2.0,0.0,5.0,9.0,4.0,7.0,4.0,2.0,22.0,6.0,5.0,1.0,1.0,8.0,11.0,6.0,2.0,2.0,"Haney town, Crawford County, Wisconsin",023,32500,55
465,239.0,4.0,10.0,8.0,11.0,0.0,3.0,0.0,2.0,8.0,15.0,13.0,9.0,13.0,22.0,23.0,7.0,24.0,4.0,22.0,17.0,17.0,6.0,1.0,226.0,6.0,19.0,14.0,2.0,4.0,0.0,0.0,6.0,5.0,17.0,14.0,5.0,7.0,17.0,25.0,21.0,10.0,11.0,17.0,12.0,14.0,0.0,0.0,"Scott town, Crawford County, Wisconsin",023,72275,55
586,274.0,13.0,28.0,16.0,7.0,10.0,0.0,0.0,3.0,23.0,16.0,9.0,14.0,12.0,4.0,27.0,4.0,21.0,12.0,8.0,21.0,10.0,4.0,12.0,312.0,29.0,19.0,16.0,3.0,3.0,2.0,6.0,0.0,16.0,18.0,16.0,16.0,4.0,17.0,24.0,7.0,12.0,9.0,3.0,20.0,22.0,12.0,38.0,"Soldiers Grove village, Crawford County, Wisconsin",023,74550,55
360,203.0,2.0,8.0,32.0,6.0,2.0,0.0,0.0,22.0,13.0,4.0,12.0,11.0,12.0,15.0,19.0,0.0,11.0,5.0,6.0,12.0,5.0,4.0,2.0,157.0,13.0,13.0,13.0,13.0,3.0,0.0,0.0,2.0,2.0,6.0,13.0,13.0,9.0,11.0,10.0,4.0,11.0,8.0,4.0,2.0,3.0,3.0,1.0,"Wauzeka town, Crawford County, Wisconsin",023,84750,55
669,350.0,25.0,13.0,9.0,19.0,3.0,0.0,0.0,0.0,14.0,10.0,17.0,13.0,26.0,17.0,41.0,20.0,32.0,19.0,17.0,23.0,15.0,12.0,5.0,319.0,4.0,18.0,10.0,10.0,3.0,4.0,0.0,8.0,19.0,5.0,35.0,17.0,15.0,21.0,36.0,11.0,26.0,31.0,9.0,19.0,11.0,4.0,3.0,"Freeman town, Crawford County, Wisconsin",023,27700,55
139,80.0,2.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,5.0,7.0,5.0,10.0,0.0,9.0,2.0,2.0,6.0,2.0,0.0,3.0,59.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,13.0,4.0,2.0,2.0,2.0,0.0,8.0,3.0,7.0,0.0,2.0,0.0,"Bell Center village, Crawford County, Wisconsin",023,06225,55
602,301.0,18.0,36.0,28.0,17.0,5.0,3.0,3.0,3.0,31.0,15.0,17.0,25.0,38.0,15.0,13.0,3.0,3.0,8.0,5.0,5.0,4.0,0.0,6.0,301.0,14.0,19.0,24.0,18.0,3.0,7.0,6.0,3.0,29.0,16.0,12.0,32.0,28.0,16.0,15.0,0.0,5.0,8.0,11.0,16.0,7.0,7.0,5.0,"Camp Douglas village, Juneau County, Wisconsin",057,12350,55
94,57.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,37.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,"Finley town, Juneau County, Wisconsin",057,25850,55
2669,1271.0,37.0,128.0,88.0,37.0,29.0,0.0,15.0,44.0,24.0,63.0,36.0,113.0,76.0,107.0,87.0,54.0,41.0,34.0,74.0,79.0,49.0,30.0,26.0,1398.0,121.0,165.0,107.0,54.0,11.0,11.0,11.0,36.0,34.0,59.0,94.0,52.0,57.0,76.0,96.0,52.0,30.0,36.0,109.0,82.0,36.0,39.0,30.0,"Necedah town, Juneau County, Wisconsin",057,55725,55
1461,773.0,29.0,40.0,32.0,38.0,6.0,5.0,0.0,7.0,25.0,33.0,59.0,33.0,44.0,58.0,52.0,17.0,40.0,32.0,31.0,104.0,46.0,20.0,22.0,688.0,21.0,19.0,47.0,18.0,11.0,0.0,6.0,7.0,24.0,36.0,55.0,30.0,37.0,65.0,60.0,14.0,36.0,12.0,35.0,94.0,27.0,20.0,14.0,"Germantown town, Juneau County, Wisconsin",057,28850,55
