B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
1505.0,1395.0,22.0,37.0,39.0,12.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
9422.0,7960.0,926.0,311.0,193.0,32.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
11908.0,10306.0,1012.0,534.0,56.0,0.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
1940.0,1821.0,119.0,0.0,0.0,0.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
1232.0,1049.0,4.0,109.0,64.0,6.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
2034.0,1858.0,35.0,111.0,30.0,0.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
8661.0,5501.0,1604.0,933.0,543.0,80.0,"Central CCD, Pickens County, South Carolina",077,90533,45
30894.0,26714.0,2142.0,1310.0,728.0,0.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
14016.0,12676.0,1022.0,223.0,95.0,0.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
9440.0,8667.0,260.0,441.0,72.0,0.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
9863.0,9021.0,512.0,137.0,169.0,24.0,"Six Mile CCD, Pickens County, South Carolina",077,93146,45
16187.0,8961.0,1808.0,3373.0,1941.0,104.0,"Clemson CCD, Pickens County, South Carolina",077,90650,45
11462.0,10035.0,1113.0,119.0,178.0,17.0,"Liberty CCD, Pickens County, South Carolina",077,91950,45
2851.0,2650.0,114.0,67.0,6.0,14.0,"Jonesville CCD, Union County, South Carolina",087,91742,45
546.0,521.0,10.0,7.0,8.0,0.0,"Carlisle CCD, Union County, South Carolina",087,90507,45
578.0,472.0,63.0,43.0,0.0,0.0,"Cross Keys CCD, Union County, South Carolina",087,90832,45
1713.0,1709.0,0.0,4.0,0.0,0.0,"West Springs CCD, Union County, South Carolina",087,93679,45
2105.0,2026.0,40.0,39.0,0.0,0.0,"Lockhart CCD, Union County, South Carolina",087,91989,45
10063.0,8587.0,1065.0,368.0,43.0,0.0,"Union CCD, Union County, South Carolina",087,93497,45
1847.0,1681.0,64.0,102.0,0.0,0.0,"Hemingway CCD, Williamsburg County, South Carolina",089,91495,45
1196.0,1147.0,9.0,32.0,0.0,8.0,"Trio CCD, Williamsburg County, South Carolina",089,93458,45
589.0,577.0,4.0,8.0,0.0,0.0,"Greeleyville CCD, Williamsburg County, South Carolina",089,91339,45
3098.0,2881.0,110.0,106.0,1.0,0.0,"Kingstree CCD, Williamsburg County, South Carolina",089,91768,45
1025.0,1008.0,17.0,0.0,0.0,0.0,"Nesmith CCD, Williamsburg County, South Carolina",089,92353,45
618.0,602.0,16.0,0.0,0.0,0.0,"Lane CCD, Williamsburg County, South Carolina",089,91898,45
40844.0,34584.0,3787.0,564.0,1771.0,138.0,"Aiken CCD, Aiken County, South Carolina",003,90026,45
2227.0,2070.0,129.0,0.0,28.0,0.0,"Jackson CCD, Aiken County, South Carolina",003,91651,45
