B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
35936,17410.0,1079.0,1305.0,842.0,736.0,418.0,121.0,265.0,757.0,1309.0,1417.0,1359.0,1282.0,1095.0,1074.0,1320.0,446.0,520.0,375.0,360.0,486.0,339.0,245.0,260.0,18526.0,1279.0,1046.0,891.0,702.0,292.0,208.0,161.0,741.0,1454.0,1369.0,1383.0,959.0,1198.0,1268.0,1540.0,499.0,651.0,394.0,520.0,564.0,438.0,563.0,406.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
29131,14290.0,534.0,824.0,953.0,548.0,326.0,63.0,103.0,321.0,705.0,565.0,441.0,796.0,1219.0,1275.0,1165.0,470.0,589.0,635.0,649.0,739.0,524.0,368.0,478.0,14841.0,581.0,923.0,821.0,776.0,229.0,160.0,44.0,340.0,463.0,493.0,630.0,894.0,1178.0,1385.0,1074.0,409.0,766.0,501.0,652.0,718.0,729.0,311.0,764.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
71276,33448.0,2179.0,2174.0,2326.0,1254.0,882.0,323.0,552.0,1523.0,3082.0,2820.0,2398.0,2089.0,2093.0,2262.0,2195.0,842.0,871.0,717.0,548.0,998.0,464.0,472.0,384.0,37828.0,2620.0,2157.0,2636.0,1031.0,709.0,559.0,474.0,1574.0,3315.0,2782.0,2754.0,2162.0,2499.0,2235.0,2585.0,884.0,1029.0,956.0,1010.0,1330.0,915.0,861.0,751.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
10053,5185.0,365.0,431.0,546.0,155.0,132.0,43.0,84.0,29.0,299.0,231.0,233.0,438.0,505.0,345.0,376.0,106.0,189.0,96.0,171.0,154.0,178.0,46.0,33.0,4868.0,214.0,399.0,382.0,133.0,105.0,14.0,54.0,103.0,301.0,274.0,359.0,405.0,386.0,331.0,395.0,150.0,162.0,174.0,73.0,241.0,49.0,109.0,55.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
27480,13634.0,846.0,809.0,736.0,491.0,270.0,162.0,164.0,910.0,1381.0,1285.0,1005.0,670.0,822.0,1021.0,963.0,387.0,376.0,193.0,275.0,171.0,421.0,133.0,143.0,13846.0,637.0,785.0,604.0,533.0,190.0,139.0,146.0,771.0,1648.0,1090.0,748.0,1033.0,1393.0,907.0,890.0,415.0,437.0,167.0,356.0,272.0,354.0,158.0,173.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
80434,38861.0,3008.0,2677.0,2375.0,1561.0,802.0,347.0,198.0,1140.0,2257.0,2421.0,2516.0,2387.0,2414.0,2685.0,3129.0,1015.0,1610.0,721.0,1077.0,1621.0,1059.0,874.0,967.0,41573.0,2364.0,2512.0,2235.0,1216.0,424.0,256.0,206.0,1340.0,3141.0,2293.0,2751.0,2247.0,2726.0,3334.0,2942.0,1187.0,1854.0,1135.0,1348.0,1781.0,1577.0,1146.0,1558.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
57275,28430.0,1515.0,1728.0,1908.0,1589.0,804.0,409.0,378.0,876.0,1817.0,1881.0,1866.0,2039.0,2328.0,2570.0,1671.0,864.0,847.0,862.0,542.0,879.0,687.0,233.0,137.0,28845.0,1787.0,2661.0,2487.0,1332.0,757.0,334.0,232.0,760.0,1034.0,1358.0,2156.0,1900.0,2417.0,2061.0,1821.0,798.0,998.0,698.0,812.0,864.0,593.0,469.0,516.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
43026,20641.0,1294.0,1312.0,1364.0,857.0,397.0,233.0,216.0,613.0,1377.0,1481.0,1394.0,1220.0,1520.0,1536.0,1576.0,535.0,542.0,497.0,562.0,832.0,638.0,331.0,314.0,22385.0,1211.0,1001.0,1422.0,739.0,424.0,219.0,267.0,792.0,1432.0,1686.0,1447.0,1112.0,1483.0,1767.0,1773.0,571.0,882.0,422.0,723.0,928.0,811.0,568.0,705.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
22650,10759.0,670.0,813.0,618.0,519.0,291.0,102.0,119.0,361.0,650.0,609.0,578.0,701.0,729.0,783.0,649.0,385.0,419.0,310.0,415.0,401.0,293.0,224.0,120.0,11891.0,588.0,824.0,922.0,431.0,220.0,220.0,78.0,441.0,772.0,674.0,675.0,680.0,877.0,864.0,703.0,432.0,395.0,246.0,354.0,457.0,376.0,272.0,390.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
17621,8801.0,597.0,352.0,534.0,166.0,112.0,129.0,8.0,281.0,510.0,656.0,411.0,329.0,420.0,497.0,917.0,217.0,463.0,443.0,499.0,586.0,402.0,144.0,128.0,8820.0,519.0,369.0,198.0,186.0,153.0,32.0,41.0,319.0,455.0,561.0,319.0,366.0,337.0,693.0,897.0,420.0,451.0,464.0,378.0,785.0,371.0,256.0,250.0,"Milton CCD, Sussex County, Delaware",005,92664,10
