B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
117.0,5.0,0.0,2.0,0.0,10.0,0.0,4.0,0.0,16.0,14.0,10.0,13.0,12.0,14.0,7.0,10.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
30.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
83.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,22.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
7073.0,142.0,221.0,234.0,368.0,243.0,230.0,410.0,234.0,149.0,601.0,921.0,1253.0,653.0,478.0,482.0,454.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
39.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,2.0,8.0,0.0,0.0,5.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,4.0,0.0,0.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
344.0,5.0,6.0,2.0,1.0,3.0,9.0,4.0,13.0,12.0,43.0,36.0,86.0,53.0,24.0,33.0,14.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
667.0,0.0,10.0,27.0,49.0,7.0,47.0,33.0,10.0,1.0,103.0,78.0,37.0,108.0,107.0,38.0,12.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
