B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
1657.0,299.0,56.0,161.0,90.0,95.0,122.0,76.0,149.0,48.0,88.0,136.0,144.0,75.0,32.0,37.0,49.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
226.0,0.0,0.0,0.0,6.0,42.0,0.0,11.0,0.0,0.0,0.0,11.0,22.0,0.0,16.0,40.0,78.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
15188.0,2881.0,1479.0,1005.0,1298.0,975.0,996.0,636.0,650.0,650.0,967.0,1262.0,921.0,758.0,398.0,86.0,226.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
639.0,61.0,19.0,9.0,0.0,14.0,0.0,0.0,6.0,8.0,16.0,14.0,111.0,79.0,63.0,105.0,134.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
2475.0,71.0,27.0,14.0,53.0,160.0,144.0,27.0,110.0,73.0,279.0,363.0,415.0,231.0,138.0,264.0,106.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
4192.0,362.0,165.0,205.0,102.0,206.0,399.0,197.0,172.0,126.0,253.0,355.0,627.0,340.0,279.0,219.0,185.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
3044.0,90.0,39.0,36.0,8.0,90.0,184.0,165.0,75.0,46.0,238.0,226.0,418.0,336.0,362.0,486.0,245.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
1020.0,81.0,44.0,14.0,26.0,58.0,90.0,69.0,82.0,81.0,68.0,98.0,61.0,86.0,80.0,74.0,8.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
1101.0,168.0,104.0,83.0,59.0,83.0,76.0,92.0,155.0,26.0,71.0,82.0,75.0,5.0,0.0,22.0,0.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
696.0,116.0,53.0,29.0,11.0,116.0,20.0,52.0,28.0,4.0,32.0,121.0,59.0,19.0,21.0,7.0,8.0,"Milton CCD, Sussex County, Delaware",005,92664,10
12324.0,796.0,363.0,595.0,655.0,699.0,428.0,763.0,390.0,603.0,932.0,1498.0,1644.0,1027.0,756.0,734.0,441.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
769.0,19.0,67.0,44.0,93.0,144.0,18.0,15.0,27.0,16.0,24.0,38.0,146.0,47.0,26.0,29.0,16.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
520.0,121.0,2.0,0.0,7.0,0.0,48.0,48.0,15.0,16.0,22.0,43.0,130.0,8.0,0.0,46.0,14.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
1308.0,223.0,114.0,67.0,66.0,100.0,145.0,136.0,2.0,81.0,18.0,144.0,75.0,94.0,16.0,21.0,6.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
2303.0,142.0,213.0,124.0,202.0,118.0,169.0,163.0,170.0,202.0,257.0,75.0,274.0,21.0,64.0,95.0,14.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
1237.0,0.0,57.0,91.0,88.0,71.0,189.0,97.0,82.0,76.0,139.0,128.0,115.0,8.0,57.0,16.0,23.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
550.0,32.0,28.0,52.0,35.0,34.0,0.0,96.0,47.0,12.0,23.0,23.0,78.0,46.0,26.0,18.0,0.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
249.0,0.0,0.0,0.0,36.0,0.0,0.0,38.0,0.0,0.0,105.0,24.0,0.0,26.0,2.0,18.0,0.0,"Kenton CCD, Kent County, Delaware",001,91480,10
1017.0,124.0,75.0,49.0,44.0,76.0,60.0,10.0,119.0,43.0,119.0,57.0,96.0,106.0,35.0,4.0,0.0,"Milford North CCD, Kent County, Delaware",001,92220,10
706.0,117.0,24.0,67.0,15.0,49.0,100.0,34.0,17.0,0.0,38.0,122.0,78.0,0.0,7.0,38.0,0.0,"Harrington CCD, Kent County, Delaware",001,91332,10
335.0,65.0,6.0,3.0,0.0,26.0,0.0,0.0,14.0,32.0,17.0,59.0,42.0,33.0,3.0,19.0,16.0,"Felton CCD, Kent County, Delaware",001,90888,10
7520.0,603.0,488.0,502.0,342.0,438.0,486.0,277.0,408.0,280.0,533.0,946.0,838.0,613.0,313.0,234.0,219.0,"Dover CCD, Kent County, Delaware",001,90740,10
1642.0,37.0,36.0,8.0,229.0,100.0,66.0,48.0,8.0,108.0,180.0,92.0,258.0,152.0,104.0,125.0,91.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
2667.0,109.0,98.0,71.0,101.0,27.0,317.0,66.0,120.0,71.0,400.0,284.0,333.0,325.0,144.0,134.0,67.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
3279.0,341.0,132.0,99.0,190.0,145.0,213.0,137.0,139.0,211.0,382.0,319.0,342.0,151.0,131.0,238.0,109.0,"Newark CCD, New Castle County, Delaware",003,92738,10
3322.0,152.0,129.0,25.0,80.0,105.0,98.0,120.0,81.0,55.0,128.0,450.0,606.0,435.0,417.0,296.0,145.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
671.0,60.0,47.0,21.0,45.0,37.0,36.0,52.0,18.0,8.0,57.0,93.0,86.0,83.0,24.0,4.0,0.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
