B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
3978.0,2590.0,1388.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
1.0,1.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
1332.0,541.0,791.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
790.0,236.0,554.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
1148.0,508.0,640.0,"Sebring CCD, Highlands County, Florida",055,93120,12
370.0,180.0,190.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
1647.0,951.0,696.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
62.0,57.0,5.0,"Branford CCD, Suwannee County, Florida",121,90299,12
803.0,308.0,495.0,"Dade City CCD, Pasco County, Florida",101,90741,12
2499.0,1088.0,1411.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
114.0,75.0,39.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
124.0,26.0,98.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
185.0,185.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
14007.0,4388.0,9619.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
431.0,317.0,114.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
1015.0,763.0,252.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
163.0,119.0,44.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
2248.0,983.0,1265.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
358.0,300.0,58.0,"Waldo CCD, Alachua County, Florida",001,93536,12
179.0,87.0,92.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
1021.0,486.0,535.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
50.0,43.0,7.0,"Altha CCD, Calhoun County, Florida",013,90026,12
342.0,288.0,54.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
296.0,230.0,66.0,"Fort White CCD, Columbia County, Florida",023,91183,12
223.0,181.0,42.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
86.0,31.0,55.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
3046.0,2101.0,945.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
65.0,65.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
3337.0,1890.0,1447.0,"Lake City CCD, Columbia County, Florida",023,91820,12
73.0,16.0,57.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
169.0,74.0,95.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
775.0,259.0,516.0,"Stuart CCD, Martin County, Florida",085,93250,12
274.0,135.0,139.0,"Indiantown CCD, Martin County, Florida",085,91586,12
831.0,368.0,463.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
224.0,70.0,154.0,"Venice CCD, Sarasota County, Florida",115,93484,12
789.0,533.0,256.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
502.0,321.0,181.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
2461.0,1010.0,1451.0,"Palatka CCD, Putnam County, Florida",107,92574,12
29.0,29.0,0.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
428.0,182.0,246.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
6.0,6.0,0.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
0.0,0.0,0.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
1056.0,643.0,413.0,"North Port CCD, Sarasota County, Florida",115,92431,12
3924.0,1592.0,2332.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
75.0,9.0,66.0,"Raiford CCD, Union County, Florida",125,92925,12
284.0,123.0,161.0,"Lake Butler CCD, Union County, Florida",125,91807,12
175.0,53.0,122.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
2005.0,1215.0,790.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
2529.0,995.0,1534.0,"DeLand CCD, Volusia County, Florida",127,90832,12
4597.0,1539.0,3058.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
282.0,121.0,161.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
824.0,453.0,371.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
229.0,204.0,25.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
0.0,0.0,0.0,"Whiting Field CCD, Santa Rosa County, Florida",113,93659,12
286.0,155.0,131.0,"Skyline CCD, Santa Rosa County, Florida",113,93127,12
0.0,0.0,0.0,"Navarre Beach CCD, Santa Rosa County, Florida",113,92309,12
821.0,505.0,316.0,"Holley-Navarre CCD, Santa Rosa County, Florida",113,91500,12
953.0,792.0,161.0,"East Wakulla CCD, Wakulla County, Florida",129,90949,12
85.0,64.0,21.0,"Caryville CCD, Washington County, Florida",133,90442,12
263.0,221.0,42.0,"Vernon CCD, Washington County, Florida",133,93497,12
102.0,94.0,8.0,"West Wakulla CCD, Wakulla County, Florida",129,93627,12
418.0,213.0,205.0,"Chipley CCD, Washington County, Florida",133,90546,12
1171.0,449.0,722.0,"Starke CCD, Bradford County, Florida",007,93237,12
7.0,7.0,0.0,"Brooker CCD, Bradford County, Florida",007,90312,12
145.0,133.0,12.0,"Hampton CCD, Bradford County, Florida",007,91430,12
229.0,153.0,76.0,"Lawtey CCD, Bradford County, Florida",007,91898,12
3930.0,1657.0,2273.0,"Melbourne CCD, Brevard County, Florida",009,92106,12
0.0,0.0,0.0,"Space Center CCD, Brevard County, Florida",009,93224,12
2977.0,1137.0,1840.0,"Titusville CCD, Brevard County, Florida",009,93419,12
5727.0,3064.0,2663.0,"Cocoa-Rockledge CCD, Brevard County, Florida",009,90624,12
0.0,0.0,0.0,"Melbourne Shores-Floridana Beach CCD, Brevard County, Florida",009,92119,12
664.0,252.0,412.0,"Merritt Island CCD, Brevard County, Florida",009,92132,12
118.0,24.0,94.0,"Cocoa Beach-Cape Canaveral CCD, Brevard County, Florida",009,90611,12
6859.0,4033.0,2826.0,"Palm Bay CCD, Brevard County, Florida",009,92587,12
326.0,64.0,262.0,"Indialantic-Melbourne Beach CCD, Brevard County, Florida",009,91573,12
145.0,101.0,44.0,"Malabar CCD, Brevard County, Florida",009,92028,12
113.0,95.0,18.0,"West Brevard CCD, Brevard County, Florida",009,93588,12
3175.0,1407.0,1768.0,"Orange Park CCD, Clay County, Florida",019,92509,12
2462.0,1699.0,763.0,"Middleburg-Clay Hill CCD, Clay County, Florida",019,92197,12
357.0,319.0,38.0,"Penney Farms CCD, Clay County, Florida",019,92678,12
735.0,377.0,358.0,"Green Cove Springs CCD, Clay County, Florida",019,91300,12
116.0,116.0,0.0,"Keystone Heights CCD, Clay County, Florida",019,91742,12
0.0,0.0,0.0,"Day CCD, Lafayette County, Florida",067,90767,12
144.0,68.0,76.0,"Mayo CCD, Lafayette County, Florida",067,92093,12
494.0,207.0,287.0,"Fruitland Park-Lady Lake CCD, Lake County, Florida",069,91235,12
1088.0,743.0,345.0,"Groveland-Mascotte CCD, Lake County, Florida",069,91365,12
363.0,167.0,196.0,"Leesburg East CCD, Lake County, Florida",069,91924,12
1273.0,597.0,676.0,"Eustis CCD, Lake County, Florida",069,91014,12
3293.0,2062.0,1231.0,"Clermont CCD, Lake County, Florida",069,90585,12
169.0,156.0,13.0,"Howey-in-the-Hills-Okahumpka CCD, Lake County, Florida",069,91541,12
253.0,229.0,24.0,"Umatilla CCD, Lake County, Florida",069,93445,12
581.0,250.0,331.0,"Tavares CCD, Lake County, Florida",069,93393,12
1797.0,572.0,1225.0,"Leesburg CCD, Lake County, Florida",069,91911,12
829.0,418.0,411.0,"Mount Dora CCD, Lake County, Florida",069,92262,12
831.0,532.0,299.0,"Yulee CCD, Nassau County, Florida",089,93757,12
386.0,284.0,102.0,"Callahan-Hilliard CCD, Nassau County, Florida",089,90364,12
774.0,326.0,448.0,"Fernandina Beach CCD, Nassau County, Florida",089,91079,12
8617.0,2757.0,5860.0,"Clearwater CCD, Pinellas County, Florida",103,90572,12
24559.0,9268.0,15291.0,"St. Petersburg CCD, Pinellas County, Florida",103,93042,12
1864.0,640.0,1224.0,"Tarpon Springs CCD, Pinellas County, Florida",103,93380,12
0.0,0.0,0.0,"St. Pete Beach CCD, Pinellas County, Florida",103,93036,12
298.0,141.0,157.0,"Boca Ciega CCD, Pinellas County, Florida",103,90182,12
207.0,136.0,71.0,"Frostproof CCD, Polk County, Florida",105,91209,12
11412.0,5007.0,6405.0,"Lakeland CCD, Polk County, Florida",105,91833,12
5984.0,3605.0,2379.0,"Haines City CCD, Polk County, Florida",105,91404,12
2407.0,956.0,1451.0,"Lake Wales CCD, Polk County, Florida",105,91859,12
2725.0,1794.0,931.0,"Bartow CCD, Polk County, Florida",105,90117,12
6803.0,2852.0,3951.0,"Winter Haven-Auburndale CCD, Polk County, Florida",105,93718,12
15.0,0.0,15.0,"West St. Lucie CCD, St. Lucie County, Florida",111,93620,12
