B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
98.0,11.0,87.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
3000.0,2412.0,588.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
10545.0,8040.0,2505.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
2.0,0.0,2.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
6678.0,5493.0,1185.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
135.0,111.0,24.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
1252.0,785.0,467.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
259.0,176.0,83.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
390.0,349.0,41.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
79.0,67.0,12.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
130.0,102.0,28.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
358.0,288.0,70.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
994.0,850.0,144.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
4029.0,3328.0,701.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
367.0,304.0,63.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
972.0,843.0,129.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
686.0,455.0,231.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
326.0,212.0,114.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
336.0,280.0,56.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
8916.0,6156.0,2760.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
22.0,22.0,0.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
2081.0,1450.0,631.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
432.0,305.0,127.0,"Jal CCD, Lea County, New Mexico",025,91620,35
6967.0,5361.0,1606.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
619.0,535.0,84.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
281.0,202.0,79.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
11547.0,9996.0,1551.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
19806.0,12922.0,6884.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
1917.0,1430.0,487.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
209.0,165.0,44.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
752.0,478.0,274.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
770.0,671.0,99.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
3243.0,2457.0,786.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
308.0,292.0,16.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
4.0,4.0,0.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
3381.0,2187.0,1194.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
335.0,249.0,86.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
509.0,422.0,87.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
4056.0,2833.0,1223.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
