B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
54.0,0.0,54.0,"Sonora CCD, Tuolumne County, California",109,93080,06
20.0,20.0,0.0,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",109,90835,06
0.0,0.0,0.0,"Escalon CCD, San Joaquin County, California",077,90900,06
197.0,96.0,101.0,"Thornton CCD, San Joaquin County, California",077,93340,06
33.0,13.0,20.0,"Linden-Farmington CCD, San Joaquin County, California",077,91630,06
0.0,0.0,0.0,"Lockeford CCD, San Joaquin County, California",077,91690,06
387.0,135.0,252.0,"Lodi CCD, San Joaquin County, California",077,91700,06
13346.0,3574.0,9772.0,"Stockton CCD, San Joaquin County, California",077,93240,06
1459.0,728.0,731.0,"Manteca CCD, San Joaquin County, California",077,91870,06
55.0,20.0,35.0,"Ripon CCD, San Joaquin County, California",077,92620,06
2000.0,1110.0,890.0,"Tracy CCD, San Joaquin County, California",077,93400,06
0.0,0.0,0.0,"Sutter Creek-Plymouth CCD, Amador County, California",005,93300,06
0.0,0.0,0.0,"Jackson CCD, Amador County, California",005,91430,06
6.0,6.0,0.0,"Pine Grove-Silver Lake CCD, Amador County, California",005,92470,06
0.0,0.0,0.0,"Ione CCD, Amador County, California",005,91410,06
265.0,141.0,124.0,"Dos Palos CCD, Merced County, California",047,90720,06
9.0,4.0,5.0,"Planada-Le Grand CCD, Merced County, California",047,92500,06
244.0,94.0,150.0,"Los Banos CCD, Merced County, California",047,91760,06
1818.0,289.0,1529.0,"Merced CCD, Merced County, California",047,91960,06
0.0,0.0,0.0,"Snelling CCD, Merced County, California",047,93050,06
24.0,6.0,18.0,"Hilmar-Irwin CCD, Merced County, California",047,91290,06
24.0,24.0,0.0,"Gustine CCD, Merced County, California",047,91210,06
0.0,0.0,0.0,"Lakeport CCD, Lake County, California",033,91540,06
86.0,59.0,27.0,"Mariposa CCD, Mariposa County, California",043,91880,06
0.0,0.0,0.0,"Coulterville CCD, Mariposa County, California",043,90600,06
10.0,10.0,0.0,"Surprise Valley CCD, Modoc County, California",049,93270,06
523.0,291.0,232.0,"Atwater CCD, Merced County, California",047,90150,06
84.0,73.0,11.0,"Livingston-Delhi CCD, Merced County, California",047,91670,06
0.0,0.0,0.0,"Yuba Foothills CCD, Yuba County, California",115,93830,06
90.0,22.0,68.0,"Marysville CCD, Yuba County, California",115,91900,06
0.0,0.0,0.0,"Adin-Lookout CCD, Modoc County, California",049,90010,06
11.0,11.0,0.0,"Alturas CCD, Modoc County, California",049,90040,06
217.0,199.0,18.0,"Olivehurst CCD, Yuba County, California",115,92250,06
0.0,0.0,0.0,"Wheatland CCD, Yuba County, California",115,93720,06
338.0,186.0,152.0,"Linda CCD, Yuba County, California",115,91610,06
3345.0,1847.0,1498.0,"East Contra Costa CCD, Contra Costa County, California",013,90780,06
1616.0,904.0,712.0,"Tassajara CCD, Contra Costa County, California",013,93310,06
15618.0,6984.0,8634.0,"West Contra Costa CCD, Contra Costa County, California",013,93620,06
4275.0,1515.0,2760.0,"Central Contra Costa CCD, Contra Costa County, California",013,90440,06
5.0,0.0,5.0,"Death Valley CCD, Inyo County, California",027,90650,06
11.0,11.0,0.0,"Lone Pine CCD, Inyo County, California",027,91720,06
11.0,0.0,11.0,"Bishop CCD, Inyo County, California",027,90250,06
0.0,0.0,0.0,"Independence CCD, Inyo County, California",027,91390,06
0.0,0.0,0.0,"Madeline Plains CCD, Lassen County, California",035,91820,06
51.0,4.0,47.0,"Susanville CCD, Lassen County, California",035,93280,06
30.0,0.0,30.0,"Westwood CCD, Lassen County, California",035,93710,06
71.0,18.0,53.0,"Honey Lake CCD, Lassen County, California",035,91320,06
0.0,0.0,0.0,"Big Valley CCD, Lassen County, California",035,90240,06
36.0,3.0,33.0,"Waterford CCD, Stanislaus County, California",099,93580,06
16.0,16.0,0.0,"Hughson CCD, Stanislaus County, California",099,91350,06
554.0,56.0,498.0,"Turlock CCD, Stanislaus County, California",099,93460,06
102.0,0.0,102.0,"Oakdale CCD, Stanislaus County, California",099,92210,06
0.0,0.0,0.0,"Westport CCD, Stanislaus County, California",099,93650,06
34.0,22.0,12.0,"Newman CCD, Stanislaus County, California",099,92120,06
448.0,220.0,228.0,"Patterson CCD, Stanislaus County, California",099,92420,06
9206.0,2947.0,6259.0,"Antioch-Pittsburg CCD, Contra Costa County, California",013,90080,06
261.0,253.0,8.0,"Briones CCD, Contra Costa County, California",013,90270,06
3637.0,1116.0,2521.0,"Modesto CCD, Stanislaus County, California",099,91980,06
27.0,8.0,19.0,"Salida CCD, Stanislaus County, California",099,92720,06
12.0,0.0,12.0,"Guadalupe CCD, Santa Barbara County, California",083,91200,06
1013.0,253.0,760.0,"Santa Barbara CCD, Santa Barbara County, California",083,92890,06
2.0,2.0,0.0,"Cuyama CCD, Santa Barbara County, California",083,90630,06
137.0,95.0,42.0,"Weed CCD, Siskiyou County, California",093,93600,06
0.0,0.0,0.0,"McCloud-Medicine Lake CCD, Siskiyou County, California",093,91800,06
0.0,0.0,0.0,"Hornbrook-Hilt CCD, Siskiyou County, California",093,91340,06
0.0,0.0,0.0,"Montague CCD, Siskiyou County, California",093,92010,06
35.0,35.0,0.0,"Mount Shasta CCD, Siskiyou County, California",093,92050,06
10.0,10.0,0.0,"Butte Valley CCD, Siskiyou County, California",093,90290,06
47.0,47.0,0.0,"Dunsmuir CCD, Siskiyou County, California",093,90740,06
0.0,0.0,0.0,"Tulelake CCD, Siskiyou County, California",093,93450,06
0.0,0.0,0.0,"Fort Jones CCD, Siskiyou County, California",093,91040,06
61.0,0.0,61.0,"Yreka CCD, Siskiyou County, California",093,93810,06
0.0,0.0,0.0,"Happy Camp CCD, Siskiyou County, California",093,91240,06
10.0,8.0,2.0,"Central Shasta CCD, Shasta County, California",089,90450,06
0.0,0.0,0.0,"Southwest Shasta CCD, Shasta County, California",089,93210,06
7784.0,3269.0,4515.0,"Fairfield-Suisun City CCD, Solano County, California",095,90950,06
0.0,0.0,0.0,"East Shasta CCD, Shasta County, California",089,90820,06
3.0,3.0,0.0,"Sacramento Canyon CCD, Shasta County, California",089,92700,06
201.0,42.0,159.0,"Dixon CCD, Solano County, California",095,90700,06
362.0,307.0,55.0,"Rio Vista CCD, Solano County, California",095,92610,06
2707.0,1315.0,1392.0,"Vacaville CCD, Solano County, California",095,93520,06
10854.0,4514.0,6340.0,"Vallejo CCD, Solano County, California",095,93530,06
0.0,0.0,0.0,"Klamath CCD, Del Norte County, California",015,91490,06
0.0,0.0,0.0,"Smith River-Gasquet CCD, Del Norte County, California",015,93040,06
61.0,35.0,26.0,"Crescent City CCD, Del Norte County, California",015,90620,06
19.0,19.0,0.0,"Central Colusa CCD, Colusa County, California",011,90430,06
20.0,15.0,5.0,"West Colusa CCD, Colusa County, California",011,93610,06
32.0,0.0,32.0,"East Colusa CCD, Colusa County, California",011,90770,06
15.0,0.0,15.0,"Orland CCD, Glenn County, California",021,92280,06
17.0,0.0,17.0,"Willows CCD, Glenn County, California",021,93750,06
0.0,0.0,0.0,"Gridley CCD, Butte County, California",007,91180,06
9.0,9.0,0.0,"Feather Falls CCD, Butte County, California",007,90970,06
0.0,0.0,0.0,"Biggs CCD, Butte County, California",007,90230,06
578.0,52.0,526.0,"Chico CCD, Butte County, California",007,90470,06
40.0,40.0,0.0,"Palermo CCD, Butte County, California",007,92330,06
10.0,5.0,5.0,"Paradise CCD, Butte County, California",007,92380,06
0.0,0.0,0.0,"Durham CCD, Butte County, California",007,90750,06
229.0,89.0,140.0,"Oroville CCD, Butte County, California",007,92300,06
309.0,80.0,229.0,"Corcoran CCD, Kings County, California",031,90570,06
8.0,0.0,8.0,"Hanford Northeast CCD, Kings County, California",031,91230,06
933.0,231.0,702.0,"Lemoore CCD, Kings County, California",031,91590,06
68.0,64.0,4.0,"Stratford CCD, Kings County, California",031,93250,06
21.0,0.0,21.0,"Avenal CCD, Kings County, California",031,90170,06
939.0,361.0,578.0,"Hanford CCD, Kings County, California",031,91220,06
0.0,0.0,0.0,"Graeagle CCD, Plumas County, California",063,91135,06
36.0,0.0,36.0,"Quincy CCD, Plumas County, California",063,92540,06
0.0,0.0,0.0,"Greenville CCD, Plumas County, California",063,91170,06
0.0,0.0,0.0,"Chester CCD, Plumas County, California",063,90460,06
0.0,0.0,0.0,"Portola CCD, Plumas County, California",063,92530,06
420.0,170.0,250.0,"Paso Robles CCD, San Luis Obispo County, California",079,92410,06
215.0,62.0,153.0,"San Luis Obispo CCD, San Luis Obispo County, California",079,92860,06
445.0,96.0,349.0,"Arroyo Grande CCD, San Luis Obispo County, California",079,90120,06
74.0,17.0,57.0,"North Coast CCD, San Luis Obispo County, California",079,92160,06
143.0,38.0,105.0,"Atascadero CCD, San Luis Obispo County, California",079,90140,06
18.0,6.0,12.0,"Caruthers-Raisin City CCD, Fresno County, California",019,90390,06
0.0,0.0,0.0,"Laton CCD, Fresno County, California",019,91570,06
39.0,39.0,0.0,"Sanger CCD, Fresno County, California",019,92800,06
5.0,0.0,5.0,"Firebaugh CCD, Fresno County, California",019,91000,06
11.0,11.0,0.0,"Sierra CCD, Fresno County, California",019,93010,06
0.0,0.0,0.0,"Kerman CCD, Fresno County, California",019,91460,06
9.0,0.0,9.0,"Kingsburg CCD, Fresno County, California",019,91480,06
0.0,0.0,0.0,"San Joaquin-Tranquillity CCD, Fresno County, California",019,92820,06
8.0,0.0,8.0,"Mendota CCD, Fresno County, California",019,91950,06
68.0,26.0,42.0,"Reedley CCD, Fresno County, California",019,92600,06
6.0,6.0,0.0,"Orange Cove CCD, Fresno County, California",019,92270,06
61.0,58.0,3.0,"Selma CCD, Fresno County, California",019,92990,06
143.0,8.0,135.0,"Coalinga CCD, Fresno County, California",019,90530,06
15.0,15.0,0.0,"Fowler CCD, Fresno County, California",019,91060,06
16559.0,4013.0,12546.0,"Fresno CCD, Fresno County, California",019,91080,06
0.0,0.0,0.0,"Huron CCD, Fresno County, California",019,91360,06
649.0,430.0,219.0,"Greenfield-Panama CCD, Kern County, California",029,91160,06
22.0,14.0,8.0,"Riverdale CCD, Fresno County, California",019,92630,06
9.0,9.0,0.0,"Parlier-Del Rey CCD, Fresno County, California",019,92390,06
9488.0,2694.0,6794.0,"Bakersfield CCD, Kern County, California",029,90180,06
59.0,19.0,40.0,"Lake Isabella CCD, Kern County, California",029,91520,06
81.0,30.0,51.0,"Arvin-Lamont CCD, Kern County, California",029,90130,06
135.0,122.0,13.0,"Tehachapi CCD, Kern County, California",029,93320,06
261.0,100.0,161.0,"Wasco CCD, Kern County, California",029,93570,06
36.0,18.0,18.0,"Shafter CCD, Kern County, California",029,93000,06
2611.0,600.0,2011.0,"East Kern CCD, Kern County, California",029,90800,06
22.0,14.0,8.0,"Buttonwillow CCD, Kern County, California",029,90300,06
596.0,355.0,241.0,"Rosedale CCD, Kern County, California",029,92650,06
10736.0,3399.0,7337.0,"Anaheim-Santa Ana-Garden Grove CCD, Orange County, California",059,90050,06
1408.0,430.0,978.0,"North Coast CCD, Orange County, California",059,92150,06
140.0,107.0,33.0,"Moorpark CCD, Ventura County, California",111,92020,06
1270.0,227.0,1043.0,"Central Coast CCD, Orange County, California",059,90420,06
1412.0,559.0,853.0,"South Coast CCD, Orange County, California",059,93110,06
0.0,0.0,0.0,"Los Padres CCD, Ventura County, California",111,91770,06
538.0,178.0,360.0,"Ventura CCD, Ventura County, California",111,93550,06
