B19001I_001E,B19001I_002E,B19001I_003E,B19001I_004E,B19001I_005E,B19001I_006E,B19001I_007E,B19001I_008E,B19001I_009E,B19001I_010E,B19001I_011E,B19001I_012E,B19001I_013E,B19001I_014E,B19001I_015E,B19001I_016E,B19001I_017E,name,county,county subdivision,state
11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
1942.0,98.0,77.0,180.0,121.0,107.0,61.0,88.0,74.0,153.0,144.0,212.0,275.0,168.0,121.0,51.0,12.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
3077.0,313.0,170.0,145.0,249.0,127.0,123.0,231.0,119.0,123.0,366.0,292.0,458.0,124.0,100.0,95.0,42.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
1381.0,133.0,122.0,44.0,76.0,129.0,80.0,63.0,42.0,62.0,72.0,193.0,181.0,82.0,44.0,10.0,48.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
15.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
1035.0,101.0,176.0,139.0,115.0,152.0,86.0,52.0,13.0,39.0,53.0,52.0,23.0,14.0,0.0,20.0,0.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
172.0,19.0,29.0,16.0,18.0,13.0,30.0,6.0,0.0,3.0,5.0,4.0,21.0,8.0,0.0,0.0,0.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
58.0,0.0,12.0,5.0,7.0,9.0,0.0,0.0,0.0,6.0,0.0,10.0,3.0,6.0,0.0,0.0,0.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
14.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
168.0,31.0,17.0,39.0,9.0,11.0,9.0,0.0,0.0,15.0,2.0,22.0,13.0,0.0,0.0,0.0,0.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
193.0,36.0,16.0,24.0,10.0,30.0,7.0,6.0,0.0,0.0,0.0,11.0,36.0,8.0,0.0,0.0,9.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
1404.0,127.0,130.0,117.0,32.0,75.0,109.0,118.0,147.0,148.0,126.0,146.0,15.0,52.0,62.0,0.0,0.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
492.0,59.0,9.0,15.0,27.0,65.0,43.0,27.0,54.0,29.0,30.0,38.0,70.0,23.0,0.0,3.0,0.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
217.0,0.0,8.0,0.0,0.0,69.0,27.0,0.0,0.0,27.0,0.0,11.0,28.0,37.0,10.0,0.0,0.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
1133.0,185.0,114.0,76.0,101.0,49.0,77.0,105.0,98.0,71.0,82.0,21.0,81.0,41.0,0.0,0.0,32.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
484.0,44.0,42.0,44.0,29.0,36.0,23.0,37.0,33.0,20.0,43.0,50.0,58.0,10.0,0.0,6.0,9.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
169.0,8.0,5.0,0.0,0.0,35.0,26.0,5.0,0.0,10.0,27.0,0.0,41.0,0.0,0.0,0.0,12.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
8503.0,1228.0,592.0,611.0,617.0,448.0,368.0,685.0,334.0,361.0,810.0,877.0,974.0,234.0,247.0,89.0,28.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
2548.0,143.0,100.0,77.0,132.0,77.0,125.0,143.0,181.0,126.0,372.0,192.0,421.0,220.0,57.0,82.0,100.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
342.0,48.0,7.0,15.0,18.0,16.0,10.0,13.0,37.0,15.0,28.0,70.0,28.0,17.0,9.0,11.0,0.0,"Jal CCD, Lea County, New Mexico",025,91620,35
6636.0,588.0,392.0,279.0,408.0,273.0,246.0,295.0,211.0,290.0,586.0,1042.0,822.0,617.0,274.0,206.0,107.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
440.0,48.0,34.0,0.0,24.0,29.0,20.0,15.0,12.0,13.0,19.0,69.0,89.0,47.0,0.0,17.0,4.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
158.0,0.0,0.0,6.0,15.0,0.0,10.0,37.0,8.0,19.0,24.0,4.0,9.0,17.0,9.0,0.0,0.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
4584.0,131.0,211.0,188.0,251.0,253.0,245.0,282.0,207.0,97.0,367.0,567.0,545.0,444.0,369.0,237.0,190.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
16192.0,1433.0,792.0,861.0,797.0,990.0,942.0,805.0,818.0,910.0,1822.0,1684.0,1613.0,1081.0,611.0,562.0,471.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
4429.0,585.0,328.0,286.0,362.0,310.0,294.0,182.0,198.0,122.0,267.0,478.0,473.0,182.0,174.0,112.0,76.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
43.0,0.0,9.0,2.0,0.0,0.0,17.0,3.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
397.0,23.0,27.0,51.0,70.0,45.0,19.0,80.0,18.0,15.0,12.0,22.0,4.0,11.0,0.0,0.0,0.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
353.0,65.0,39.0,54.0,0.0,0.0,31.0,0.0,35.0,47.0,0.0,50.0,0.0,0.0,32.0,0.0,0.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
872.0,147.0,107.0,65.0,46.0,173.0,30.0,25.0,0.0,0.0,69.0,72.0,61.0,59.0,0.0,0.0,18.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
162.0,0.0,24.0,20.0,37.0,17.0,8.0,10.0,0.0,15.0,5.0,13.0,11.0,2.0,0.0,0.0,0.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
