B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
3298.0,3228.0,23.0,0.0,12.0,0.0,0.0,13.0,22.0,"Canisteo town, Steuben County, New York",101,12265,36
1284.0,1269.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,"Thurston town, Steuben County, New York",101,73836,36
2131.0,2006.0,67.0,0.0,0.0,0.0,0.0,25.0,33.0,"Urbana town, Steuben County, New York",101,76496,36
10870.0,9904.0,319.0,0.0,260.0,0.0,0.0,229.0,158.0,"Corning city, Steuben County, New York",101,18256,36
1000.0,982.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,"Fremont town, Steuben County, New York",101,27551,36
1581.0,1554.0,12.0,0.0,4.0,0.0,0.0,8.0,3.0,"Howard town, Steuben County, New York",101,35837,36
1387.0,1381.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,"Pulteney town, Steuben County, New York",101,59982,36
1151.0,1071.0,34.0,0.0,2.0,0.0,0.0,29.0,15.0,"Wheeler town, Steuben County, New York",101,81457,36
2001.0,1937.0,3.0,0.0,0.0,0.0,0.0,54.0,7.0,"Lindley town, Steuben County, New York",101,42576,36
2013.0,1959.0,11.0,0.0,0.0,7.0,9.0,7.0,20.0,"Avoca town, Steuben County, New York",101,03342,36
1903.0,1822.0,6.0,0.0,7.0,0.0,21.0,17.0,30.0,"Caton town, Steuben County, New York",101,12991,36
1351.0,1320.0,0.0,0.0,7.0,0.0,5.0,19.0,0.0,"Tuscarora town, Steuben County, New York",101,75737,36
1200.0,1191.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,"Troupsburg town, Steuben County, New York",101,75440,36
1143.0,1126.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,"Rathbone town, Steuben County, New York",101,60653,36
1020.0,1014.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,"Wayne town, Steuben County, New York",101,78883,36
279.0,260.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,"West Union town, Steuben County, New York",101,81105,36
5792.0,5611.0,5.0,0.0,0.0,0.0,0.0,81.0,95.0,"Volney town, Oswego County, New York",075,77662,36
7938.0,6736.0,418.0,0.0,193.0,0.0,0.0,183.0,408.0,"Oswego town, Oswego County, New York",075,55585,36
3611.0,3486.0,1.0,0.0,44.0,0.0,0.0,69.0,11.0,"Palermo town, Oswego County, New York",075,56154,36
6667.0,6270.0,0.0,6.0,74.0,0.0,0.0,37.0,280.0,"Scriba town, Oswego County, New York",075,65992,36
1234.0,1197.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,"Williamstown town, Oswego County, New York",075,82073,36
5642.0,5505.0,31.0,0.0,7.0,0.0,0.0,46.0,53.0,"Richland town, Oswego County, New York",075,61533,36
2276.0,2203.0,4.0,1.0,11.0,0.0,0.0,37.0,20.0,"Albion town, Oswego County, New York",075,01055,36
5127.0,4892.0,28.0,1.0,16.0,0.0,15.0,132.0,43.0,"Mexico town, Oswego County, New York",075,46822,36
486.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Redfield town, Oswego County, New York",075,60873,36
1533.0,1389.0,33.0,3.0,0.0,0.0,0.0,18.0,90.0,"Orwell town, Oswego County, New York",075,55453,36
2509.0,2446.0,1.0,1.0,14.0,0.0,0.0,28.0,19.0,"Parish town, Oswego County, New York",075,56352,36
4701.0,4439.0,27.0,0.0,27.0,0.0,0.0,132.0,76.0,"Hannibal town, Oswego County, New York",075,32028,36
2637.0,2519.0,11.0,0.0,11.0,0.0,1.0,8.0,87.0,"Laurens town, Otsego County, New York",077,41531,36
308.0,276.0,0.0,0.0,8.0,0.0,0.0,17.0,7.0,"Decatur town, Otsego County, New York",077,19895,36
13932.0,11505.0,519.0,15.0,376.0,0.0,32.0,365.0,1120.0,"Oneonta city, Otsego County, New York",077,54881,36
1766.0,1698.0,31.0,0.0,8.0,0.0,4.0,1.0,24.0,"Edmeston town, Otsego County, New York",077,23613,36
1913.0,1853.0,1.0,0.0,0.0,0.0,0.0,38.0,21.0,"Maryland town, Otsego County, New York",077,45920,36
1824.0,1743.0,0.0,0.0,13.0,0.0,0.0,45.0,23.0,"Morris town, Otsego County, New York",077,48494,36
5088.0,4345.0,237.0,8.0,68.0,0.0,26.0,89.0,315.0,"Oneonta town, Otsego County, New York",077,54892,36
2147.0,2035.0,23.0,9.0,30.0,0.0,0.0,24.0,26.0,"Richfield town, Otsego County, New York",077,61467,36
664.0,647.0,5.0,0.0,2.0,0.0,0.0,10.0,0.0,"Roseboom town, Otsego County, New York",077,63638,36
2035.0,1836.0,51.0,0.0,0.0,0.0,0.0,34.0,114.0,"Worcester town, Otsego County, New York",077,83129,36
2961.0,2839.0,9.0,3.0,18.0,0.0,0.0,90.0,2.0,"Otego town, Otsego County, New York",077,55629,36
1303.0,1242.0,7.0,2.0,7.0,0.0,0.0,20.0,25.0,"Pittsfield town, Otsego County, New York",077,58343,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Wayne County, New York",117,00000,36
4651.0,4310.0,117.0,0.0,0.0,0.0,0.0,140.0,84.0,"Marion town, Wayne County, New York",117,45645,36
6806.0,5817.0,241.0,43.0,6.0,36.0,14.0,126.0,523.0,"Williamson town, Wayne County, New York",117,82040,36
10093.0,9375.0,258.0,0.0,106.0,0.0,0.0,126.0,228.0,"Ontario town, Wayne County, New York",117,55013,36
4212.0,3933.0,125.0,0.0,13.0,0.0,4.0,51.0,86.0,"Wolcott town, Wayne County, New York",117,82689,36
2818.0,2787.0,15.0,6.0,6.0,0.0,0.0,4.0,0.0,"Knox town, Albany County, New York",001,40002,36
98498.0,49842.0,26819.0,134.0,7319.0,32.0,283.0,4457.0,9612.0,"Albany city, Albany County, New York",001,01000,36
16574.0,14116.0,897.0,59.0,180.0,0.0,0.0,523.0,799.0,"Cohoes city, Albany County, New York",001,16749,36
10201.0,7749.0,1051.0,0.0,380.0,0.0,0.0,456.0,565.0,"Watervliet city, Albany County, New York",001,78674,36
2811.0,2659.0,4.0,0.0,18.0,16.0,0.0,63.0,51.0,"Berne town, Albany County, New York",001,06211,36
34912.0,31533.0,729.0,10.0,1443.0,0.0,0.0,668.0,529.0,"Bethlehem town, Albany County, New York",001,06354,36
83051.0,64829.0,4705.0,82.0,7167.0,66.0,146.0,2285.0,3771.0,"Colonie town, Albany County, New York",001,17343,36
2621.0,2103.0,104.0,0.0,112.0,0.0,0.0,49.0,253.0,"Green Island town, Albany County, New York",001,30532,36
35745.0,29421.0,1405.0,13.0,2923.0,4.0,0.0,547.0,1432.0,"Guilderland town, Albany County, New York",001,31104,36
4362.0,4063.0,106.0,0.0,23.0,9.0,7.0,83.0,71.0,"Chautauqua town, Chautauqua County, New York",013,14069,36
2167.0,2055.0,0.0,0.0,34.0,0.0,9.0,0.0,69.0,"North Harmony town, Chautauqua County, New York",013,52155,36
14357.0,12314.0,478.0,5.0,214.0,5.0,0.0,290.0,1051.0,"Pomfret town, Chautauqua County, New York",013,58981,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Chautauqua County, New York",013,00000,36
12064.0,7584.0,416.0,62.0,45.0,0.0,0.0,225.0,3732.0,"Dunkirk city, Chautauqua County, New York",013,21105,36
1751.0,1728.0,0.0,0.0,2.0,0.0,0.0,3.0,18.0,"Sherman town, Chautauqua County, New York",013,66960,36
849.0,786.0,0.0,22.0,0.0,0.0,0.0,19.0,22.0,"Villenova town, Chautauqua County, New York",013,77530,36
983.0,938.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,"Mina town, Chautauqua County, New York",013,47592,36
4778.0,4222.0,278.0,0.0,3.0,0.0,0.0,18.0,257.0,"Portland town, Chautauqua County, New York",013,59421,36
3413.0,3353.0,43.0,0.0,0.0,0.0,0.0,0.0,17.0,"Carroll town, Chautauqua County, New York",013,12639,36
1835.0,1783.0,0.0,6.0,3.0,0.0,0.0,14.0,29.0,"Charlotte town, Chautauqua County, New York",013,13860,36
2080.0,2008.0,0.0,0.0,13.0,0.0,0.0,34.0,25.0,"Stockton town, Chautauqua County, New York",013,71476,36
4720.0,4327.0,0.0,0.0,67.0,0.0,0.0,0.0,326.0,"Westfield town, Chautauqua County, New York",013,79950,36
1161.0,1085.0,4.0,0.0,4.0,0.0,0.0,6.0,62.0,"Arkwright town, Chautauqua County, New York",013,02605,36
30094.0,24783.0,1428.0,135.0,133.0,15.0,40.0,969.0,2591.0,"Jamestown city, Chautauqua County, New York",013,38264,36
2376.0,2298.0,20.0,0.0,0.0,0.0,0.0,13.0,45.0,"Ripley town, Chautauqua County, New York",013,61885,36
7289.0,7038.0,36.0,0.0,59.0,0.0,0.0,68.0,88.0,"Busti town, Chautauqua County, New York",013,11451,36
8503.0,8099.0,63.0,0.0,64.0,0.0,0.0,126.0,151.0,"Ellicott town, Chautauqua County, New York",013,23998,36
4418.0,4301.0,62.0,6.0,0.0,0.0,0.0,39.0,10.0,"Ellery town, Chautauqua County, New York",013,23976,36
6904.0,6281.0,107.0,97.0,0.0,0.0,0.0,135.0,284.0,"Hanover town, Chautauqua County, New York",013,32050,36
2252.0,2195.0,4.0,8.0,5.0,0.0,0.0,4.0,36.0,"Poland town, Chautauqua County, New York",013,58926,36
1004.0,991.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,"Cherry Creek town, Chautauqua County, New York",013,15198,36
977.0,973.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"French Creek town, Chautauqua County, New York",013,27606,36
2128.0,2089.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,"Harmony town, Chautauqua County, New York",013,32248,36
1378.0,1346.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,"Kiantone town, Chautauqua County, New York",013,39507,36
2590.0,2338.0,8.0,10.0,57.0,0.0,0.0,27.0,150.0,"Sheridan town, Chautauqua County, New York",013,66916,36
1247.0,923.0,19.0,9.0,23.0,0.0,0.0,8.0,265.0,"Dunkirk town, Chautauqua County, New York",013,21116,36
1556.0,1535.0,6.0,0.0,6.0,0.0,0.0,9.0,0.0,"Clymer town, Chautauqua County, New York",013,16595,36
1871.0,1809.0,25.0,0.0,0.0,0.0,0.0,31.0,6.0,"Gerry town, Chautauqua County, New York",013,28838,36
1711.0,1617.0,0.0,14.0,8.0,0.0,0.0,17.0,55.0,"Ellington town, Chautauqua County, New York",013,24053,36
2635121.0,947519.0,805388.0,3904.0,311901.0,669.0,10980.0,46395.0,508365.0,"Brooklyn borough, Kings County, New York",047,10022,36
1653877.0,773377.0,206945.0,2029.0,196447.0,637.0,6732.0,36461.0,431249.0,"Manhattan borough, New York County, New York",061,44919,36
8599.0,8207.0,77.0,0.0,17.0,0.0,0.0,175.0,123.0,"Barton town, Tioga County, New York",107,04671,36
1056.0,1029.0,0.0,7.0,0.0,0.0,0.0,12.0,8.0,"Richford town, Tioga County, New York",107,61511,36
1213.0,1202.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,"Berkshire town, Tioga County, New York",107,06145,36
