B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
2809.0,2208.0,601.0,"Marana CCD, Pima County, Arizona",019,92040,04
496.0,299.0,197.0,"Ajo CCD, Pima County, Arizona",019,90051,04
99158.0,51395.0,47763.0,"Tucson CCD, Pima County, Arizona",019,93570,04
10153.0,7533.0,2620.0,"Arivaca CCD, Pima County, Arizona",019,90153,04
1352.0,788.0,564.0,"Gila Bend CCD, Maricopa County, Arizona",013,91377,04
20569.0,11481.0,9088.0,"Chandler CCD, Maricopa County, Arizona",013,90561,04
287020.0,129173.0,157847.0,"Phoenix CCD, Maricopa County, Arizona",013,92601,04
6715.0,4561.0,2154.0,"Deer Valley CCD, Maricopa County, Arizona",013,90867,04
84.0,51.0,33.0,"St. Johns CCD, Maricopa County, Arizona",013,93009,04
27.0,7.0,20.0,"San Carlos CCD, Graham County, Arizona",009,93111,04
2370.0,1742.0,628.0,"Wickenburg CCD, Maricopa County, Arizona",013,93774,04
6075.0,3688.0,2387.0,"Buckeye CCD, Maricopa County, Arizona",013,90459,04
535.0,325.0,210.0,"Payson CCD, Gila County, Arizona",007,92570,04
308.0,222.0,86.0,"Winkelman CCD, Gila County, Arizona",007,93927,04
245.0,212.0,33.0,"Salt River CCD, Maricopa County, Arizona",013,93060,04
2590.0,1765.0,825.0,"Globe-Miami CCD, Gila County, Arizona",007,91495,04
57.0,29.0,28.0,"Bonita-Klondyke CCD, Graham County, Arizona",009,90357,04
219.0,189.0,30.0,"Pima CCD, Graham County, Arizona",009,92652,04
2585.0,1765.0,820.0,"Safford CCD, Graham County, Arizona",009,92907,04
11655.0,7313.0,4342.0,"Nogales CCD, Santa Cruz County, Arizona",023,92295,04
175.0,114.0,61.0,"Patagonia CCD, Santa Cruz County, Arizona",023,92550,04
749.0,541.0,208.0,"Benson CCD, Cochise County, Arizona",003,90255,04
3650.0,1601.0,2049.0,"Sierra Vista CCD, Cochise County, Arizona",003,93182,04
1466.0,855.0,611.0,"Willcox CCD, Cochise County, Arizona",003,93825,04
4208.0,2875.0,1333.0,"Douglas CCD, Cochise County, Arizona",003,90969,04
2638.0,1955.0,683.0,"Bisbee CCD, Cochise County, Arizona",003,90306,04
1503.0,883.0,620.0,"Parker CCD, La Paz County, Arizona",012,92480,04
274.0,237.0,37.0,"Elfrida CCD, Cochise County, Arizona",003,91122,04
153.0,97.0,56.0,"Bowie CCD, Cochise County, Arizona",003,90408,04
7.0,6.0,1.0,"Fort Apache CCD, Apache County, Arizona",001,91275,04
0.0,0.0,0.0,"Dennehotso CCD, Apache County, Arizona",001,90918,04
3.0,0.0,3.0,"Sweetwater CCD, Apache County, Arizona",001,93315,04
19.0,7.0,12.0,"Chinle CCD, Apache County, Arizona",001,90612,04
68.0,28.0,40.0,"Fort Defiance CCD, Apache County, Arizona",001,91326,04
407.0,250.0,157.0,"Eagar-Springerville CCD, Apache County, Arizona",001,91071,04
17.0,17.0,0.0,"Puerco CCD, Apache County, Arizona",001,92805,04
491.0,390.0,101.0,"St. Johns CCD, Apache County, Arizona",001,92958,04
221.0,132.0,89.0,"Tuba City CCD, Coconino County, Arizona",005,93519,04
0.0,0.0,0.0,"Havasupai CCD, Coconino County, Arizona",005,91530,04
0.0,0.0,0.0,"Hualapai CCD, Coconino County, Arizona",005,91683,04
0.0,0.0,0.0,"Hopi CCD, Coconino County, Arizona",005,91581,04
628.0,351.0,277.0,"Williams CCD, Coconino County, Arizona",005,93876,04
5043.0,2458.0,2585.0,"Prescott CCD, Yavapai County, Arizona",025,92754,04
149.0,97.0,52.0,"Congress CCD, Yavapai County, Arizona",025,90765,04
1929.0,1151.0,778.0,"Mingus Mountain CCD, Yavapai County, Arizona",025,92193,04
22251.0,12803.0,9448.0,"Yuma CCD, Yuma County, Arizona",027,93978,04
999.0,580.0,419.0,"Wellton CCD, Yuma County, Arizona",027,93672,04
14038.0,10067.0,3971.0,"Somerton CCD, Yuma County, Arizona",027,93264,04
1235.0,437.0,798.0,"Clifton CCD, Greenlee County, Arizona",011,90663,04
294.0,219.0,75.0,"Duncan CCD, Greenlee County, Arizona",011,91020,04
3478.0,1773.0,1705.0,"Eloy CCD, Pinal County, Arizona",021,91173,04
1565.0,696.0,869.0,"Snowflake CCD, Navajo County, Arizona",017,93213,04
16.0,0.0,16.0,"Hopi CCD, Navajo County, Arizona",017,91632,04
17.0,4.0,13.0,"Indian Wells CCD, Navajo County, Arizona",017,91785,04
1378.0,763.0,615.0,"Florence CCD, Pinal County, Arizona",021,91224,04
8179.0,5557.0,2622.0,"North Pinal CCD, Pinal County, Arizona",021,92346,04
1802.0,908.0,894.0,"Coolidge CCD, Pinal County, Arizona",021,90816,04
3641.0,2561.0,1080.0,"Maricopa-Stanfield CCD, Pinal County, Arizona",021,92091,04
52.0,26.0,26.0,"Gila River CCD, Pinal County, Arizona",021,91428,04
7068.0,3963.0,3105.0,"Casa Grande CCD, Pinal County, Arizona",021,90510,04
1772.0,1306.0,466.0,"San Manuel CCD, Pinal County, Arizona",021,93162,04
2118.0,1467.0,651.0,"Kingman CCD, Mohave County, Arizona",015,91885,04
222.0,145.0,77.0,"Ash Fork CCD, Yavapai County, Arizona",025,90204,04
52.0,52.0,0.0,"Tonto National Forest CCD, Maricopa County, Arizona",013,93472,04
1288.0,841.0,447.0,"Camp Verde-Sedona CCD, Yavapai County, Arizona",025,90484,04
4817.0,2153.0,2664.0,"Flagstaff CCD, Coconino County, Arizona",005,91198,04
27.0,15.0,12.0,"Kaibab Plateau CCD, Coconino County, Arizona",005,91838,04
4114.0,2305.0,1809.0,"Bullhead City CCD, Mohave County, Arizona",015,90470,04
368.0,267.0,101.0,"North Mohave CCD, Mohave County, Arizona",015,92340,04
2429.0,1207.0,1222.0,"Lake Havasu City CCD, Mohave County, Arizona",015,91964,04
96.0,51.0,45.0,"Fort Apache CCD, Navajo County, Arizona",017,91279,04
1238.0,846.0,392.0,"Winslow-Holbrook CCD, Navajo County, Arizona",017,93952,04
18.0,0.0,18.0,"Kayenta CCD, Navajo County, Arizona",017,91860,04
75.0,22.0,53.0,"San Carlos CCD, Gila County, Arizona",007,93109,04
16.0,16.0,0.0,"Tonto Basin CCD, Gila County, Arizona",007,93470,04
13.0,8.0,5.0,"Fort Apache CCD, Gila County, Arizona",007,91277,04
