B19013I_001E,name,county,county subdivision,state
-666666666.0,"Cunningham CCD, Carlisle County, Kentucky",039,90968,21
-666666666.0,"Prestonville CCD, Carroll County, Kentucky",041,92840,21
86042.0,"Arlington CCD, Carlisle County, Kentucky",039,90080,21
20341.0,"Carrollton CCD, Carroll County, Kentucky",041,90608,21
-666666666.0,"Kirkmansville CCD, Todd County, Kentucky",219,91928,21
-666666666.0,"Bardwell CCD, Carlisle County, Kentucky",039,90160,21
-666666666.0,"Ravenna CCD, Estill County, Kentucky",065,92888,21
-666666666.0,"Albany CCD, Clinton County, Kentucky",053,90032,21
-666666666.0,"Cumberland City CCD, Clinton County, Kentucky",053,90944,21
-666666666.0,"Irvine CCD, Estill County, Kentucky",065,91816,21
37167.0,"Warsaw CCD, Gallatin County, Kentucky",077,93616,21
-666666666.0,"Paint Lick CCD, Garrard County, Kentucky",079,92664,21
35060.0,"Lancaster CCD, Garrard County, Kentucky",079,91976,21
31369.0,"Bryantsville CCD, Garrard County, Kentucky",079,90400,21
-666666666.0,"Salvisa-McAfee CCD, Mercer County, Kentucky",167,93064,21
-666666666.0,"Butler CCD, Pendleton County, Kentucky",191,90472,21
-666666666.0,"Burgin CCD, Mercer County, Kentucky",167,90424,21
2499.0,"Harrodsburg CCD, Mercer County, Kentucky",167,91624,21
-666666666.0,"Falmouth CCD, Pendleton County, Kentucky",191,91200,21
-666666666.0,"Mount Olivet CCD, Robertson County, Kentucky",201,92408,21
-666666666.0,"Bryan CCD, Russell County, Kentucky",207,90384,21
-666666666.0,"Eli CCD, Russell County, Kentucky",207,91120,21
18750.0,"Springfield CCD, Washington County, Kentucky",229,93328,21
-666666666.0,"Jamestown CCD, Russell County, Kentucky",207,91864,21
18697.0,"Russell Springs CCD, Russell County, Kentucky",207,92984,21
63567.0,"Taylorsville CCD, Spencer County, Kentucky",215,93448,21
-666666666.0,"Willisburg CCD, Washington County, Kentucky",229,93728,21
-666666666.0,"Sharpsburg CCD, Bath County, Kentucky",011,93144,21
-666666666.0,"Salt Lick CCD, Bath County, Kentucky",011,93056,21
-666666666.0,"Owingsville CCD, Bath County, Kentucky",011,92640,21
-666666666.0,"Wickliffe CCD, Ballard County, Kentucky",007,93696,21
-666666666.0,"Barlow CCD, Ballard County, Kentucky",007,90168,21
-666666666.0,"La Center CCD, Ballard County, Kentucky",007,91952,21
-666666666.0,"Rocky Hill CCD, Barren County, Kentucky",009,92944,21
45985.0,"Glasgow CCD, Barren County, Kentucky",009,91408,21
43125.0,"Tracy CCD, Barren County, Kentucky",009,93496,21
-666666666.0,"Cave City CCD, Barren County, Kentucky",009,90640,21
-666666666.0,"Hiseville CCD, Barren County, Kentucky",009,91744,21
-666666666.0,"Temple Hill CCD, Barren County, Kentucky",009,93464,21
-666666666.0,"Junction City CCD, Boyle County, Kentucky",021,91896,21
27417.0,"Danville CCD, Boyle County, Kentucky",021,91000,21
-666666666.0,"Perryville CCD, Boyle County, Kentucky",021,92744,21
-666666666.0,"Gresham CCD, Green County, Kentucky",087,91536,21
-666666666.0,"Greensburg CCD, Green County, Kentucky",087,91504,21
-666666666.0,"Donansburg CCD, Green County, Kentucky",087,91064,21
-666666666.0,"Summersville CCD, Green County, Kentucky",087,93408,21
-666666666.0,"Patesville CCD, Hancock County, Kentucky",091,92696,21
11250.0,"Lewisport CCD, Hancock County, Kentucky",091,92032,21
-666666666.0,"Hawesville CCD, Hancock County, Kentucky",091,91640,21
-666666666.0,"Cawood CCD, Harlan County, Kentucky",095,90648,21
-666666666.0,"Harlan CCD, Harlan County, Kentucky",095,91608,21
-666666666.0,"Alva CCD, Harlan County, Kentucky",095,90056,21
-666666666.0,"Wallins Creek CCD, Harlan County, Kentucky",095,93584,21
-666666666.0,"Poor Fork CCD, Harlan County, Kentucky",095,92824,21
-666666666.0,"Pine Mountain CCD, Harlan County, Kentucky",095,92792,21
-666666666.0,"Cumberland CCD, Harlan County, Kentucky",095,90936,21
-666666666.0,"Warfield CCD, Martin County, Kentucky",159,93600,21
4091.0,"Sonora CCD, Hardin County, Kentucky",093,93264,21
-666666666.0,"West Point CCD, Hardin County, Kentucky",093,93664,21
32446.0,"Elizabethtown CCD, Hardin County, Kentucky",093,91128,21
43875.0,"Radcliff CCD, Hardin County, Kentucky",093,92880,21
-666666666.0,"Summit CCD, Hardin County, Kentucky",093,93416,21
-666666666.0,"Cecilia CCD, Hardin County, Kentucky",093,90656,21
-666666666.0,"Waynesburg CCD, Lincoln County, Kentucky",137,93632,21
-666666666.0,"Crab Orchard CCD, Lincoln County, Kentucky",137,90888,21
-666666666.0,"Hustonville CCD, Lincoln County, Kentucky",137,91792,21
-666666666.0,"Stanford CCD, Lincoln County, Kentucky",137,93344,21
-666666666.0,"Calhoun CCD, McLean County, Kentucky",149,90496,21
-666666666.0,"Sacramento CCD, McLean County, Kentucky",149,93000,21
-666666666.0,"Island CCD, McLean County, Kentucky",149,91832,21
-666666666.0,"Livermore CCD, McLean County, Kentucky",149,92056,21
-666666666.0,"Fountain Run CCD, Monroe County, Kentucky",171,91312,21
16319.0,"Tompkinsville CCD, Monroe County, Kentucky",171,93488,21
-666666666.0,"Beaver Dam CCD, Ohio County, Kentucky",183,90200,21
-666666666.0,"Hartford CCD, Ohio County, Kentucky",183,91632,21
-666666666.0,"Horse Branch CCD, Ohio County, Kentucky",183,91776,21
-666666666.0,"Fordsville CCD, Ohio County, Kentucky",183,91280,21
-666666666.0,"Heflin-Beda CCD, Ohio County, Kentucky",183,91688,21
-666666666.0,"Clay City CCD, Powell County, Kentucky",197,90728,21
-666666666.0,"Centertown CCD, Ohio County, Kentucky",183,90672,21
-666666666.0,"McHenry-Rockport CCD, Ohio County, Kentucky",183,92144,21
-666666666.0,"Stanton CCD, Powell County, Kentucky",197,93352,21
47431.0,"Morganfield CCD, Union County, Kentucky",225,92384,21
-666666666.0,"Sturgis CCD, Union County, Kentucky",225,93384,21
-666666666.0,"Uniontown CCD, Union County, Kentucky",225,93536,21
32966.0,"Sebree CCD, Webster County, Kentucky",233,93120,21
-666666666.0,"Clay CCD, Webster County, Kentucky",233,90720,21
-666666666.0,"Providence CCD, Webster County, Kentucky",233,92856,21
-666666666.0,"Dixon CCD, Webster County, Kentucky",233,91056,21
-666666666.0,"Princeton CCD, Caldwell County, Kentucky",033,92848,21
-666666666.0,"Fredonia CCD, Caldwell County, Kentucky",033,91336,21
20625.0,"Murray CCD, Calloway County, Kentucky",035,92480,21
-666666666.0,"Shiloh CCD, Calloway County, Kentucky",035,93176,21
36719.0,"Kirksey CCD, Calloway County, Kentucky",035,91936,21
-666666666.0,"New Concord CCD, Calloway County, Kentucky",035,92512,21
-666666666.0,"Liberty CCD, Casey County, Kentucky",045,92040,21
-666666666.0,"Clementsville CCD, Casey County, Kentucky",045,90736,21
33456.0,"Dunnville CCD, Casey County, Kentucky",045,91088,21
-666666666.0,"Middleburg CCD, Casey County, Kentucky",045,92296,21
78938.0,"Brandenburg CCD, Meade County, Kentucky",163,90328,21
-666666666.0,"Cerulean CCD, Trigg County, Kentucky",221,90687,21
-666666666.0,"Land Between the Lakes CCD, Trigg County, Kentucky",221,91980,21
-666666666.0,"Mount Hermon CCD, Monroe County, Kentucky",171,92400,21
-666666666.0,"Goforth-Locust Grove CCD, Pendleton County, Kentucky",191,91420,21
-666666666.0,"Canton CCD, Trigg County, Kentucky",221,90588,21
-666666666.0,"Jeffersonville CCD, Montgomery County, Kentucky",173,91872,21
-666666666.0,"Fort Campbell CCD, Trigg County, Kentucky",221,91290,21
-666666666.0,"East Simpson CCD, Simpson County, Kentucky",213,91101,21
-666666666.0,"Mammoth Cave CCD, Edmonson County, Kentucky",061,92212,21
-666666666.0,"Kentucky Bend CCD, Fulton County, Kentucky",075,91918,21
-666666666.0,"Annville CCD, Jackson County, Kentucky",109,90076,21
-666666666.0,"Sandgap CCD, Jackson County, Kentucky",109,93080,21
-666666666.0,"Hilda-Triplett CCD, Rowan County, Kentucky",205,91725,21
37109.0,"Newport-Fort Thomas CCD, Campbell County, Kentucky",037,92545,21
-666666666.0,"South Woodford CCD, Woodford County, Kentucky",239,93308,21
