B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
1441.0,25.0,45.0,45.0,9.0,20.0,57.0,62.0,54.0,42.0,129.0,198.0,127.0,145.0,138.0,205.0,140.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
385.0,69.0,18.0,28.0,0.0,21.0,8.0,21.0,0.0,0.0,24.0,0.0,76.0,33.0,13.0,0.0,74.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
42.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"Sebring CCD, Highlands County, Florida",055,93120,12
66.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
353.0,82.0,0.0,23.0,17.0,0.0,11.0,29.0,11.0,17.0,72.0,20.0,19.0,24.0,0.0,0.0,28.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
26.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,"Dade City CCD, Pasco County, Florida",101,90741,12
1171.0,71.0,33.0,52.0,37.0,36.0,53.0,108.0,85.0,9.0,43.0,66.0,219.0,122.0,39.0,77.0,121.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
4078.0,672.0,267.0,323.0,273.0,212.0,99.0,107.0,97.0,174.0,250.0,248.0,526.0,87.0,210.0,187.0,346.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
300.0,11.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,26.0,29.0,39.0,54.0,35.0,28.0,12.0,23.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
400.0,10.0,0.0,11.0,0.0,0.0,0.0,42.0,0.0,0.0,25.0,104.0,45.0,25.0,18.0,65.0,55.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,0.0,"Waldo CCD, Alachua County, Florida",001,93536,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Altha CCD, Calhoun County, Florida",013,90026,12
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fort White CCD, Columbia County, Florida",023,91183,12
114.0,8.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,48.0,0.0,0.0,0.0,19.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
114.0,0.0,0.0,0.0,0.0,27.0,16.0,0.0,0.0,0.0,40.0,0.0,31.0,0.0,0.0,0.0,0.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
502.0,28.0,0.0,17.0,47.0,18.0,25.0,86.0,20.0,0.0,42.0,54.0,18.0,34.0,32.0,32.0,49.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
130.0,0.0,8.0,0.0,0.0,21.0,0.0,10.0,0.0,0.0,16.0,8.0,4.0,0.0,6.0,49.0,8.0,"Lake City CCD, Columbia County, Florida",023,91820,12
28.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
255.0,73.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,15.0,22.0,15.0,62.0,0.0,0.0,40.0,"Stuart CCD, Martin County, Florida",085,93250,12
19.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Indiantown CCD, Martin County, Florida",085,91586,12
197.0,32.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,17.0,12.0,73.0,0.0,27.0,0.0,6.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
428.0,3.0,62.0,43.0,0.0,35.0,7.0,2.0,0.0,8.0,63.0,67.0,49.0,22.0,30.0,14.0,23.0,"Venice CCD, Sarasota County, Florida",115,93484,12
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,44.0,0.0,0.0,0.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
38.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Palatka CCD, Putnam County, Florida",107,92574,12
127.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,13.0,0.0,12.0,0.0,8.0,0.0,7.0,18.0,33.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
41.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
267.0,12.0,0.0,23.0,51.0,26.0,0.0,0.0,0.0,0.0,10.0,47.0,80.0,18.0,0.0,0.0,0.0,"North Port CCD, Sarasota County, Florida",115,92431,12
1022.0,112.0,0.0,58.0,37.0,25.0,126.0,95.0,18.0,54.0,49.0,98.0,143.0,106.0,12.0,20.0,69.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Raiford CCD, Union County, Florida",125,92925,12
5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lake Butler CCD, Union County, Florida",125,91807,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
559.0,44.0,56.0,25.0,33.0,42.0,0.0,48.0,53.0,40.0,11.0,106.0,54.0,13.0,15.0,19.0,0.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
316.0,0.0,17.0,0.0,105.0,10.0,0.0,0.0,0.0,0.0,16.0,30.0,9.0,5.0,44.0,66.0,14.0,"DeLand CCD, Volusia County, Florida",127,90832,12
317.0,127.0,10.0,24.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,24.0,16.0,9.0,0.0,34.0,17.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
14.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
221.0,0.0,15.0,18.0,15.0,0.0,17.0,0.0,0.0,29.0,16.0,23.0,58.0,14.0,0.0,6.0,10.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
249.0,22.0,0.0,39.0,0.0,0.0,64.0,0.0,0.0,8.0,9.0,0.0,44.0,45.0,0.0,0.0,18.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Whiting Field CCD, Santa Rosa County, Florida",113,93659,12
46.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,"Skyline CCD, Santa Rosa County, Florida",113,93127,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Navarre Beach CCD, Santa Rosa County, Florida",113,92309,12
249.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,22.0,37.0,0.0,0.0,12.0,35.0,0.0,0.0,"Holley-Navarre CCD, Santa Rosa County, Florida",113,91500,12
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,"East Wakulla CCD, Wakulla County, Florida",129,90949,12
