B19013I_001E,name,county,county subdivision,state
22639.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
39500.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
45000.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
-666666666.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
-666666666.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
53750.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
35357.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
38333.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
-666666666.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
26544.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
94342.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
37439.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
37727.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
41250.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
31964.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
61250.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
34583.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
18182.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
47067.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
-666666666.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
-666666666.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
74750.0,"Healdton North CCD, Carter County, Oklahoma",019,91287,40
-666666666.0,"Healdton Central CCD, Carter County, Oklahoma",019,91274,40
-666666666.0,"West Coal CCD, Coal County, Oklahoma",029,93705,40
26548.0,"East Coal CCD, Coal County, Oklahoma",029,90871,40
41786.0,"Lamont CCD, Grant County, Oklahoma",053,91625,40
-666666666.0,"Medford CCD, Grant County, Oklahoma",053,91820,40
-666666666.0,"Wakita CCD, Grant County, Oklahoma",053,93510,40
51563.0,"Southwest Grant CCD, Grant County, Oklahoma",053,93159,40
82917.0,"Northwest Greer CCD, Greer County, Oklahoma",055,92275,40
-666666666.0,"Mangum CCD, Greer County, Oklahoma",055,91768,40
-666666666.0,"Granite CCD, Greer County, Oklahoma",055,91196,40
50653.0,"Kingfisher CCD, Kingfisher County, Oklahoma",073,91586,40
56250.0,"Hennessey CCD, Kingfisher County, Oklahoma",073,91326,40
-666666666.0,"Okarche-Cashion CCD, Kingfisher County, Oklahoma",073,92379,40
58750.0,"Purcell CCD, McClain County, Oklahoma",087,92626,40
-666666666.0,"East McClain CCD, McClain County, Oklahoma",087,90929,40
48704.0,"Checotah CCD, McIntosh County, Oklahoma",091,90520,40
-666666666.0,"Hitchita-Pierce CCD, McIntosh County, Oklahoma",091,91352,40
-666666666.0,"Eufaula CCD, McIntosh County, Oklahoma",091,91079,40
-666666666.0,"Hanna CCD, McIntosh County, Oklahoma",091,91248,40
-666666666.0,"South Marshall CCD, Marshall County, Oklahoma",095,93081,40
48811.0,"North Marshall CCD, Marshall County, Oklahoma",095,92210,40
50469.0,"West Murray CCD, Murray County, Oklahoma",099,93770,40
60257.0,"East Murray CCD, Murray County, Oklahoma",099,90962,40
-666666666.0,"Billings CCD, Noble County, Oklahoma",103,90234,40
62625.0,"Perry CCD, Noble County, Oklahoma",103,92522,40
32500.0,"East Noble CCD, Noble County, Oklahoma",103,90975,40
-666666666.0,"Nowata CCD, Nowata County, Oklahoma",105,92353,40
-666666666.0,"South Coffeyville-Wann CCD, Nowata County, Oklahoma",105,92912,40
-666666666.0,"Lenapah-Delaware CCD, Nowata County, Oklahoma",105,91664,40
43750.0,"Wyandotte CCD, Ottawa County, Oklahoma",115,93913,40
30100.0,"Miami CCD, Ottawa County, Oklahoma",115,91846,40
45750.0,"Afton-Fairland CCD, Ottawa County, Oklahoma",115,90039,40
8295.0,"Chelsea CCD, Rogers County, Oklahoma",131,90533,40
55789.0,"Claremore CCD, Rogers County, Oklahoma",131,90585,40
-666666666.0,"Inola CCD, Rogers County, Oklahoma",131,91482,40
77344.0,"Catoosa CCD, Rogers County, Oklahoma",131,90468,40
