B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
7548.0,5434.0,2114.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
12.0,0.0,12.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
490.0,113.0,377.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
3524.0,1924.0,1600.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
2142.0,1189.0,953.0,"Sebring CCD, Highlands County, Florida",055,93120,12
1541.0,911.0,630.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
1971.0,864.0,1107.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
153.0,114.0,39.0,"Branford CCD, Suwannee County, Florida",121,90299,12
1357.0,717.0,640.0,"Dade City CCD, Pasco County, Florida",101,90741,12
6339.0,3691.0,2648.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
196.0,95.0,101.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
117.0,71.0,46.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
120.0,82.0,38.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
5777.0,1605.0,4172.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
37.0,37.0,0.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
490.0,326.0,164.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
32.0,32.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
1282.0,710.0,572.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
64.0,61.0,3.0,"Waldo CCD, Alachua County, Florida",001,93536,12
388.0,223.0,165.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
2456.0,1099.0,1357.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
15.0,15.0,0.0,"Altha CCD, Calhoun County, Florida",013,90026,12
99.0,99.0,0.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
220.0,169.0,51.0,"Fort White CCD, Columbia County, Florida",023,91183,12
738.0,432.0,306.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
403.0,219.0,184.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
2098.0,1214.0,884.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
0.0,0.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
601.0,319.0,282.0,"Lake City CCD, Columbia County, Florida",023,91820,12
83.0,29.0,54.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
82.0,75.0,7.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
1696.0,891.0,805.0,"Stuart CCD, Martin County, Florida",085,93250,12
