B19013H_001E,name,county,county subdivision,state
54079.0,"District 2, Yazoo County, Mississippi",163,91476,28
35929.0,"District 4, Yazoo County, Mississippi",163,92952,28
40599.0,"District 2, Winston County, Mississippi",159,91458,28
62500.0,"District 1, Winston County, Mississippi",159,90720,28
46667.0,"District 1, Yazoo County, Mississippi",163,90738,28
-666666666.0,"District 3, Yazoo County, Mississippi",163,92214,28
48250.0,"District 5, Yazoo County, Mississippi",163,93690,28
43083.0,"District 1, Attala County, Mississippi",007,90036,28
51781.0,"District 2, Attala County, Mississippi",007,90774,28
46607.0,"District 5, Attala County, Mississippi",007,92988,28
47528.0,"District 4, Attala County, Mississippi",007,92250,28
46036.0,"District 3, Attala County, Mississippi",007,91512,28
44375.0,"District 4, Benton County, Mississippi",009,92259,28
-666666666.0,"District 2, Benton County, Mississippi",009,90783,28
45909.0,"District 3, Benton County, Mississippi",009,91521,28
35500.0,"District 5, Benton County, Mississippi",009,92997,28
45694.0,"District 5, Franklin County, Mississippi",037,93123,28
52917.0,"District 1, Benton County, Mississippi",009,90045,28
55781.0,"District 1, Franklin County, Mississippi",037,90171,28
46806.0,"District 2, Franklin County, Mississippi",037,90909,28
66058.0,"District 3, Franklin County, Mississippi",037,91647,28
59107.0,"District 4, Franklin County, Mississippi",037,92385,28
33125.0,"District 5, Coahoma County, Mississippi",027,93078,28
64762.0,"District 1, Coahoma County, Mississippi",027,90126,28
51818.0,"District 3, Coahoma County, Mississippi",027,91602,28
56167.0,"District 4, Coahoma County, Mississippi",027,92340,28
56719.0,"District 2, Coahoma County, Mississippi",027,90864,28
73889.0,"District 5, Jasper County, Mississippi",061,93231,28
42536.0,"District 4, Jasper County, Mississippi",061,92493,28
63929.0,"District 2, Jasper County, Mississippi",061,91017,28
46541.0,"District 1, Jasper County, Mississippi",061,90279,28
43795.0,"District 3, Jasper County, Mississippi",061,91755,28
45066.0,"District 3, Jones County, Mississippi",067,91782,28
50060.0,"District 2, Jones County, Mississippi",067,91044,28
60227.0,"District 2, Walthall County, Mississippi",147,91404,28
43471.0,"District 4, Jones County, Mississippi",067,92520,28
55925.0,"District 1, Jones County, Mississippi",067,90306,28
28229.0,"District 5, Jones County, Mississippi",067,93258,28
52840.0,"District 1, Walthall County, Mississippi",147,90666,28
36063.0,"District 3, Walthall County, Mississippi",147,92142,28
30625.0,"District 5, Walthall County, Mississippi",147,93618,28
40435.0,"District 4, Walthall County, Mississippi",147,92880,28
40313.0,"District 3, Monroe County, Mississippi",095,91908,28
48393.0,"District 4, Monroe County, Mississippi",095,92646,28
43750.0,"District 5, Monroe County, Mississippi",095,93384,28
46121.0,"District 2, Monroe County, Mississippi",095,91170,28
52625.0,"District 1, Monroe County, Mississippi",095,90432,28
40581.0,"District 4, Pontotoc County, Mississippi",115,92736,28
49205.0,"District 3, Pontotoc County, Mississippi",115,91998,28
78750.0,"District 2, Sunflower County, Mississippi",133,91341,28
48340.0,"District 5, Pontotoc County, Mississippi",115,93474,28
43585.0,"District 1, Pontotoc County, Mississippi",115,90522,28
