C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
7808.0,7396.0,37.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,62.0,9.0,45.0,43.0,34.0,58.0,14.0,20.0,0.0,0.0,34.0,0.0,5.0,3.0,9.0,11.0,"Timberlake district, Campbell County, Virginia",031,96087,51
7916.0,7841.0,30.0,0.0,13.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,"Concord district, Campbell County, Virginia",031,90968,51
6837.0,6660.0,76.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,68.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Seneca district, Campbell County, Virginia",031,95623,51
6196.0,6109.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"Brookneal district, Campbell County, Virginia",031,90504,51
7864.0,7736.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,"Rustburg district, Campbell County, Virginia",031,95503,51
62000.0,52110.0,1574.0,1545.0,151.0,98.0,201.0,0.0,850.0,537.0,632.0,954.0,52.0,116.0,255.0,216.0,140.0,195.0,198.0,114.0,470.0,680.0,352.0,229.0,279.0,52.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
56952.0,51203.0,1525.0,631.0,137.0,39.0,111.0,73.0,54.0,82.0,478.0,429.0,67.0,43.0,0.0,94.0,68.0,230.0,108.0,4.0,179.0,127.0,93.0,72.0,812.0,293.0,"Fairfield district, Henrico County, Virginia",087,93511,51
63313.0,48172.0,1378.0,359.0,111.0,62.0,280.0,16.0,464.0,76.0,3119.0,1125.0,188.0,321.0,1185.0,699.0,443.0,216.0,157.0,14.0,3010.0,1083.0,234.0,336.0,263.0,2.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
8996.0,8366.0,382.0,203.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,"Iriswood district, Henry County, Virginia",089,93975,51
63950.0,51412.0,2526.0,2738.0,197.0,51.0,165.0,0.0,476.0,151.0,1271.0,718.0,86.0,95.0,283.0,392.0,329.0,899.0,167.0,85.0,608.0,111.0,590.0,248.0,294.0,58.0,"Brookland district, Henrico County, Virginia",087,90496,51
