B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
4039.0,275.0,204.0,133.0,372.0,216.0,305.0,231.0,166.0,249.0,354.0,519.0,427.0,223.0,86.0,235.0,44.0,"Northern district, Harrison County, West Virginia",033,92352,54
4158.0,338.0,205.0,235.0,245.0,162.0,315.0,192.0,232.0,246.0,209.0,460.0,561.0,372.0,183.0,133.0,70.0,"Southwest district, Harrison County, West Virginia",033,92952,54
4341.0,526.0,176.0,450.0,157.0,189.0,296.0,195.0,221.0,193.0,225.0,402.0,503.0,363.0,216.0,78.0,151.0,"South Urban district, Harrison County, West Virginia",033,92932,54
4778.0,333.0,279.0,248.0,263.0,165.0,283.0,237.0,306.0,179.0,396.0,491.0,547.0,353.0,262.0,282.0,154.0,"Southern district, Harrison County, West Virginia",033,92923,54
3658.0,453.0,429.0,287.0,157.0,359.0,184.0,141.0,262.0,163.0,283.0,359.0,237.0,187.0,63.0,55.0,39.0,"North Urban district, Harrison County, West Virginia",033,92368,54
5317.0,201.0,172.0,270.0,186.0,203.0,194.0,206.0,329.0,247.0,419.0,529.0,702.0,508.0,457.0,333.0,361.0,"Eastern district, Harrison County, West Virginia",033,90975,54
4840.0,622.0,428.0,441.0,305.0,332.0,278.0,302.0,266.0,201.0,245.0,386.0,370.0,222.0,106.0,165.0,171.0,"District 2, Ohio County, West Virginia",069,90824,54
6310.0,506.0,305.0,310.0,304.0,348.0,411.0,281.0,331.0,275.0,378.0,581.0,803.0,571.0,415.0,352.0,139.0,"District 3, Ohio County, West Virginia",069,90862,54
5840.0,368.0,377.0,274.0,288.0,296.0,248.0,267.0,368.0,219.0,348.0,745.0,640.0,554.0,345.0,273.0,230.0,"District 1, Ohio County, West Virginia",069,90788,54
638.0,23.0,33.0,33.0,40.0,45.0,85.0,61.0,41.0,66.0,115.0,30.0,17.0,27.0,8.0,7.0,7.0,"Grant district, Ritchie County, West Virginia",085,91380,54
464.0,19.0,9.0,29.0,50.0,34.0,46.0,8.0,23.0,18.0,107.0,75.0,28.0,0.0,6.0,0.0,12.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
1313.0,120.0,205.0,109.0,65.0,93.0,51.0,71.0,53.0,89.0,82.0,95.0,94.0,73.0,65.0,35.0,13.0,"Union district, Ritchie County, West Virginia",085,93336,54
1383.0,119.0,94.0,110.0,85.0,79.0,50.0,81.0,68.0,78.0,133.0,163.0,152.0,103.0,37.0,31.0,0.0,"Clay district, Ritchie County, West Virginia",085,90552,54
569.0,45.0,10.0,69.0,78.0,16.0,70.0,11.0,10.0,17.0,60.0,30.0,75.0,19.0,0.0,59.0,0.0,"District 4, Calhoun County, West Virginia",013,90873,54
465.0,91.0,6.0,24.0,59.0,9.0,41.0,13.0,0.0,8.0,28.0,33.0,116.0,0.0,37.0,0.0,0.0,"District 1, Calhoun County, West Virginia",013,90766,54
693.0,79.0,96.0,75.0,83.0,15.0,39.0,43.0,11.0,39.0,58.0,52.0,72.0,19.0,0.0,0.0,12.0,"District 5, Calhoun County, West Virginia",013,90885,54
550.0,54.0,15.0,40.0,37.0,35.0,40.0,41.0,37.0,21.0,17.0,76.0,80.0,49.0,2.0,4.0,2.0,"District 3, Calhoun County, West Virginia",013,90836,54
436.0,45.0,13.0,48.0,18.0,47.0,43.0,0.0,35.0,49.0,0.0,63.0,28.0,24.0,9.0,0.0,14.0,"District 2, Calhoun County, West Virginia",013,90800,54
2460.0,261.0,53.0,98.0,309.0,170.0,192.0,83.0,123.0,162.0,158.0,267.0,322.0,179.0,44.0,8.0,31.0,"District 2, Morgan County, West Virginia",065,90822,54
2171.0,171.0,120.0,91.0,120.0,205.0,290.0,181.0,88.0,120.0,90.0,122.0,170.0,147.0,108.0,113.0,35.0,"District 1, Morgan County, West Virginia",065,90786,54
2285.0,141.0,18.0,69.0,231.0,126.0,104.0,56.0,49.0,212.0,188.0,377.0,331.0,240.0,58.0,64.0,21.0,"District 3, Morgan County, West Virginia",065,90858,54
8921.0,941.0,497.0,837.0,626.0,634.0,601.0,476.0,365.0,282.0,690.0,997.0,766.0,712.0,311.0,77.0,109.0,"District 2, Raleigh County, West Virginia",081,90828,54
9199.0,672.0,742.0,810.0,607.0,455.0,602.0,393.0,700.0,434.0,804.0,720.0,1227.0,448.0,225.0,322.0,38.0,"District 1, Raleigh County, West Virginia",081,90792,54
9638.0,585.0,753.0,633.0,581.0,618.0,472.0,562.0,461.0,291.0,822.0,766.0,1225.0,803.0,419.0,347.0,300.0,"District 3, Raleigh County, West Virginia",081,90864,54
1450.0,150.0,144.0,79.0,89.0,135.0,35.0,47.0,85.0,53.0,150.0,148.0,106.0,134.0,51.0,35.0,9.0,"Western district, Braxton County, West Virginia",007,93597,54
1407.0,182.0,58.0,100.0,116.0,75.0,93.0,4.0,31.0,78.0,140.0,175.0,196.0,99.0,32.0,0.0,28.0,"Northern district, Braxton County, West Virginia",007,92346,54
1433.0,136.0,83.0,90.0,69.0,108.0,162.0,46.0,115.0,33.0,134.0,195.0,59.0,137.0,47.0,13.0,6.0,"Southern district, Braxton County, West Virginia",007,92922,54
1127.0,177.0,84.0,94.0,89.0,71.0,71.0,56.0,48.0,14.0,38.0,98.0,157.0,59.0,49.0,22.0,0.0,"Eastern district, Braxton County, West Virginia",007,90968,54
3881.0,305.0,175.0,73.0,248.0,324.0,220.0,144.0,358.0,219.0,314.0,508.0,457.0,276.0,64.0,76.0,120.0,"Curry district, Putnam County, West Virginia",079,90720,54
4114.0,295.0,279.0,244.0,189.0,273.0,170.0,134.0,144.0,236.0,382.0,415.0,538.0,376.0,175.0,191.0,73.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
3256.0,250.0,315.0,202.0,173.0,122.0,111.0,219.0,160.0,140.0,234.0,377.0,525.0,220.0,102.0,103.0,3.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
5127.0,191.0,189.0,119.0,173.0,99.0,247.0,107.0,350.0,200.0,210.0,456.0,729.0,639.0,303.0,596.0,519.0,"Teays district, Putnam County, West Virginia",079,93090,54
4443.0,106.0,138.0,223.0,168.0,154.0,214.0,122.0,198.0,194.0,421.0,539.0,740.0,411.0,173.0,324.0,318.0,"Scott district, Putnam County, West Virginia",079,92736,54
1353.0,65.0,71.0,48.0,117.0,97.0,68.0,117.0,116.0,125.0,110.0,136.0,99.0,51.0,77.0,49.0,7.0,"West district, Barbour County, West Virginia",001,93588,54
2007.0,199.0,133.0,167.0,153.0,125.0,118.0,84.0,95.0,180.0,235.0,165.0,152.0,74.0,76.0,27.0,24.0,"South district, Barbour County, West Virginia",001,92892,54
