B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
15.0,15.0,0.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
405.0,63.0,342.0,"Middletown town, Newport County, Rhode Island",005,45460,44
572.0,77.0,495.0,"Newport city, Newport County, Rhode Island",005,49960,44
0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
11.0,11.0,0.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
79.0,62.0,17.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
48.0,14.0,34.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
422.0,198.0,224.0,"Warwick city, Kent County, Rhode Island",003,74300,44
105.0,49.0,56.0,"Coventry town, Kent County, Rhode Island",003,18640,44
486.0,136.0,350.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
7.0,0.0,7.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
47.0,30.0,17.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
188.0,71.0,117.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
1355.0,154.0,1201.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
912.0,358.0,554.0,"North Providence town, Providence County, Rhode Island",007,51760,44
56.0,29.0,27.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
1223.0,509.0,714.0,"East Providence city, Providence County, Rhode Island",007,22960,44
0.0,0.0,0.0,"Glocester town, Providence County, Rhode Island",007,30340,44
87.0,74.0,13.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
1008.0,165.0,843.0,"Central Falls city, Providence County, Rhode Island",007,14140,44
55.0,31.0,24.0,"Smithfield town, Providence County, Rhode Island",007,66200,44
4265.0,1076.0,3189.0,"Pawtucket city, Providence County, Rhode Island",007,54640,44
9621.0,3114.0,6507.0,"Providence city, Providence County, Rhode Island",007,59000,44
0.0,0.0,0.0,"Foster town, Providence County, Rhode Island",007,27460,44
119.0,78.0,41.0,"Johnston town, Providence County, Rhode Island",007,37720,44
0.0,0.0,0.0,"Scituate town, Providence County, Rhode Island",007,64220,44
9.0,9.0,0.0,"Burrillville town, Providence County, Rhode Island",007,11800,44
1444.0,670.0,774.0,"Cranston city, Providence County, Rhode Island",007,19180,44
21.0,21.0,0.0,"Barrington town, Bristol County, Rhode Island",001,05140,44
8.0,0.0,8.0,"Warren town, Bristol County, Rhode Island",001,73760,44
217.0,24.0,193.0,"Bristol town, Bristol County, Rhode Island",001,09280,44
60.0,23.0,37.0,"Westerly town, Washington County, Rhode Island",009,77000,44
49.0,37.0,12.0,"North Kingstown town, Washington County, Rhode Island",009,51580,44
204.0,83.0,121.0,"South Kingstown town, Washington County, Rhode Island",009,67460,44
49.0,49.0,0.0,"Hopkinton town, Washington County, Rhode Island",009,35380,44
40.0,40.0,0.0,"Richmond town, Washington County, Rhode Island",009,61160,44
0.0,0.0,0.0,"Exeter town, Washington County, Rhode Island",009,25300,44
0.0,0.0,0.0,"Narragansett town, Washington County, Rhode Island",009,48340,44
0.0,0.0,0.0,"New Shoreham town, Washington County, Rhode Island",009,50500,44
0.0,0.0,0.0,"Charlestown town, Washington County, Rhode Island",009,14500,44
