B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
3798.0,3498.0,260.0,26.0,14.0,0.0,"South Wheatland township, Macon County, Illinois",115,71357,17
32846.0,26610.0,4538.0,1077.0,555.0,66.0,"Decatur township, Macon County, Illinois",115,18836,17
1418.0,1276.0,36.0,106.0,0.0,0.0,"Pleasant View township, Macon County, Illinois",115,60677,17
9503.0,8706.0,511.0,78.0,199.0,9.0,"Long Creek township, Macon County, Illinois",115,44511,17
6460.0,5952.0,423.0,28.0,57.0,0.0,"Mount Zion township, Macon County, Illinois",115,51219,17
184.0,184.0,0.0,0.0,0.0,0.0,"Austin township, Macon County, Illinois",115,03051,17
1567.0,1420.0,67.0,77.0,0.0,3.0,"Illini township, Macon County, Illinois",115,37023,17
479.0,423.0,56.0,0.0,0.0,0.0,"Lynnville precinct, Morgan County, Illinois",137,91962,17
1618.0,1470.0,83.0,47.0,0.0,18.0,"Maroa township, Macon County, Illinois",115,47085,17
845.0,817.0,9.0,14.0,0.0,5.0,"Blue Mound township, Macon County, Illinois",115,06769,17
14263.0,12061.0,1491.0,404.0,270.0,37.0,"Hickory Point township, Macon County, Illinois",115,34527,17
587.0,547.0,35.0,3.0,2.0,0.0,"Niantic township, Macon County, Illinois",115,52974,17
842.0,715.0,83.0,44.0,0.0,0.0,"Oakley township, Macon County, Illinois",115,54859,17
1228.0,1092.0,120.0,16.0,0.0,0.0,"Jacksonville No. 2 precinct, Morgan County, Illinois",137,91712,17
791.0,577.0,202.0,4.0,0.0,8.0,"Jacksonville No. 9 precinct, Morgan County, Illinois",137,91719,17
299.0,262.0,37.0,0.0,0.0,0.0,"Nortonville precinct, Morgan County, Illinois",137,92268,17
783.0,590.0,186.0,0.0,7.0,0.0,"Markham precinct, Morgan County, Illinois",137,92034,17
592.0,509.0,35.0,25.0,23.0,0.0,"Jacksonville No. 5 precinct, Morgan County, Illinois",137,91715,17
962.0,762.0,62.0,138.0,0.0,0.0,"Jacksonville No. 6 precinct, Morgan County, Illinois",137,91716,17
460.0,440.0,8.0,0.0,0.0,12.0,"Appanoose township, Hancock County, Illinois",067,01621,17
416.0,368.0,38.0,0.0,10.0,0.0,"Harmony township, Hancock County, Illinois",067,32993,17
322.0,314.0,1.0,0.0,7.0,0.0,"Rock Creek township, Hancock County, Illinois",067,64876,17
642.0,535.0,86.0,0.0,0.0,21.0,"Sonora township, Hancock County, Illinois",067,70499,17
316.0,312.0,4.0,0.0,0.0,0.0,"Walker township, Hancock County, Illinois",067,78422,17
500.0,480.0,20.0,0.0,0.0,0.0,"Chili township, Hancock County, Illinois",067,14104,17
30481.0,26340.0,2237.0,984.0,789.0,131.0,"Collinsville township, Madison County, Illinois",119,15612,17
505.0,495.0,4.0,3.0,3.0,0.0,"St. Mary township, Hancock County, Illinois",067,67054,17
1051.0,1004.0,16.0,17.0,14.0,0.0,"Dallas City township, Hancock County, Illinois",067,18433,17
18085.0,15937.0,1624.0,240.0,269.0,15.0,"Alton township, Madison County, Illinois",119,01127,17
91.0,91.0,0.0,0.0,0.0,0.0,"Wilcox township, Hancock County, Illinois",067,81607,17
2582.0,2230.0,156.0,181.0,15.0,0.0,"St. Jacob township, Madison County, Illinois",119,66872,17
