B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
0.0,0.0,0.0,"Dublin town, Cheshire County, New Hampshire",005,19140,33
0.0,0.0,0.0,"Richmond town, Cheshire County, New Hampshire",005,64420,33
0.0,0.0,0.0,"Chesterfield town, Cheshire County, New Hampshire",005,12260,33
0.0,0.0,0.0,"Walpole town, Cheshire County, New Hampshire",005,78420,33
0.0,0.0,0.0,"Winchester town, Cheshire County, New Hampshire",005,85540,33
0.0,0.0,0.0,"Surry town, Cheshire County, New Hampshire",005,75300,33
10.0,0.0,10.0,"Rindge town, Cheshire County, New Hampshire",005,64580,33
0.0,0.0,0.0,"Roxbury town, Cheshire County, New Hampshire",005,65700,33
0.0,0.0,0.0,"Sullivan town, Cheshire County, New Hampshire",005,74900,33
0.0,0.0,0.0,"Fitzwilliam town, Cheshire County, New Hampshire",005,26500,33
0.0,0.0,0.0,"Alstead town, Cheshire County, New Hampshire",005,00820,33
2.0,0.0,2.0,"Gilsum town, Cheshire County, New Hampshire",005,29220,33
0.0,0.0,0.0,"Harrisville town, Cheshire County, New Hampshire",005,34420,33
0.0,0.0,0.0,"Jaffrey town, Cheshire County, New Hampshire",005,38500,33
93.0,0.0,93.0,"Keene city, Cheshire County, New Hampshire",005,39300,33
0.0,0.0,0.0,"Stoddard town, Cheshire County, New Hampshire",005,73700,33
8.0,0.0,8.0,"Troy town, Cheshire County, New Hampshire",005,77380,33
0.0,0.0,0.0,"Nelson town, Cheshire County, New Hampshire",005,50580,33
0.0,0.0,0.0,"Swanzey town, Cheshire County, New Hampshire",005,75700,33
0.0,0.0,0.0,"Marlow town, Cheshire County, New Hampshire",005,45700,33
5.0,5.0,0.0,"Hinsdale town, Cheshire County, New Hampshire",005,36660,33
5.0,5.0,0.0,"Canterbury town, Merrimack County, New Hampshire",013,09860,33
5.0,5.0,0.0,"Dunbarton town, Merrimack County, New Hampshire",013,19460,33
0.0,0.0,0.0,"Loudon town, Merrimack County, New Hampshire",013,43380,33
0.0,0.0,0.0,"New London town, Merrimack County, New Hampshire",013,52100,33
2.0,2.0,0.0,"Sutton town, Merrimack County, New Hampshire",013,75460,33
0.0,0.0,0.0,"Warner town, Merrimack County, New Hampshire",013,78580,33
0.0,0.0,0.0,"Wilmot town, Merrimack County, New Hampshire",013,84900,33
0.0,0.0,0.0,"Hopkinton town, Merrimack County, New Hampshire",013,37540,33
0.0,0.0,0.0,"Webster town, Merrimack County, New Hampshire",013,80020,33
33.0,33.0,0.0,"Allenstown town, Merrimack County, New Hampshire",013,00660,33
0.0,0.0,0.0,"Chichester town, Merrimack County, New Hampshire",013,12420,33
5.0,5.0,0.0,"Danbury town, Merrimack County, New Hampshire",013,16980,33
46.0,14.0,32.0,"Franklin city, Merrimack County, New Hampshire",013,27380,33
0.0,0.0,0.0,"Boscawen town, Merrimack County, New Hampshire",013,06260,33
28.0,28.0,0.0,"Henniker town, Merrimack County, New Hampshire",013,35540,33
35.0,19.0,16.0,"Hooksett town, Merrimack County, New Hampshire",013,37300,33
0.0,0.0,0.0,"Newbury town, Merrimack County, New Hampshire",013,50900,33
12.0,12.0,0.0,"Pembroke town, Merrimack County, New Hampshire",013,60020,33
8.0,0.0,8.0,"Northfield town, Merrimack County, New Hampshire",013,54260,33
0.0,0.0,0.0,"Salisbury town, Merrimack County, New Hampshire",013,66980,33
0.0,0.0,0.0,"Bow town, Merrimack County, New Hampshire",013,06500,33
0.0,0.0,0.0,"Bradford town, Merrimack County, New Hampshire",013,06980,33
0.0,0.0,0.0,"Andover town, Merrimack County, New Hampshire",013,01460,33
0.0,0.0,0.0,"Hill town, Merrimack County, New Hampshire",013,35860,33
217.0,27.0,190.0,"Concord city, Merrimack County, New Hampshire",013,14200,33
0.0,0.0,0.0,"Epsom town, Merrimack County, New Hampshire",013,24900,33
0.0,0.0,0.0,"Bath town, Grafton County, New Hampshire",009,03940,33
0.0,0.0,0.0,"Campton town, Grafton County, New Hampshire",009,08660,33
11.0,0.0,11.0,"Holderness town, Grafton County, New Hampshire",009,36900,33
3.0,3.0,0.0,"Benton town, Grafton County, New Hampshire",009,05060,33
0.0,0.0,0.0,"Bristol town, Grafton County, New Hampshire",009,07700,33
5.0,0.0,5.0,"Orford town, Grafton County, New Hampshire",009,58500,33
0.0,0.0,0.0,"Piermont town, Grafton County, New Hampshire",009,61060,33
0.0,0.0,0.0,"Lincoln town, Grafton County, New Hampshire",009,41860,33
0.0,0.0,0.0,"Lisbon town, Grafton County, New Hampshire",009,42020,33
0.0,0.0,0.0,"Littleton town, Grafton County, New Hampshire",009,42580,33
0.0,0.0,0.0,"Bridgewater town, Grafton County, New Hampshire",009,07540,33
0.0,0.0,0.0,"Easton town, Grafton County, New Hampshire",009,22020,33
0.0,0.0,0.0,"Hebron town, Grafton County, New Hampshire",009,35220,33
0.0,0.0,0.0,"Livermore town, Grafton County, New Hampshire",009,42820,33
6.0,6.0,0.0,"Canaan town, Grafton County, New Hampshire",009,08980,33
0.0,0.0,0.0,"Ellsworth town, Grafton County, New Hampshire",009,23860,33
0.0,0.0,0.0,"Haverhill town, Grafton County, New Hampshire",009,34820,33
0.0,0.0,0.0,"Lyman town, Grafton County, New Hampshire",009,44100,33
0.0,0.0,0.0,"Waterville Valley town, Grafton County, New Hampshire",009,79380,33
17.0,0.0,17.0,"Enfield town, Grafton County, New Hampshire",009,24340,33
0.0,0.0,0.0,"Orange town, Grafton County, New Hampshire",009,58340,33
150.0,29.0,121.0,"Plymouth town, Grafton County, New Hampshire",009,62660,33
0.0,0.0,0.0,"Sugar Hill town, Grafton County, New Hampshire",009,74740,33
0.0,0.0,0.0,"Warren town, Grafton County, New Hampshire",009,78740,33
0.0,0.0,0.0,"Ashland town, Grafton County, New Hampshire",009,02020,33
0.0,0.0,0.0,"Dorchester town, Grafton County, New Hampshire",009,18740,33
0.0,0.0,0.0,"Landaff town, Grafton County, New Hampshire",009,40660,33
0.0,0.0,0.0,"Bethlehem town, Grafton County, New Hampshire",009,05460,33
0.0,0.0,0.0,"Alexandria town, Grafton County, New Hampshire",009,00580,33
0.0,0.0,0.0,"Franconia town, Grafton County, New Hampshire",009,27300,33
0.0,0.0,0.0,"Grafton town, Grafton County, New Hampshire",009,30820,33
0.0,0.0,0.0,"Groton town, Grafton County, New Hampshire",009,32180,33
0.0,0.0,0.0,"Woodstock town, Grafton County, New Hampshire",009,87060,33
6.0,6.0,0.0,"Lyme town, Grafton County, New Hampshire",009,44260,33
0.0,0.0,0.0,"Wentworth town, Grafton County, New Hampshire",009,80500,33
0.0,0.0,0.0,"Rumney town, Grafton County, New Hampshire",009,65940,33
