B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
454.0,32.0,26.0,7.0,33.0,29.0,20.0,24.0,15.0,8.0,32.0,51.0,55.0,67.0,20.0,11.0,24.0,"Sunburst CCD, Toole County, Montana",101,93402,30
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,"Glacier National Park CCD, Glacier County, Montana",035,91460,30
15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,"Fort Peck Reservation CCD, Daniels County, Montana",019,91218,30
184.0,5.0,26.0,9.0,12.0,6.0,10.0,26.0,8.0,15.0,13.0,14.0,13.0,10.0,8.0,0.0,9.0,"Lavina CCD, Golden Valley County, Montana",037,92016,30
1293.0,93.0,144.0,69.0,135.0,49.0,105.0,50.0,91.0,31.0,84.0,79.0,91.0,133.0,49.0,36.0,54.0,"Cut Bank CCD, Glacier County, Montana",035,90777,30
1026.0,32.0,34.0,26.0,19.0,98.0,74.0,59.0,45.0,41.0,65.0,126.0,165.0,63.0,77.0,59.0,43.0,"Baker CCD, Fallon County, Montana",025,90168,30
215.0,11.0,3.0,10.0,19.0,9.0,11.0,23.0,15.0,16.0,22.0,8.0,28.0,22.0,3.0,6.0,9.0,"Plevna CCD, Fallon County, Montana",025,92730,30
141.0,0.0,20.0,5.0,9.0,5.0,8.0,5.0,14.0,11.0,18.0,9.0,24.0,10.0,0.0,0.0,3.0,"Ryegate CCD, Golden Valley County, Montana",037,92940,30
391.0,26.0,18.0,23.0,22.0,33.0,22.0,35.0,7.0,21.0,37.0,47.0,60.0,23.0,6.0,9.0,2.0,"Stanford CCD, Judith Basin County, Montana",045,93318,30
207.0,23.0,19.0,5.0,19.0,17.0,16.0,11.0,6.0,10.0,18.0,17.0,7.0,18.0,5.0,7.0,9.0,"Geyser CCD, Judith Basin County, Montana",045,91407,30
327.0,28.0,7.0,26.0,35.0,10.0,21.0,18.0,21.0,1.0,18.0,52.0,33.0,24.0,18.0,4.0,11.0,"Hobson CCD, Judith Basin County, Montana",045,91785,30
