B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
185.0,22.0,15.0,11.0,10.0,4.0,33.0,18.0,16.0,11.0,14.0,16.0,0.0,6.0,0.0,7.0,2.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
179.0,70.0,7.0,6.0,7.0,37.0,0.0,2.0,13.0,11.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
308.0,30.0,58.0,85.0,0.0,57.0,17.0,20.0,11.0,0.0,6.0,11.0,13.0,0.0,0.0,0.0,0.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
433.0,147.0,100.0,36.0,75.0,26.0,9.0,0.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
282.0,96.0,31.0,33.0,10.0,35.0,22.0,10.0,6.0,5.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
176.0,28.0,12.0,64.0,0.0,33.0,22.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
3983.0,53.0,156.0,191.0,127.0,62.0,101.0,90.0,161.0,98.0,258.0,368.0,656.0,556.0,354.0,503.0,249.0,"District 11, Ascension Parish, Louisiana",005,95544,22
2781.0,546.0,261.0,124.0,155.0,123.0,146.0,152.0,179.0,45.0,192.0,292.0,266.0,129.0,43.0,120.0,8.0,"District 1, Ascension Parish, Louisiana",005,94006,22
3512.0,262.0,259.0,165.0,237.0,119.0,110.0,127.0,228.0,69.0,197.0,307.0,695.0,438.0,118.0,127.0,54.0,"District 3, Ascension Parish, Louisiana",005,94387,22
4362.0,302.0,156.0,94.0,234.0,77.0,202.0,116.0,113.0,132.0,237.0,561.0,741.0,364.0,372.0,408.0,253.0,"District 5, Ascension Parish, Louisiana",005,94765,22
5385.0,246.0,112.0,141.0,180.0,160.0,208.0,165.0,63.0,173.0,400.0,463.0,760.0,773.0,415.0,648.0,478.0,"District 8, Ascension Parish, Louisiana",005,95244,22
3983.0,433.0,186.0,81.0,130.0,204.0,76.0,100.0,110.0,136.0,206.0,445.0,396.0,445.0,332.0,509.0,194.0,"District 2, Ascension Parish, Louisiana",005,94206,22
4397.0,76.0,35.0,138.0,20.0,141.0,27.0,187.0,158.0,81.0,283.0,242.0,533.0,837.0,484.0,747.0,408.0,"District 4, Ascension Parish, Louisiana",005,94572,22
3267.0,259.0,88.0,75.0,56.0,55.0,49.0,145.0,195.0,161.0,335.0,254.0,475.0,507.0,184.0,262.0,167.0,"District 6, Ascension Parish, Louisiana",005,94938,22
3135.0,185.0,181.0,88.0,143.0,107.0,146.0,49.0,89.0,123.0,315.0,467.0,473.0,245.0,188.0,231.0,105.0,"District 10, Ascension Parish, Louisiana",005,95466,22
4125.0,313.0,73.0,64.0,42.0,158.0,132.0,88.0,172.0,120.0,206.0,254.0,657.0,740.0,299.0,569.0,238.0,"District 7, Ascension Parish, Louisiana",005,95097,22
2954.0,164.0,113.0,230.0,64.0,134.0,96.0,142.0,184.0,110.0,195.0,402.0,458.0,276.0,178.0,127.0,81.0,"District 9, Ascension Parish, Louisiana",005,95361,22
13207.0,554.0,289.0,598.0,485.0,509.0,459.0,619.0,520.0,244.0,1023.0,1350.0,1280.0,1508.0,836.0,1057.0,1876.0,"District F, Lafayette Parish, Louisiana",055,95812,22
10681.0,947.0,839.0,752.0,787.0,614.0,469.0,571.0,561.0,389.0,765.0,802.0,1132.0,826.0,429.0,452.0,346.0,"District A, Lafayette Parish, Louisiana",055,95737,22
9601.0,1088.0,595.0,532.0,810.0,533.0,585.0,451.0,590.0,287.0,946.0,888.0,1056.0,496.0,304.0,267.0,173.0,"District E, Lafayette Parish, Louisiana",055,95797,22
24291.0,1289.0,806.0,759.0,723.0,913.0,896.0,677.0,1049.0,1189.0,1444.0,2646.0,3336.0,2571.0,2045.0,1580.0,2368.0,"District G, Lafayette Parish, Louisiana",055,95827,22
1038.0,131.0,14.0,52.0,71.0,40.0,33.0,57.0,59.0,29.0,136.0,140.0,83.0,106.0,45.0,19.0,23.0,"District 4, Grant Parish, Louisiana",043,94618,22
718.0,131.0,116.0,62.0,74.0,56.0,37.0,13.0,15.0,9.0,27.0,85.0,44.0,24.0,10.0,8.0,7.0,"District 3, Grant Parish, Louisiana",043,94441,22
33042.0,2342.0,1996.0,1750.0,2026.0,1777.0,1988.0,1598.0,1627.0,1440.0,2438.0,3658.0,3856.0,2415.0,1425.0,1443.0,1263.0,"District 2, Jefferson Parish, Louisiana",051,94273,22
26693.0,3303.0,2363.0,1958.0,1932.0,1812.0,1556.0,1254.0,1265.0,1353.0,2080.0,2456.0,2544.0,1483.0,611.0,496.0,227.0,"District 3, Jefferson Parish, Louisiana",051,94453,22
34993.0,2044.0,1063.0,1900.0,1381.0,1745.0,1861.0,1312.0,1687.0,1525.0,3363.0,3650.0,4780.0,3133.0,1930.0,1984.0,1635.0,"District 4, Jefferson Parish, Louisiana",051,94630,22
32503.0,2010.0,1926.0,1488.0,1912.0,2083.0,1721.0,1371.0,1988.0,1470.0,2479.0,3219.0,4285.0,2573.0,1602.0,1292.0,1084.0,"District 1, Jefferson Parish, Louisiana",051,94069,22
