B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
7942.0,6797.0,5.0,36.0,14.0,27.0,0.0,93.0,970.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
6119.0,5669.0,33.0,0.0,35.0,0.0,0.0,51.0,331.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
876.0,775.0,0.0,7.0,4.0,0.0,0.0,34.0,56.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
459.0,450.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
6786.0,6277.0,0.0,143.0,30.0,0.0,2.0,146.0,188.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
437.0,380.0,30.0,0.0,0.0,0.0,0.0,21.0,6.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
2401.0,2093.0,16.0,22.0,28.0,8.0,0.0,95.0,139.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
6026.0,5812.0,0.0,63.0,0.0,0.0,0.0,34.0,117.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
2066.0,1891.0,3.0,0.0,0.0,0.0,0.0,72.0,100.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
1185.0,1159.0,0.0,10.0,4.0,7.0,0.0,0.0,5.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
4597.0,3909.0,4.0,383.0,13.0,0.0,0.0,126.0,162.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
5185.0,4410.0,20.0,12.0,0.0,0.0,0.0,39.0,704.0,"Victor CCD, Teton County, Idaho",081,93611,16
2370.0,1709.0,0.0,6.0,13.0,0.0,0.0,104.0,538.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
3221.0,2622.0,0.0,2.0,0.0,0.0,0.0,7.0,590.0,"Driggs CCD, Teton County, Idaho",081,90782,16
819.0,532.0,1.0,169.0,0.0,0.0,0.0,18.0,99.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
767.0,736.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,"Rockland CCD, Power County, Idaho",077,93082,16
