B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
82.0,30.0,52.0,"Timberlake district, Campbell County, Virginia",031,96087,51
103.0,103.0,0.0,"Concord district, Campbell County, Virginia",031,90968,51
9.0,9.0,0.0,"Seneca district, Campbell County, Virginia",031,95623,51
30.0,7.0,23.0,"Brookneal district, Campbell County, Virginia",031,90504,51
0.0,0.0,0.0,"Rustburg district, Campbell County, Virginia",031,95503,51
1170.0,338.0,832.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
864.0,362.0,502.0,"Fairfield district, Henrico County, Virginia",087,93511,51
728.0,314.0,414.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
176.0,79.0,97.0,"Iriswood district, Henry County, Virginia",089,93975,51
1794.0,610.0,1184.0,"Brookland district, Henrico County, Virginia",087,90496,51
396.0,159.0,237.0,"Varina district, Henrico County, Virginia",087,96175,51
112.0,81.0,31.0,"Collinsville district, Henry County, Virginia",089,90944,51
203.0,68.0,135.0,"Reed Creek district, Henry County, Virginia",089,95263,51
184.0,109.0,75.0,"Blackberry district, Henry County, Virginia",089,90288,51
71.0,52.0,19.0,"Ridgeway district, Henry County, Virginia",089,95295,51
45.0,10.0,35.0,"Horsepasture district, Henry County, Virginia",089,93919,51
153.0,68.0,85.0,"Dahlgren district, King George County, Virginia",099,91080,51
44.0,44.0,0.0,"James Monroe district, King George County, Virginia",099,94039,51
96.0,96.0,0.0,"Shiloh district, King George County, Virginia",099,95687,51
70.0,70.0,0.0,"James Madison district, King George County, Virginia",099,94031,51
0.0,0.0,0.0,"West Point district, King William County, Virginia",101,96327,51
10.0,10.0,0.0,"Acquinton district, King William County, Virginia",101,90016,51
0.0,0.0,0.0,"Mangohick district, King William County, Virginia",101,94479,51
28.0,28.0,0.0,"Mountain Road district, Louisa County, Virginia",109,94759,51
8.0,8.0,0.0,"Patrick Henry district, Louisa County, Virginia",109,95015,51
49.0,18.0,31.0,"Louisa district, Louisa County, Virginia",109,94375,51
63.0,28.0,35.0,"Mineral district, Louisa County, Virginia",109,94711,51
84.0,37.0,47.0,"Cuckoo district, Louisa County, Virginia",109,91040,51
50.0,24.0,26.0,"Green Spring district, Louisa County, Virginia",109,93767,51
15.0,15.0,0.0,"Jackson district, Louisa County, Virginia",109,93999,51
0.0,0.0,0.0,"Chesapeake district, Mathews County, Virginia",115,90808,51
0.0,0.0,0.0,"Westville district, Mathews County, Virginia",115,96335,51
24.0,24.0,0.0,"Piankatank district, Mathews County, Virginia",115,95055,51
6.0,6.0,0.0,"Jamaica district, Middlesex County, Virginia",119,94023,51
12.0,0.0,12.0,"Pine Top district, Middlesex County, Virginia",119,95079,51
0.0,0.0,0.0,"Saluda district, Middlesex County, Virginia",119,95559,51
0.0,0.0,0.0,"District 501, Prince Edward County, Virginia",147,92593,51
18.0,18.0,0.0,"District 701, Prince Edward County, Virginia",147,92613,51
21.0,21.0,0.0,"District 401, Prince Edward County, Virginia",147,92583,51
0.0,0.0,0.0,"District 201, Prince Edward County, Virginia",147,92563,51
0.0,0.0,0.0,"District 801, Prince Edward County, Virginia",147,92623,51
29.0,9.0,20.0,"District 601, Prince Edward County, Virginia",147,92603,51
11.0,11.0,0.0,"District 301, Prince Edward County, Virginia",147,92573,51
52.0,0.0,52.0,"District 101, Prince Edward County, Virginia",147,92553,51
355.0,104.0,251.0,"Bland district, Prince George County, Virginia",149,90352,51
44.0,44.0,0.0,"Blackwater district, Prince George County, Virginia",149,90328,51
50.0,50.0,0.0,"Brandon district, Prince George County, Virginia",149,90472,51
231.0,58.0,173.0,"Rives district, Prince George County, Virginia",149,95343,51
31.0,0.0,31.0,"Templeton district, Prince George County, Virginia",149,96063,51
0.0,0.0,0.0,"District 1, Richmond County, Virginia",159,91271,51
1.0,1.0,0.0,"District 3, Richmond County, Virginia",159,91571,51
59.0,15.0,44.0,"District 2, Richmond County, Virginia",159,91421,51
25.0,16.0,9.0,"District 4, Richmond County, Virginia",159,91721,51
