B19013H_001E,name,county,county subdivision,state
59856.0,"Mount Carmel CCD, McCormick County, South Carolina",065,92262,45
43214.0,"Clinton CCD, Laurens County, South Carolina",059,90663,45
42485.0,"Laurens CCD, Laurens County, South Carolina",059,91924,45
41307.0,"Joanna CCD, Laurens County, South Carolina",059,91690,45
53802.0,"Parksville CCD, McCormick County, South Carolina",065,92561,45
51920.0,"McCormick CCD, McCormick County, South Carolina",065,92119,45
32444.0,"Central CCD, Pickens County, South Carolina",077,90533,45
48244.0,"Easley CCD, Pickens County, South Carolina",077,90936,45
43147.0,"Pickens CCD, Pickens County, South Carolina",077,92639,45
59515.0,"Easley East CCD, Pickens County, South Carolina",077,90949,45
52151.0,"Six Mile CCD, Pickens County, South Carolina",077,93146,45
42234.0,"Clemson CCD, Pickens County, South Carolina",077,90650,45
47791.0,"Liberty CCD, Pickens County, South Carolina",077,91950,45
48409.0,"Jonesville CCD, Union County, South Carolina",087,91742,45
47500.0,"Carlisle CCD, Union County, South Carolina",087,90507,45
59722.0,"Cross Keys CCD, Union County, South Carolina",087,90832,45
44841.0,"West Springs CCD, Union County, South Carolina",087,93679,45
49250.0,"Lockhart CCD, Union County, South Carolina",087,91989,45
41964.0,"Union CCD, Union County, South Carolina",087,93497,45
41618.0,"Hemingway CCD, Williamsburg County, South Carolina",089,91495,45
70000.0,"Trio CCD, Williamsburg County, South Carolina",089,93458,45
31635.0,"Greeleyville CCD, Williamsburg County, South Carolina",089,91339,45
36533.0,"Kingstree CCD, Williamsburg County, South Carolina",089,91768,45
39485.0,"Nesmith CCD, Williamsburg County, South Carolina",089,92353,45
75208.0,"Lane CCD, Williamsburg County, South Carolina",089,91898,45
60453.0,"Aiken CCD, Aiken County, South Carolina",003,90026,45
43158.0,"Jackson CCD, Aiken County, South Carolina",003,91651,45
50895.0,"Beech Island CCD, Aiken County, South Carolina",003,90208,45
63807.0,"New Ellenton CCD, Aiken County, South Carolina",003,92379,45
51009.0,"North Augusta CCD, Aiken County, South Carolina",003,92418,45
50833.0,"Salley CCD, Aiken County, South Carolina",003,92977,45
38885.0,"Wagener CCD, Aiken County, South Carolina",003,93562,45
39447.0,"Monetta CCD, Aiken County, South Carolina",003,92223,45
42485.0,"Windsor CCD, Aiken County, South Carolina",003,93744,45
41000.0,"Fairfax CCD, Allendale County, South Carolina",005,91092,45
41250.0,"Millett CCD, Allendale County, South Carolina",005,92197,45
25250.0,"Allendale CCD, Allendale County, South Carolina",005,90052,45
36932.0,"Sycamore CCD, Allendale County, South Carolina",005,93367,45
39635.0,"Whitmire CCD, Newberry County, South Carolina",071,93705,45
46705.0,"Newberry CCD, Newberry County, South Carolina",071,92366,45
56369.0,"Pomaria CCD, Newberry County, South Carolina",071,92704,45
46590.0,"Barnwell CCD, Barnwell County, South Carolina",011,90143,45
45833.0,"Mountain Rest CCD, Oconee County, South Carolina",073,92249,45
45248.0,"Walhalla CCD, Oconee County, South Carolina",073,93575,45
58920.0,"Salem CCD, Oconee County, South Carolina",073,92964,45
50379.0,"Oakway CCD, Oconee County, South Carolina",073,92457,45
44634.0,"Cades CCD, Williamsburg County, South Carolina",089,90442,45
40000.0,"Blackville CCD, Barnwell County, South Carolina",011,90286,45
51799.0,"Williston CCD, Barnwell County, South Carolina",011,93731,45
50509.0,"Kline-Snelling CCD, Barnwell County, South Carolina",011,91794,45
62259.0,"Goose Creek-Hanahan CCD, Berkeley County, South Carolina",015,91274,45
56790.0,"Edisto Island CCD, Charleston County, South Carolina",019,90988,45
78237.0,"James Island CCD, Charleston County, South Carolina",019,91664,45
74878.0,"Johns Island CCD, Charleston County, South Carolina",019,91703,45
92140.0,"Mount Pleasant CCD, Charleston County, South Carolina",019,92301,45
77813.0,"McClellanville CCD, Charleston County, South Carolina",019,92080,45
72500.0,"Wadmalaw Island CCD, Charleston County, South Carolina",019,93549,45
47868.0,"Lake Swamp CCD, Darlington County, South Carolina",031,91820,45
38042.0,"Darlington CCD, Darlington County, South Carolina",031,90858,45
37070.0,"Lamar CCD, Darlington County, South Carolina",031,91846,45
52761.0,"North Hartsville CCD, Darlington County, South Carolina",031,92431,45
41905.0,"Society Hill CCD, Darlington County, South Carolina",031,93185,45
56178.0,"Hartsville CCD, Darlington County, South Carolina",031,91469,45
38047.0,"Andrews CCD, Georgetown County, South Carolina",043,90078,45
39276.0,"Plantersville CCD, Georgetown County, South Carolina",043,92665,45
42667.0,"Pleasant Hill-Folly Grove CCD, Georgetown County, South Carolina",043,92678,45
46196.0,"Bennettsville CCD, Marlboro County, South Carolina",069,90234,45
41729.0,"Wallace CCD, Marlboro County, South Carolina",069,93588,45
59976.0,"Georgetown CCD, Georgetown County, South Carolina",043,91248,45
29167.0,"McColl CCD, Marlboro County, South Carolina",069,92093,45
46364.0,"Clio CCD, Marlboro County, South Carolina",069,90676,45
36875.0,"Blenheim CCD, Marlboro County, South Carolina",069,90299,45
93829.0,"Fort Mill CCD, York County, South Carolina",091,91183,45
43932.0,"McConnells CCD, York County, South Carolina",091,92106,45
52994.0,"York CCD, York County, South Carolina",091,93822,45
68442.0,"Clover CCD, York County, South Carolina",091,90689,45
49438.0,"Hickory Grove CCD, York County, South Carolina",091,91521,45
59605.0,"Rock Hill CCD, York County, South Carolina",091,92886,45
37731.0,"Iva CCD, Anderson County, South Carolina",007,91638,45
47561.0,"Williamston-Pelzer CCD, Anderson County, South Carolina",007,93718,45
40595.0,"Honea Path CCD, Anderson County, South Carolina",007,91560,45
47054.0,"Anderson CCD, Anderson County, South Carolina",007,90065,45
37487.0,"Belton CCD, Anderson County, South Carolina",007,90221,45
37849.0,"Starr CCD, Anderson County, South Carolina",007,93224,45
54460.0,"Pendleton CCD, Anderson County, South Carolina",007,92626,45
53862.0,"Prosperity CCD, Newberry County, South Carolina",071,92756,45
60750.0,"Chappells CCD, Newberry County, South Carolina",071,90559,45
46875.0,"Trenton CCD, Edgefield County, South Carolina",037,93445,45
88573.0,"Pleasant Lane CCD, Edgefield County, South Carolina",037,92691,45
58658.0,"Edgefield CCD, Edgefield County, South Carolina",037,90975,45
51583.0,"Johnston CCD, Edgefield County, South Carolina",037,91729,45
34000.0,"Chester West CCD, Chester County, South Carolina",023,90637,45
36328.0,"Great Falls CCD, Chester County, South Carolina",023,91326,45
66726.0,"Richburg CCD, Chester County, South Carolina",023,92821,45
47254.0,"Chester CCD, Chester County, South Carolina",023,90611,45
41767.0,"Summerton CCD, Clarendon County, South Carolina",027,93263,45
47426.0,"Alcolu CCD, Clarendon County, South Carolina",027,90039,45
58512.0,"Sardinia CCD, Clarendon County, South Carolina",027,93055,45
55000.0,"Manning East CCD, Clarendon County, South Carolina",027,92158,45
48516.0,"Turbeville CCD, Clarendon County, South Carolina",027,93484,45
53385.0,"Paxville CCD, Clarendon County, South Carolina",027,92600,45
