B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
97.0,82.0,15.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
968.0,836.0,132.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
440.0,193.0,247.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
220.0,210.0,10.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
995.0,374.0,621.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
1804.0,837.0,967.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
450.0,450.0,0.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
1050.0,801.0,249.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
34.0,26.0,8.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
50.0,41.0,9.0,"Milton CCD, Sussex County, Delaware",005,92664,10
1425.0,627.0,798.0,"New Castle CCD, New Castle County, Delaware",003,92812,10
14.0,10.0,4.0,"Bridgeville-Greenwood CCD, Sussex County, Delaware",005,90296,10
219.0,148.0,71.0,"Lewes CCD, Sussex County, Delaware",005,91776,10
56.0,34.0,22.0,"Millsboro CCD, Sussex County, Delaware",005,92516,10
93.0,89.0,4.0,"Seaford CCD, Sussex County, Delaware",005,93404,10
146.0,126.0,20.0,"Milford South CCD, Sussex County, Delaware",005,92368,10
59.0,30.0,29.0,"Georgetown CCD, Sussex County, Delaware",005,91036,10
11.0,11.0,0.0,"Kenton CCD, Kent County, Delaware",001,91480,10
23.0,23.0,0.0,"Milford North CCD, Kent County, Delaware",001,92220,10
18.0,13.0,5.0,"Harrington CCD, Kent County, Delaware",001,91332,10
0.0,0.0,0.0,"Felton CCD, Kent County, Delaware",001,90888,10
952.0,596.0,356.0,"Dover CCD, Kent County, Delaware",001,90740,10
64.0,64.0,0.0,"Central Kent CCD, Kent County, Delaware",001,90444,10
176.0,176.0,0.0,"Smyrna CCD, Kent County, Delaware",001,93700,10
1660.0,683.0,977.0,"Newark CCD, New Castle County, Delaware",003,92738,10
1065.0,806.0,259.0,"Glasgow CCD, New Castle County, Delaware",003,91110,10
89.0,86.0,3.0,"Selbyville-Frankford CCD, Sussex County, Delaware",005,93552,10
