B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
2421.0,1506.0,1506.0,1500.0,6.0,0.0,915.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
2350.0,1399.0,1399.0,1262.0,137.0,0.0,951.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
7960.0,3853.0,3853.0,3532.0,321.0,0.0,4107.0,"Baxley CCD, Appling County, Georgia",001,90240,13
6204.0,2978.0,2978.0,2845.0,133.0,0.0,3226.0,"Alma CCD, Bacon County, Georgia",005,90072,13
3915.0,2025.0,2025.0,1941.0,84.0,0.0,1890.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
5225.0,2695.0,2695.0,2443.0,252.0,0.0,2530.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
5245.0,2253.0,2253.0,2046.0,207.0,0.0,2992.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
2726.0,1404.0,1404.0,1158.0,246.0,0.0,1322.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
29406.0,20288.0,20288.0,19398.0,890.0,0.0,9118.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
14864.0,8208.0,8208.0,7754.0,454.0,0.0,6656.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
1181.0,638.0,638.0,612.0,26.0,0.0,543.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
4996.0,2944.0,2944.0,2793.0,151.0,0.0,2052.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
5559.0,2909.0,2909.0,2673.0,236.0,0.0,2650.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
516.0,294.0,294.0,294.0,0.0,0.0,222.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
427.0,319.0,319.0,277.0,42.0,0.0,108.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
1336.0,815.0,815.0,774.0,41.0,0.0,521.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
1198.0,593.0,593.0,501.0,92.0,0.0,605.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
12156.0,7697.0,7657.0,7176.0,481.0,40.0,4459.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
3795.0,1575.0,1573.0,1495.0,78.0,2.0,2220.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
3076.0,1196.0,1191.0,1096.0,95.0,5.0,1880.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
1133.0,625.0,625.0,588.0,37.0,0.0,508.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
11485.0,6291.0,6291.0,5980.0,311.0,0.0,5194.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
4809.0,2282.0,2282.0,2142.0,140.0,0.0,2527.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
2215.0,1235.0,1235.0,1154.0,81.0,0.0,980.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
1244.0,654.0,654.0,611.0,43.0,0.0,590.0,"Salem CCD, Upson County, Georgia",293,92671,13
2242.0,1246.0,1246.0,1206.0,40.0,0.0,996.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
3331.0,1677.0,1677.0,1632.0,45.0,0.0,1654.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
8924.0,5183.0,5183.0,4892.0,291.0,0.0,3741.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
15955.0,8619.0,8606.0,7458.0,1148.0,13.0,7336.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
2578.0,1362.0,1362.0,1300.0,62.0,0.0,1216.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
77251.0,42887.0,42757.0,38049.0,4708.0,130.0,34364.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
5693.0,2639.0,2639.0,2393.0,246.0,0.0,3054.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
585.0,307.0,307.0,307.0,0.0,0.0,278.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
19796.0,11914.0,11881.0,10911.0,970.0,33.0,7882.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
4656.0,2778.0,2778.0,2529.0,249.0,0.0,1878.0,"Worthville CCD, Butts County, Georgia",035,93438,13
4555.0,1096.0,1096.0,1003.0,93.0,0.0,3459.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
2630.0,1427.0,1427.0,1350.0,77.0,0.0,1203.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
27217.0,13884.0,13814.0,12353.0,1461.0,70.0,13333.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
5807.0,2909.0,2909.0,2543.0,366.0,0.0,2898.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
6389.0,3988.0,3911.0,3702.0,209.0,77.0,2401.0,"Trenton CCD, Dade County, Georgia",083,93084,13
24344.0,15943.0,14041.0,12898.0,1143.0,1902.0,8401.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
4271.0,2727.0,2727.0,2587.0,140.0,0.0,1544.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
2436.0,1627.0,1627.0,1558.0,69.0,0.0,809.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
3317.0,1617.0,1600.0,1462.0,138.0,17.0,1700.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
4624.0,2464.0,2464.0,2300.0,164.0,0.0,2160.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
7527.0,4855.0,4855.0,4382.0,473.0,0.0,2672.0,"South Newton CCD, Newton County, Georgia",217,92810,13
38707.0,26774.0,26758.0,25556.0,1202.0,16.0,11933.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
2321.0,1284.0,1284.0,1191.0,93.0,0.0,1037.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
45038.0,31500.0,30193.0,28160.0,2033.0,1307.0,13538.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
