B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
22434.0,19955.0,157.0,101.0,153.0,0.0,34.0,516.0,1518.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
620.0,557.0,0.0,22.0,0.0,0.0,0.0,4.0,37.0,"Agate CCD, Elbert County, Colorado",039,90019,08
340.0,309.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
1499.0,1433.0,0.0,4.0,0.0,0.0,0.0,13.0,49.0,"Simla CCD, Elbert County, Colorado",039,93325,08
548.0,349.0,93.0,35.0,0.0,0.0,0.0,0.0,71.0,"Model CCD, Las Animas County, Colorado",071,92508,08
188.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
1019.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
1237.0,841.0,0.0,0.0,17.0,0.0,0.0,19.0,360.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
10819.0,5124.0,19.0,257.0,97.0,0.0,3.0,146.0,5173.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
5101.0,3630.0,46.0,0.0,0.0,0.0,0.0,81.0,1344.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
4005.0,3240.0,0.0,24.0,0.0,0.0,0.0,12.0,729.0,"Wray CCD, Yuma County, Colorado",125,93914,08
981.0,883.0,10.0,15.0,4.0,0.0,0.0,7.0,62.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
851.0,777.0,2.0,0.0,11.0,3.0,0.0,0.0,58.0,"Yampa CCD, Routt County, Colorado",107,93933,08
2570.0,2185.0,9.0,71.0,3.0,0.0,0.0,54.0,248.0,"Hayden CCD, Routt County, Colorado",107,91729,08
17678.0,15875.0,169.0,26.0,243.0,0.0,11.0,104.0,1250.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
3260.0,3028.0,12.0,18.0,5.0,0.0,53.0,18.0,126.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
12263.0,8218.0,225.0,6.0,22.0,46.0,17.0,123.0,3606.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
17459.0,16139.0,29.0,72.0,107.0,0.0,203.0,357.0,552.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
334.0,313.0,2.0,1.0,1.0,0.0,0.0,3.0,14.0,"Arriba CCD, Lincoln County, Colorado",073,90133,08
505.0,436.0,0.0,0.0,2.0,0.0,1.0,9.0,57.0,"Karval CCD, Lincoln County, Colorado",073,91919,08
3700.0,2033.0,485.0,40.0,2.0,14.0,0.0,6.0,1120.0,"Limon CCD, Lincoln County, Colorado",073,92261,08
6754.0,6178.0,68.0,2.0,66.0,19.0,0.0,115.0,306.0,"Idaho Springs CCD, Clear Creek County, Colorado",019,91843,08
2503.0,2142.0,13.0,8.0,14.0,0.0,0.0,65.0,261.0,"Georgetown CCD, Clear Creek County, Colorado",019,91463,08
1090.0,740.0,0.0,22.0,9.0,0.0,38.0,28.0,253.0,"Mosca-Hooper CCD, Alamosa County, Colorado",003,92584,08
15255.0,7208.0,264.0,184.0,159.0,26.0,0.0,179.0,7235.0,"Alamosa CCD, Alamosa County, Colorado",003,90076,08
13999.0,10457.0,168.0,65.0,182.0,0.0,0.0,86.0,3041.0,"Delta CCD, Delta County, Colorado",029,90988,08
3567.0,2999.0,0.0,126.0,5.0,0.0,5.0,106.0,326.0,"Paonia CCD, Delta County, Colorado",029,92831,08
7869.0,6878.0,27.0,53.0,55.0,0.0,0.0,80.0,776.0,"Cedaredge CCD, Delta County, Colorado",029,90532,08
4782.0,4328.0,0.0,35.0,2.0,0.0,0.0,35.0,382.0,"Hotchkiss CCD, Delta County, Colorado",029,91786,08
3471.0,3176.0,4.0,0.0,75.0,0.0,0.0,59.0,157.0,"Cotopaxi CCD, Fremont County, Colorado",043,90836,08
3860.0,3557.0,17.0,0.0,48.0,0.0,7.0,8.0,223.0,"Penrose-Portland CCD, Fremont County, Colorado",043,92888,08
9562.0,6434.0,831.0,282.0,122.0,24.0,0.0,204.0,1665.0,"Florence CCD, Fremont County, Colorado",043,91311,08
115330.0,51199.0,2342.0,568.0,861.0,115.0,229.0,1900.0,58116.0,"Pueblo CCD, Pueblo County, Colorado",101,92983,08
4372.0,3545.0,4.0,7.0,48.0,0.0,0.0,105.0,663.0,"Colorado City-Rye CCD, Pueblo County, Colorado",101,90722,08
717.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,"Huerfano Valley CCD, Pueblo County, Colorado",101,91805,08
8728.0,5613.0,24.0,29.0,24.0,0.0,9.0,157.0,2872.0,"St. Charles Mesa CCD, Pueblo County, Colorado",101,93154,08
30961.0,22680.0,220.0,225.0,208.0,0.0,72.0,695.0,6861.0,"Pueblo West CCD, Pueblo County, Colorado",101,93002,08
2766.0,1660.0,0.0,7.0,0.0,19.0,0.0,25.0,1055.0,"Avondale CCD, Pueblo County, Colorado",101,90209,08
494.0,409.0,4.0,1.0,0.0,0.0,0.0,1.0,79.0,"Northeast Pueblo CCD, Pueblo County, Colorado",101,92660,08
31696.0,24050.0,142.0,193.0,284.0,122.0,22.0,416.0,6467.0,"Montrose CCD, Montrose County, Colorado",085,92546,08
2203.0,2075.0,17.0,0.0,1.0,0.0,0.0,33.0,77.0,"Nucla CCD, Montrose County, Colorado",085,92698,08
7009.0,5055.0,0.0,17.0,3.0,0.0,55.0,56.0,1823.0,"Olathe CCD, Montrose County, Colorado",085,92736,08
851.0,712.0,0.0,4.0,5.0,0.0,0.0,7.0,123.0,"Weldona CCD, Morgan County, Colorado",087,93781,08
8194.0,5452.0,27.0,28.0,0.0,23.0,0.0,109.0,2555.0,"Brush CCD, Morgan County, Colorado",087,90418,08
16185.0,8237.0,797.0,21.0,134.0,7.0,0.0,183.0,6806.0,"Fort Morgan CCD, Morgan County, Colorado",087,91368,08
2893.0,2261.0,0.0,22.0,13.0,0.0,0.0,26.0,571.0,"Wiggins CCD, Morgan County, Colorado",087,93876,08
14374.0,12828.0,13.0,179.0,109.0,125.0,35.0,186.0,899.0,"Fairplay CCD, Park County, Colorado",093,91254,08
2526.0,2326.0,0.0,0.0,62.0,0.0,0.0,46.0,92.0,"Lake George CCD, Park County, Colorado",093,92128,08
2951.0,931.0,0.0,39.0,7.0,0.0,0.0,9.0,1965.0,"Center CCD, Saguache County, Colorado",109,90551,08
159.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"Cochetopa CCD, Saguache County, Colorado",109,90684,08
3228.0,2663.0,0.0,23.0,63.0,0.0,0.0,157.0,322.0,"Saguache CCD, Saguache County, Colorado",109,93135,08
24274.0,20873.0,23.0,372.0,122.0,9.0,0.0,251.0,2624.0,"Fruita CCD, Mesa County, Colorado",077,91425,08
28690.0,23270.0,229.0,98.0,83.0,9.0,78.0,694.0,4229.0,"Clifton CCD, Mesa County, Colorado",077,90665,08
87607.0,69806.0,707.0,388.0,817.0,124.0,178.0,1651.0,13936.0,"Grand Junction CCD, Mesa County, Colorado",077,91596,08
901.0,836.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,"De Beque CCD, Mesa County, Colorado",077,90950,08
2153.0,1860.0,49.0,8.0,8.0,7.0,0.0,21.0,200.0,"Collbran CCD, Mesa County, Colorado",077,90703,08
2250.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,"Glade Park-Gateway CCD, Mesa County, Colorado",077,91501,08
807.0,255.0,0.0,0.0,13.0,0.0,0.0,0.0,539.0,"Granada CCD, Prowers County, Colorado",099,91558,08
9707.0,6081.0,48.0,0.0,33.0,0.0,0.0,184.0,3361.0,"Lamar CCD, Prowers County, Colorado",099,92147,08
217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Two Butte Creek CCD, Prowers County, Colorado",099,93667,08
85248.0,52838.0,7533.0,445.0,2552.0,1190.0,249.0,4660.0,15781.0,"Fountain CCD, El Paso County, Colorado",041,91387,08
1353.0,701.0,0.0,20.0,32.0,0.0,0.0,7.0,593.0,"Holly CCD, Prowers County, Colorado",099,91748,08
820.0,745.0,0.0,13.0,0.0,0.0,0.0,13.0,49.0,"Lake City CCD, Hinsdale County, Colorado",053,92109,08
70204.0,48504.0,4376.0,121.0,2696.0,175.0,134.0,2866.0,11332.0,"Elsmere CCD, El Paso County, Colorado",041,91197,08
3517.0,3211.0,27.0,0.0,32.0,0.0,0.0,101.0,146.0,"Pikes Peak CCD, El Paso County, Colorado",041,92907,08
10259.0,8618.0,62.0,6.0,461.0,0.0,21.0,320.0,771.0,"Cheyenne Mountain CCD, El Paso County, Colorado",041,90627,08
500.0,482.0,0.0,2.0,0.0,0.0,0.0,10.0,6.0,"Cope CCD, Washington County, Colorado",121,90798,08
14678.0,11335.0,469.0,13.0,138.0,40.0,0.0,941.0,1742.0,"Southeastern El Paso CCD, El Paso County, Colorado",041,93420,08
77162.0,63938.0,2086.0,266.0,1939.0,6.0,137.0,2691.0,6099.0,"Black Forest-Peyton CCD, El Paso County, Colorado",041,90304,08
393904.0,267277.0,23903.0,1533.0,10101.0,913.0,1211.0,15460.0,73506.0,"Colorado Springs CCD, El Paso County, Colorado",041,90741,08
19854.0,16052.0,680.0,58.0,353.0,103.0,0.0,656.0,1952.0,"Monument CCD, El Paso County, Colorado",041,92565,08
2870.0,2369.0,39.0,4.0,22.0,0.0,0.0,12.0,424.0,"Akron CCD, Washington County, Colorado",121,90057,08
953.0,903.0,6.0,0.0,0.0,0.0,0.0,17.0,27.0,"Otis CCD, Washington County, Colorado",121,92774,08
11815.0,10560.0,56.0,4.0,251.0,107.0,47.0,34.0,756.0,"Granby CCD, Grand County, Colorado",049,91577,08
2978.0,2289.0,0.0,0.0,28.0,0.0,214.0,9.0,438.0,"Kremmling CCD, Grand County, Colorado",049,92033,08
