B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
35835.0,18460.0,124.0,7.0,30.0,195.0,197.0,211.0,426.0,103.0,6112.0,1431.0,3710.0,1632.0,2649.0,1171.0,307.0,155.0,17375.0,111.0,6.0,68.0,134.0,233.0,208.0,388.0,291.0,4680.0,1339.0,3658.0,1741.0,2906.0,1421.0,152.0,39.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
5413.0,2786.0,0.0,16.0,0.0,17.0,4.0,37.0,22.0,16.0,937.0,258.0,600.0,186.0,468.0,194.0,18.0,13.0,2627.0,2.0,0.0,3.0,9.0,5.0,30.0,0.0,0.0,424.0,156.0,465.0,304.0,930.0,285.0,0.0,14.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
1590.0,779.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,290.0,47.0,131.0,37.0,217.0,26.0,5.0,15.0,811.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,164.0,12.0,146.0,36.0,266.0,167.0,11.0,0.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
979.0,502.0,10.0,7.0,0.0,7.0,7.0,9.0,14.0,0.0,238.0,34.0,57.0,40.0,44.0,18.0,17.0,0.0,477.0,9.0,0.0,3.0,0.0,11.0,20.0,7.0,0.0,190.0,48.0,75.0,28.0,33.0,27.0,26.0,0.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
4125.0,2372.0,0.0,0.0,4.0,8.0,33.0,45.0,71.0,6.0,1130.0,69.0,499.0,148.0,229.0,124.0,0.0,6.0,1753.0,0.0,12.0,24.0,0.0,2.0,5.0,35.0,0.0,530.0,59.0,466.0,132.0,355.0,133.0,0.0,0.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
629.0,366.0,0.0,4.0,5.0,6.0,8.0,15.0,13.0,0.0,206.0,37.0,35.0,8.0,15.0,12.0,0.0,2.0,263.0,2.0,5.0,6.0,8.0,4.0,4.0,10.0,0.0,106.0,32.0,49.0,15.0,14.0,8.0,0.0,0.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
789.0,413.0,0.0,5.0,4.0,7.0,6.0,6.0,15.0,5.0,207.0,19.0,81.0,9.0,32.0,17.0,0.0,0.0,376.0,9.0,7.0,0.0,17.0,4.0,6.0,6.0,0.0,149.0,22.0,64.0,15.0,34.0,16.0,27.0,0.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
4473.0,2570.0,20.0,1.0,7.0,77.0,41.0,44.0,58.0,8.0,865.0,221.0,558.0,226.0,244.0,165.0,21.0,14.0,1903.0,0.0,3.0,10.0,36.0,13.0,31.0,24.0,7.0,617.0,126.0,446.0,161.0,205.0,205.0,18.0,1.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
2054.0,1098.0,4.0,20.0,12.0,21.0,9.0,28.0,29.0,14.0,525.0,57.0,215.0,44.0,82.0,33.0,1.0,4.0,956.0,4.0,14.0,8.0,37.0,9.0,24.0,25.0,8.0,299.0,57.0,229.0,51.0,113.0,77.0,1.0,0.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
767.0,432.0,3.0,3.0,7.0,19.0,7.0,35.0,26.0,11.0,190.0,39.0,70.0,7.0,10.0,5.0,0.0,0.0,335.0,1.0,2.0,4.0,10.0,1.0,14.0,22.0,7.0,111.0,23.0,55.0,33.0,21.0,31.0,0.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
