B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
1365.0,255.0,115.0,74.0,85.0,84.0,125.0,63.0,50.0,41.0,117.0,133.0,124.0,52.0,38.0,9.0,0.0,"Stilwell East CCD, Adair County, Oklahoma",001,93250,40
1066.0,152.0,79.0,89.0,49.0,136.0,121.0,51.0,33.0,14.0,70.0,58.0,122.0,38.0,35.0,4.0,15.0,"Westville CCD, Adair County, Oklahoma",001,93796,40
591.0,74.0,52.0,33.0,60.0,36.0,30.0,35.0,19.0,45.0,54.0,56.0,59.0,14.0,11.0,8.0,5.0,"Watts CCD, Adair County, Oklahoma",001,93588,40
753.0,69.0,37.0,81.0,51.0,84.0,52.0,55.0,29.0,31.0,54.0,56.0,78.0,47.0,12.0,4.0,13.0,"Stilwell West CCD, Adair County, Oklahoma",001,93263,40
754.0,70.0,67.0,76.0,104.0,37.0,52.0,52.0,16.0,16.0,71.0,85.0,43.0,37.0,19.0,9.0,0.0,"Konawa CCD, Seminole County, Oklahoma",133,91612,40
658.0,48.0,25.0,89.0,45.0,24.0,54.0,46.0,38.0,30.0,66.0,74.0,55.0,35.0,17.0,4.0,8.0,"Seminole South CCD, Seminole County, Oklahoma",133,92795,40
1841.0,154.0,164.0,171.0,132.0,185.0,97.0,84.0,104.0,87.0,160.0,111.0,180.0,107.0,39.0,38.0,28.0,"Wewoka CCD, Seminole County, Oklahoma",133,93835,40
3404.0,332.0,219.0,197.0,278.0,232.0,144.0,212.0,140.0,158.0,283.0,378.0,355.0,234.0,95.0,47.0,100.0,"Seminole North CCD, Seminole County, Oklahoma",133,92782,40
668.0,62.0,47.0,44.0,35.0,23.0,26.0,33.0,35.0,18.0,48.0,93.0,82.0,54.0,32.0,21.0,15.0,"Velma-Alma CCD, Stephens County, Oklahoma",137,93432,40
2941.0,269.0,183.0,108.0,207.0,163.0,133.0,177.0,188.0,43.0,246.0,206.0,438.0,209.0,189.0,95.0,87.0,"Marlow CCD, Stephens County, Oklahoma",137,91781,40
2005.0,122.0,106.0,94.0,211.0,116.0,159.0,113.0,132.0,55.0,179.0,210.0,246.0,129.0,50.0,52.0,31.0,"Comanche CCD, Stephens County, Oklahoma",137,90650,40
9216.0,745.0,553.0,629.0,614.0,481.0,553.0,555.0,478.0,424.0,685.0,861.0,1190.0,622.0,280.0,256.0,290.0,"Duncan CCD, Stephens County, Oklahoma",137,90780,40
157.0,11.0,12.0,5.0,9.0,13.0,13.0,8.0,11.0,3.0,9.0,14.0,24.0,7.0,5.0,11.0,2.0,"Keyes CCD, Cimarron County, Oklahoma",025,91560,40
667.0,48.0,31.0,44.0,29.0,47.0,50.0,42.0,30.0,37.0,70.0,65.0,88.0,40.0,14.0,7.0,25.0,"Boise City CCD, Cimarron County, Oklahoma",025,90286,40
1203.0,63.0,101.0,55.0,45.0,78.0,65.0,38.0,62.0,15.0,173.0,136.0,121.0,109.0,56.0,46.0,40.0,"Watonga CCD, Blaine County, Oklahoma",011,93575,40
638.0,36.0,48.0,34.0,46.0,25.0,54.0,37.0,29.0,23.0,32.0,25.0,139.0,53.0,31.0,16.0,10.0,"Canton CCD, Blaine County, Oklahoma",011,90416,40
670.0,52.0,57.0,46.0,58.0,11.0,27.0,56.0,36.0,26.0,32.0,56.0,77.0,55.0,34.0,22.0,25.0,"Geary CCD, Blaine County, Oklahoma",011,91170,40
665.0,57.0,57.0,17.0,42.0,24.0,41.0,32.0,81.0,41.0,64.0,71.0,38.0,53.0,27.0,17.0,3.0,"Okeene CCD, Blaine County, Oklahoma",011,92392,40
10867.0,924.0,560.0,567.0,548.0,668.0,620.0,428.0,399.0,518.0,956.0,1338.0,1322.0,826.0,434.0,301.0,458.0,"Ardmore CCD, Carter County, Oklahoma",019,90156,40
1054.0,67.0,54.0,52.0,97.0,34.0,64.0,50.0,39.0,74.0,85.0,129.0,144.0,85.0,28.0,11.0,41.0,"Wilson CCD, Carter County, Oklahoma",019,93861,40
666.0,43.0,31.0,40.0,39.0,11.0,32.0,49.0,29.0,61.0,65.0,93.0,57.0,30.0,30.0,32.0,24.0,"Ardmore North CCD, Carter County, Oklahoma",019,90169,40
