B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
11.0,11.0,0.0,"Redding town, Fairfield County, Connecticut",001,63480,09
2822.0,1789.0,1033.0,"Stratford town, Fairfield County, Connecticut",001,74190,09
6661.0,2044.0,4617.0,"Stamford town, Fairfield County, Connecticut",001,73070,09
181.0,6.0,175.0,"New Canaan town, Fairfield County, Connecticut",001,50580,09
31.0,31.0,0.0,"New Fairfield town, Fairfield County, Connecticut",001,50860,09
48.0,48.0,0.0,"Newtown town, Fairfield County, Connecticut",001,52980,09
11.0,11.0,0.0,"Weston town, Fairfield County, Connecticut",001,83430,09
0.0,0.0,0.0,"County subdivisions not defined, Fairfield County, Connecticut",001,00000,09
0.0,0.0,0.0,"Easton town, Fairfield County, Connecticut",001,23890,09
38.0,38.0,0.0,"Wilton town, Fairfield County, Connecticut",001,86370,09
17346.0,6868.0,10478.0,"Bridgeport town, Fairfield County, Connecticut",001,08070,09
17.0,0.0,17.0,"Darien town, Fairfield County, Connecticut",001,18850,09
260.0,143.0,117.0,"Fairfield town, Fairfield County, Connecticut",001,26620,09
115.0,51.0,64.0,"Bethel town, Fairfield County, Connecticut",001,04720,09
68.0,48.0,20.0,"Ridgefield town, Fairfield County, Connecticut",001,63970,09
217.0,139.0,78.0,"Shelton town, Fairfield County, Connecticut",001,68170,09
41.0,13.0,28.0,"Westport town, Fairfield County, Connecticut",001,83500,09
1757.0,746.0,1011.0,"Danbury town, Fairfield County, Connecticut",001,18500,09
73.0,23.0,50.0,"Beacon Falls town, New Haven County, Connecticut",009,03250,09
4055.0,1645.0,2410.0,"West Haven town, New Haven County, Connecticut",009,82870,09
12.0,12.0,0.0,"Bethany town, New Haven County, Connecticut",009,04580,09
218.0,196.0,22.0,"East Haven town, New Haven County, Connecticut",009,22910,09
58.0,28.0,30.0,"Guilford town, New Haven County, Connecticut",009,34950,09
34.0,22.0,12.0,"Madison town, New Haven County, Connecticut",009,44560,09
15.0,0.0,15.0,"Middlebury town, New Haven County, Connecticut",009,46940,09
132.0,124.0,8.0,"Wolcott town, New Haven County, Connecticut",009,87560,09
380.0,176.0,204.0,"Wallingford town, New Haven County, Connecticut",009,78740,09
59.0,59.0,0.0,"Woodbridge town, New Haven County, Connecticut",009,87700,09
842.0,314.0,528.0,"Ansonia town, New Haven County, Connecticut",009,01220,09
873.0,396.0,477.0,"Naugatuck town, New Haven County, Connecticut",009,49950,09
66.0,57.0,9.0,"Orange town, New Haven County, Connecticut",009,57600,09
76.0,16.0,60.0,"Oxford town, New Haven County, Connecticut",009,58300,09
105.0,80.0,25.0,"Prospect town, New Haven County, Connecticut",009,62290,09
0.0,0.0,0.0,"County subdivisions not defined, New Haven County, Connecticut",009,00000,09
186.0,95.0,91.0,"Branford town, New Haven County, Connecticut",009,07310,09
351.0,73.0,278.0,"Derby town, New Haven County, Connecticut",009,19550,09
2567.0,1188.0,1379.0,"Meriden town, New Haven County, Connecticut",009,46520,09
17095.0,4553.0,12542.0,"New Haven town, New Haven County, Connecticut",009,52070,09
89.0,69.0,20.0,"Southbury town, New Haven County, Connecticut",009,69640,09
47.0,47.0,0.0,"Cheshire town, New Haven County, Connecticut",009,14160,09
84.0,84.0,0.0,"North Branford town, New Haven County, Connecticut",009,53890,09
0.0,0.0,0.0,"Sherman town, Fairfield County, Connecticut",001,68310,09
5015.0,2541.0,2474.0,"Hamden town, New Haven County, Connecticut",009,35650,09
4803.0,1961.0,2842.0,"Norwalk town, Fairfield County, Connecticut",001,56060,09
65.0,49.0,16.0,"Brookfield town, Fairfield County, Connecticut",001,08980,09
473.0,266.0,207.0,"Trumbull town, Fairfield County, Connecticut",001,77200,09
139.0,90.0,49.0,"Seymour town, New Haven County, Connecticut",009,67610,09
7494.0,2492.0,5002.0,"Waterbury town, New Haven County, Connecticut",009,80070,09
301.0,199.0,102.0,"North Haven town, New Haven County, Connecticut",009,54870,09
544.0,303.0,241.0,"Milford town, New Haven County, Connecticut",009,47535,09
0.0,0.0,0.0,"Harwinton town, Litchfield County, Connecticut",005,37280,09
0.0,0.0,0.0,"Morris town, Litchfield County, Connecticut",005,49460,09
87.0,75.0,12.0,"Plymouth town, Litchfield County, Connecticut",005,60750,09
0.0,0.0,0.0,"Sharon town, Litchfield County, Connecticut",005,67960,09
23.0,0.0,23.0,"Thomaston town, Litchfield County, Connecticut",005,75730,09
31.0,31.0,0.0,"Salisbury town, Litchfield County, Connecticut",005,66420,09
298.0,149.0,149.0,"Torrington town, Litchfield County, Connecticut",005,76570,09
0.0,0.0,0.0,"Cornwall town, Litchfield County, Connecticut",005,17240,09
0.0,0.0,0.0,"Goshen town, Litchfield County, Connecticut",005,32290,09
142.0,71.0,71.0,"New Milford town, Litchfield County, Connecticut",005,52630,09
64.0,58.0,6.0,"Watertown town, Litchfield County, Connecticut",005,80490,09
0.0,0.0,0.0,"Colebrook town, Litchfield County, Connecticut",005,16050,09
19.0,12.0,7.0,"Woodbury town, Litchfield County, Connecticut",005,87910,09
13.0,13.0,0.0,"Bridgewater town, Litchfield County, Connecticut",005,08210,09
24.0,24.0,0.0,"Canaan town, Litchfield County, Connecticut",005,10940,09
0.0,0.0,0.0,"Bethlehem town, Litchfield County, Connecticut",005,04930,09
24.0,16.0,8.0,"Litchfield town, Litchfield County, Connecticut",005,43370,09
0.0,0.0,0.0,"Warren town, Litchfield County, Connecticut",005,79510,09
0.0,0.0,0.0,"Norfolk town, Litchfield County, Connecticut",005,53470,09
21.0,8.0,13.0,"North Canaan town, Litchfield County, Connecticut",005,54030,09
0.0,0.0,0.0,"Roxbury town, Litchfield County, Connecticut",005,65930,09
149.0,83.0,66.0,"Winchester town, Litchfield County, Connecticut",005,86440,09
14.0,14.0,0.0,"New Hartford town, Litchfield County, Connecticut",005,51350,09
0.0,0.0,0.0,"Washington town, Litchfield County, Connecticut",005,79720,09
0.0,0.0,0.0,"Barkhamsted town, Litchfield County, Connecticut",005,02760,09
26.0,26.0,0.0,"Canton town, Hartford County, Connecticut",003,12270,09
533.0,232.0,301.0,"Enfield town, Hartford County, Connecticut",003,25990,09
481.0,156.0,325.0,"Newington town, Hartford County, Connecticut",003,52140,09
233.0,141.0,92.0,"Plainville town, Hartford County, Connecticut",003,60120,09
144.0,26.0,118.0,"Simsbury town, Hartford County, Connecticut",003,68940,09
257.0,231.0,26.0,"South Windsor town, Hartford County, Connecticut",003,71390,09
1322.0,497.0,825.0,"West Hartford town, Hartford County, Connecticut",003,82590,09
3463.0,2887.0,576.0,"Windsor town, Hartford County, Connecticut",003,87000,09
262.0,103.0,159.0,"Windsor Locks town, Hartford County, Connecticut",003,87070,09
359.0,224.0,135.0,"East Windsor town, Hartford County, Connecticut",003,24800,09
3410.0,1209.0,2201.0,"New Britain town, Hartford County, Connecticut",003,50440,09
1083.0,248.0,835.0,"Bristol town, Hartford County, Connecticut",003,08490,09
157.0,110.0,47.0,"Farmington town, Hartford County, Connecticut",003,27600,09
121.0,57.0,64.0,"Southington town, Hartford County, Connecticut",003,70550,09
48.0,48.0,0.0,"East Granby town, Hartford County, Connecticut",003,22070,09
29.0,10.0,19.0,"Avon town, Hartford County, Connecticut",003,02060,09
542.0,226.0,316.0,"Wethersfield town, Hartford County, Connecticut",003,84900,09
40.0,40.0,0.0,"Berlin town, Hartford County, Connecticut",003,04300,09
14.0,14.0,0.0,"Burlington town, Hartford County, Connecticut",003,10100,09
0.0,0.0,0.0,"Granby town, Hartford County, Connecticut",003,32640,09
0.0,0.0,0.0,"Hartland town, Hartford County, Connecticut",003,37140,09
4748.0,1856.0,2892.0,"East Hartford town, Hartford County, Connecticut",003,22630,09
17655.0,4618.0,13037.0,"Hartford town, Hartford County, Connecticut",003,37070,09
2629.0,964.0,1665.0,"Manchester town, Hartford County, Connecticut",003,44700,09
4648.0,3442.0,1206.0,"Bloomfield town, Hartford County, Connecticut",003,05910,09
257.0,105.0,152.0,"Glastonbury town, Hartford County, Connecticut",003,31240,09
79.0,55.0,24.0,"Suffield town, Hartford County, Connecticut",003,74540,09
73.0,73.0,0.0,"Marlborough town, Hartford County, Connecticut",003,45820,09
258.0,100.0,158.0,"Rocky Hill town, Hartford County, Connecticut",003,65370,09
0.0,0.0,0.0,"Chaplin town, Windham County, Connecticut",015,13810,09
25.0,9.0,16.0,"Canterbury town, Windham County, Connecticut",015,12130,09
111.0,94.0,17.0,"Plainfield town, Windham County, Connecticut",015,59980,09
0.0,0.0,0.0,"Thompson town, Windham County, Connecticut",015,75870,09
0.0,0.0,0.0,"Woodstock town, Windham County, Connecticut",015,88190,09
0.0,0.0,0.0,"Scotland town, Windham County, Connecticut",015,67400,09
15.0,15.0,0.0,"Pomfret town, Windham County, Connecticut",015,61030,09
306.0,44.0,262.0,"Windham town, Windham County, Connecticut",015,86790,09
45.0,45.0,0.0,"Ashford town, Windham County, Connecticut",015,01430,09
38.0,0.0,38.0,"Brooklyn town, Windham County, Connecticut",015,09190,09
164.0,146.0,18.0,"Killingly town, Windham County, Connecticut",015,40500,09
19.0,7.0,12.0,"Putnam town, Windham County, Connecticut",015,62710,09
28.0,28.0,0.0,"Sterling town, Windham County, Connecticut",015,73420,09
0.0,0.0,0.0,"Eastford town, Windham County, Connecticut",015,21860,09
5.0,5.0,0.0,"Hampton town, Windham County, Connecticut",015,36000,09
142.0,40.0,102.0,"Colchester town, New London County, Connecticut",011,15910,09
176.0,76.0,100.0,"Ledyard town, New London County, Connecticut",011,42600,09
1678.0,515.0,1163.0,"New London town, New London County, Connecticut",011,52350,09
21.0,21.0,0.0,"Bozrah town, New London County, Connecticut",011,06820,09
13.0,13.0,0.0,"Preston town, New London County, Connecticut",011,62150,09
0.0,0.0,0.0,"County subdivisions not defined, New London County, Connecticut",011,00000,09
2.0,2.0,0.0,"Franklin town, New London County, Connecticut",011,29910,09
14.0,14.0,0.0,"Lebanon town, New London County, Connecticut",011,42390,09
62.0,62.0,0.0,"Salem town, New London County, Connecticut",011,66210,09
208.0,163.0,45.0,"Waterford town, New London County, Connecticut",011,80280,09
72.0,72.0,0.0,"North Stonington town, New London County, Connecticut",011,55500,09
38.0,4.0,34.0,"Sprague town, New London County, Connecticut",011,71670,09
113.0,63.0,50.0,"Stonington town, New London County, Connecticut",011,73770,09
1610.0,264.0,1346.0,"Norwich town, New London County, Connecticut",011,56270,09
