B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
421.0,32.0,26.0,7.0,27.0,25.0,17.0,19.0,15.0,8.0,32.0,51.0,55.0,67.0,18.0,11.0,11.0,"Sunburst CCD, Toole County, Montana",101,93402,30
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,"Glacier National Park CCD, Glacier County, Montana",035,91460,30
15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,"Fort Peck Reservation CCD, Daniels County, Montana",019,91218,30
182.0,5.0,26.0,9.0,12.0,6.0,10.0,26.0,8.0,15.0,13.0,14.0,11.0,10.0,8.0,0.0,9.0,"Lavina CCD, Golden Valley County, Montana",037,92016,30
1013.0,21.0,144.0,39.0,135.0,49.0,48.0,3.0,62.0,23.0,84.0,75.0,91.0,105.0,49.0,36.0,49.0,"Cut Bank CCD, Glacier County, Montana",035,90777,30
975.0,32.0,34.0,26.0,19.0,98.0,74.0,40.0,45.0,35.0,65.0,106.0,165.0,63.0,71.0,59.0,43.0,"Baker CCD, Fallon County, Montana",025,90168,30
208.0,11.0,3.0,10.0,19.0,9.0,11.0,23.0,15.0,16.0,15.0,8.0,28.0,22.0,3.0,6.0,9.0,"Plevna CCD, Fallon County, Montana",025,92730,30
136.0,0.0,20.0,2.0,9.0,5.0,8.0,5.0,14.0,11.0,18.0,7.0,24.0,10.0,0.0,0.0,3.0,"Ryegate CCD, Golden Valley County, Montana",037,92940,30
382.0,22.0,18.0,23.0,22.0,33.0,22.0,30.0,7.0,21.0,37.0,47.0,60.0,23.0,6.0,9.0,2.0,"Stanford CCD, Judith Basin County, Montana",045,93318,30
200.0,23.0,19.0,5.0,19.0,17.0,9.0,11.0,6.0,10.0,18.0,17.0,7.0,18.0,5.0,7.0,9.0,"Geyser CCD, Judith Basin County, Montana",045,91407,30
297.0,20.0,7.0,26.0,24.0,10.0,14.0,16.0,21.0,1.0,18.0,52.0,31.0,24.0,18.0,4.0,11.0,"Hobson CCD, Judith Basin County, Montana",045,91785,30
13869.0,1532.0,1030.0,985.0,808.0,734.0,1100.0,613.0,558.0,578.0,1117.0,1219.0,1290.0,852.0,610.0,478.0,365.0,"Butte CCD, Silver Bow County, Montana",093,90483,30
829.0,28.0,10.0,15.0,23.0,55.0,52.0,14.0,42.0,14.0,52.0,133.0,107.0,144.0,52.0,72.0,16.0,"Park City CCD, Stillwater County, Montana",095,92604,30
1532.0,48.0,23.0,64.0,112.0,85.0,54.0,68.0,61.0,70.0,152.0,158.0,222.0,166.0,103.0,102.0,44.0,"Columbus CCD, Stillwater County, Montana",095,90693,30
977.0,26.0,50.0,49.0,32.0,27.0,91.0,84.0,79.0,25.0,56.0,70.0,152.0,119.0,32.0,38.0,47.0,"Absarokee CCD, Stillwater County, Montana",095,90021,30
307.0,12.0,22.0,15.0,23.0,6.0,7.0,1.0,15.0,23.0,41.0,26.0,35.0,17.0,40.0,18.0,6.0,"North Stillwater CCD, Stillwater County, Montana",095,92510,30
3237.0,282.0,266.0,196.0,263.0,150.0,209.0,178.0,312.0,184.0,190.0,206.0,373.0,175.0,101.0,73.0,79.0,"Anaconda CCD, Deer Lodge County, Montana",023,90063,30
2739.0,65.0,42.0,80.0,115.0,130.0,121.0,123.0,81.0,68.0,159.0,332.0,453.0,341.0,262.0,201.0,166.0,"Boulder CCD, Jefferson County, Montana",043,90399,30
1525.0,133.0,90.0,78.0,96.0,45.0,83.0,111.0,99.0,50.0,185.0,136.0,151.0,158.0,76.0,11.0,23.0,"Whitehall CCD, Jefferson County, Montana",043,93822,30
573.0,60.0,15.0,42.0,24.0,26.0,49.0,31.0,21.0,27.0,53.0,99.0,33.0,43.0,8.0,23.0,19.0,"Drummond CCD, Granite County, Montana",039,90945,30
716.0,37.0,13.0,50.0,49.0,68.0,22.0,78.0,28.0,17.0,81.0,81.0,53.0,74.0,10.0,20.0,35.0,"Philipsburg CCD, Granite County, Montana",039,92625,30
469.0,37.0,24.0,16.0,2.0,32.0,36.0,59.0,22.0,34.0,21.0,45.0,78.0,16.0,31.0,0.0,16.0,"Circle CCD, McCone County, Montana",055,90630,30
242.0,5.0,15.0,23.0,23.0,11.0,7.0,13.0,11.0,10.0,14.0,23.0,36.0,19.0,7.0,9.0,16.0,"North McCone CCD, McCone County, Montana",055,92487,30
610.0,63.0,31.0,88.0,18.0,46.0,32.0,53.0,40.0,35.0,51.0,54.0,83.0,10.0,2.0,4.0,0.0,"Harlowton CCD, Wheatland County, Montana",107,91659,30
195.0,3.0,15.0,13.0,20.0,14.0,19.0,11.0,11.0,1.0,6.0,13.0,24.0,24.0,5.0,13.0,3.0,"Judith Gap-Shawmut CCD, Wheatland County, Montana",107,91869,30
636.0,23.0,12.0,50.0,58.0,38.0,70.0,35.0,28.0,27.0,82.0,82.0,34.0,39.0,17.0,8.0,33.0,"Twin Bridges CCD, Madison County, Montana",057,93633,30
126.0,12.0,12.0,12.0,2.0,12.0,4.0,3.0,12.0,2.0,9.0,0.0,8.0,11.0,9.0,0.0,18.0,"Virginia City CCD, Madison County, Montana",057,93717,30
413.0,6.0,21.0,19.0,0.0,44.0,72.0,22.0,13.0,17.0,25.0,47.0,48.0,32.0,9.0,2.0,36.0,"Harrison CCD, Madison County, Montana",057,91680,30
709.0,38.0,34.0,41.0,33.0,58.0,47.0,45.0,38.0,27.0,83.0,90.0,58.0,51.0,17.0,10.0,39.0,"Sheridan CCD, Madison County, Montana",057,93045,30
1401.0,21.0,90.0,68.0,86.0,168.0,101.0,51.0,80.0,51.0,88.0,100.0,217.0,108.0,75.0,17.0,80.0,"Madison Valley CCD, Madison County, Montana",057,92184,30
927.0,34.0,34.0,19.0,28.0,43.0,31.0,23.0,5.0,22.0,104.0,87.0,205.0,162.0,44.0,76.0,10.0,"Rosebud CCD, Rosebud County, Montana",087,92856,30
136.0,0.0,3.0,16.0,5.0,2.0,24.0,4.0,3.0,21.0,15.0,6.0,24.0,10.0,0.0,2.0,1.0,"Ashland CCD, Rosebud County, Montana",087,90084,30
861.0,36.0,68.0,69.0,86.0,21.0,54.0,40.0,26.0,11.0,89.0,134.0,81.0,36.0,32.0,26.0,52.0,"Forsyth CCD, Rosebud County, Montana",087,91155,30
227.0,12.0,8.0,9.0,0.0,20.0,19.0,0.0,2.0,34.0,0.0,13.0,37.0,40.0,4.0,4.0,25.0,"North of the Yellowstone CCD, Rosebud County, Montana",087,92491,30
49.0,7.0,0.0,0.0,6.0,0.0,3.0,0.0,6.0,3.0,5.0,1.0,9.0,2.0,3.0,1.0,3.0,"Fort Peck Reservation CCD, Sheridan County, Montana",091,91260,30
1073.0,86.0,37.0,24.0,85.0,48.0,59.0,29.0,56.0,79.0,43.0,102.0,174.0,109.0,41.0,44.0,57.0,"Plentywood CCD, Sheridan County, Montana",091,92709,30
136.0,3.0,6.0,13.0,9.0,8.0,7.0,6.0,2.0,6.0,26.0,10.0,16.0,9.0,10.0,2.0,3.0,"Westby CCD, Sheridan County, Montana",091,93738,30
286.0,12.0,1.0,12.0,31.0,14.0,27.0,15.0,11.0,8.0,23.0,31.0,18.0,28.0,32.0,2.0,21.0,"Medicine Lake CCD, Sheridan County, Montana",091,92268,30
368.0,28.0,32.0,6.0,21.0,33.0,42.0,22.0,18.0,5.0,20.0,46.0,37.0,23.0,10.0,8.0,17.0,"Ekalaka CCD, Carter County, Montana",011,91050,30
3530.0,138.0,147.0,134.0,145.0,364.0,127.0,171.0,164.0,140.0,200.0,490.0,519.0,425.0,116.0,102.0,148.0,"Glendive CCD, Dawson County, Montana",021,91491,30
