B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
33456.0,26822.0,6634.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
2248.0,1908.0,340.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
4441.0,3392.0,1049.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
42182.0,30622.0,11560.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
14884.0,11524.0,3360.0,"Sebring CCD, Highlands County, Florida",055,93120,12
7609.0,6609.0,1000.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
9088.0,7539.0,1549.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
2342.0,1713.0,629.0,"Branford CCD, Suwannee County, Florida",121,90299,12
3459.0,2279.0,1180.0,"Dade City CCD, Pasco County, Florida",101,90741,12
59257.0,42454.0,16803.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
3767.0,3098.0,669.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
2975.0,2229.0,746.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
2748.0,2204.0,544.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
41307.0,20939.0,20368.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
1764.0,1427.0,337.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
6888.0,5851.0,1037.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
1014.0,804.0,210.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
12032.0,8955.0,3077.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
2211.0,1782.0,429.0,"Waldo CCD, Alachua County, Florida",001,93536,12
3702.0,3114.0,588.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
3947.0,3042.0,905.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
837.0,657.0,180.0,"Altha CCD, Calhoun County, Florida",013,90026,12
1664.0,1310.0,354.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
5275.0,4607.0,668.0,"Fort White CCD, Columbia County, Florida",023,91183,12
16913.0,14182.0,2731.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
17555.0,14358.0,3197.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
32393.0,24968.0,7425.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
553.0,460.0,93.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
13760.0,9844.0,3916.0,"Lake City CCD, Columbia County, Florida",023,91820,12
1663.0,1269.0,394.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
4149.0,3434.0,715.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
26991.0,20919.0,6072.0,"Stuart CCD, Martin County, Florida",085,93250,12
4764.0,4372.0,392.0,"Indiantown CCD, Martin County, Florida",085,91586,12
23933.0,19458.0,4475.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
32434.0,25625.0,6809.0,"Venice CCD, Sarasota County, Florida",115,93484,12
8128.0,6254.0,1874.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
4812.0,4070.0,742.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
5735.0,4210.0,1525.0,"Palatka CCD, Putnam County, Florida",107,92574,12
15922.0,13200.0,2722.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
2954.0,2423.0,531.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
5766.0,4612.0,1154.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
2350.0,2187.0,163.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
22277.0,16882.0,5395.0,"North Port CCD, Sarasota County, Florida",115,92431,12
67385.0,48793.0,18592.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
509.0,349.0,160.0,"Raiford CCD, Union County, Florida",125,92925,12
1352.0,928.0,424.0,"Lake Butler CCD, Union County, Florida",125,91807,12
1372.0,1072.0,300.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
41433.0,33029.0,8404.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
20356.0,14915.0,5441.0,"DeLand CCD, Volusia County, Florida",127,90832,12
9901.0,6910.0,2991.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
3211.0,2284.0,927.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
14019.0,10761.0,3258.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
8704.0,6789.0,1915.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
