B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
42.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"Baxley CCD, Appling County, Georgia",001,90240,13
15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Alma CCD, Bacon County, Georgia",005,90072,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
108.0,7.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,28.0,0.0,0.0,0.0,0.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
88.0,0.0,0.0,12.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0,0.0,0.0,0.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
32.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Salem CCD, Upson County, Georgia",293,92671,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
16.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
717.0,45.0,17.0,18.0,5.0,9.0,39.0,7.0,36.0,81.0,55.0,48.0,144.0,42.0,29.0,32.0,110.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
51.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,15.0,9.0,0.0,0.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,"Worthville CCD, Butts County, Georgia",035,93438,13
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
213.0,12.0,0.0,0.0,18.0,14.0,0.0,53.0,6.0,11.0,41.0,0.0,15.0,43.0,0.0,0.0,0.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
116.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,"Trenton CCD, Dade County, Georgia",083,93084,13
98.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0,20.0,0.0,18.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,"South Newton CCD, Newton County, Georgia",217,92810,13
1441.0,35.0,27.0,0.0,77.0,108.0,55.0,50.0,89.0,11.0,134.0,180.0,260.0,158.0,62.0,45.0,150.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
561.0,8.0,15.0,0.0,66.0,0.0,0.0,0.0,33.0,37.0,73.0,94.0,94.0,21.0,93.0,0.0,27.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
324.0,31.0,36.0,0.0,20.0,15.0,17.0,13.0,11.0,11.0,33.0,38.0,45.0,24.0,0.0,22.0,8.0,"Tybee Island-Wilmington Island CCD, Chatham County, Georgia",051,93127,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"East Lanier CCD, Lanier County, Georgia",173,91010,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Big Satilla Creek CCD, Appling County, Georgia",001,90273,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Surrency-Troper CCD, Appling County, Georgia",001,92905,13
20.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Mountain City CCD, Rabun County, Georgia",241,92103,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Northeast Bleckley CCD, Bleckley County, Georgia",023,92198,13
881.0,0.0,0.0,11.0,0.0,21.0,36.0,7.0,21.0,24.0,36.0,125.0,175.0,105.0,59.0,85.0,176.0,"Peachtree City-Tyrone CCD, Fayette County, Georgia",113,92331,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jekyll Island CCD, Glynn County, Georgia",127,91599,13
32.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,"Fort Benning CCD, Muscogee County, Georgia",215,91213,13
15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,"Sunset Village CCD, Upson County, Georgia",293,92902,13
203.0,44.0,0.0,0.0,0.0,13.0,11.0,20.0,4.0,2.0,37.0,18.0,30.0,24.0,0.0,0.0,0.0,"Columbus West CCD, Muscogee County, Georgia",215,90753,13
225.0,22.0,0.0,9.0,43.0,17.0,0.0,0.0,26.0,0.0,49.0,34.0,0.0,25.0,0.0,0.0,0.0,"Columbus East CCD, Muscogee County, Georgia",215,90751,13
954.0,67.0,8.0,38.0,16.0,16.0,32.0,69.0,33.0,0.0,115.0,111.0,87.0,165.0,44.0,30.0,123.0,"Columbus North CCD, Muscogee County, Georgia",215,90752,13
14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Marion CCD, Marion County, Georgia",197,92207,13
519.0,0.0,14.0,0.0,9.0,19.0,50.0,12.0,15.0,0.0,20.0,39.0,11.0,128.0,0.0,88.0,114.0,"Douglasville-Lithia Springs CCD, Douglas County, Georgia",097,90974,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Evans CCD, Evans County, Georgia",109,92204,13
71.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,16.0,0.0,0.0,"West Whitfield CCD, Whitfield County, Georgia",313,93350,13
342.0,30.0,0.0,47.0,23.0,45.0,19.0,14.0,0.0,0.0,20.0,84.0,8.0,11.0,0.0,17.0,24.0,"Rome CCD, Floyd County, Georgia",115,92586,13
12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chestatee CCD, Forsyth County, Georgia",117,90642,13
117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"Armuchee CCD, Floyd County, Georgia",115,90126,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Shannon CCD, Floyd County, Georgia",115,92736,13
178.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,18.0,16.0,29.0,52.0,14.0,0.0,27.0,"Silver City CCD, Forsyth County, Georgia",117,92772,13
1753.0,41.0,0.0,6.0,0.0,41.0,56.0,38.0,0.0,94.0,47.0,123.0,218.0,238.0,212.0,270.0,369.0,"Cumming CCD, Forsyth County, Georgia",117,90828,13
4511.0,182.0,41.0,46.0,29.0,10.0,55.0,0.0,71.0,35.0,119.0,238.0,361.0,769.0,522.0,773.0,1260.0,"Big Creek CCD, Forsyth County, Georgia",117,90270,13
49.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"Clarkesville CCD, Habersham County, Georgia",137,90672,13
280.0,0.0,0.0,74.0,0.0,0.0,19.0,0.0,2.0,5.0,68.0,90.0,1.0,3.0,18.0,0.0,0.0,"Cornelia CCD, Habersham County, Georgia",137,90798,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Turnerville CCD, Habersham County, Georgia",137,93102,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Royston CCD, Hart County, Georgia",147,92622,13
53.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,"Hartwell CCD, Hart County, Georgia",147,91428,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Reed Creek CCD, Hart County, Georgia",147,92466,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bowersville CCD, Hart County, Georgia",147,90348,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Naylor CCD, Lowndes County, Georgia",185,92136,13
47.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,"Barretts CCD, Lowndes County, Georgia",185,90228,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Greenville CCD, Meriwether County, Georgia",199,91368,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Manchester CCD, Meriwether County, Georgia",199,91908,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Darien CCD, McIntosh County, Georgia",191,90882,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Townsend CCD, McIntosh County, Georgia",191,93078,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Luthersville CCD, Meriwether County, Georgia",199,91854,13
105.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,35.0,0.0,0.0,0.0,0.0,"Hahira CCD, Lowndes County, Georgia",185,91392,13
17.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lake Park CCD, Lowndes County, Georgia",185,91686,13
271.0,31.0,0.0,0.0,23.0,0.0,22.0,0.0,21.0,0.0,0.0,37.0,93.0,19.0,0.0,0.0,25.0,"Valdosta CCD, Lowndes County, Georgia",185,93168,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Woodbury CCD, Meriwether County, Georgia",199,93414,13
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,"Warm Springs CCD, Meriwether County, Georgia",199,93246,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gay CCD, Meriwether County, Georgia",199,91266,13
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,6.0,0.0,0.0,8.0,"Culloden-Bolingbroke CCD, Monroe County, Georgia",207,90822,13
20.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Forsyth CCD, Monroe County, Georgia",207,91206,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Little River CCD, Putnam County, Georgia",237,91782,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Phoenix CCD, Putnam County, Georgia",237,92364,13
18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eatonton CCD, Putnam County, Georgia",237,91032,13
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"Leslie-De Soto CCD, Sumter County, Georgia",261,91728,13
