B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
41530.0,25211.0,25104.0,22873.0,2231.0,107.0,16319.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
6169.0,4698.0,4497.0,4221.0,276.0,201.0,1471.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
2023.0,1592.0,1558.0,1529.0,29.0,34.0,431.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
1202.0,642.0,642.0,534.0,108.0,0.0,560.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
4631.0,2857.0,2857.0,2691.0,166.0,0.0,1774.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
774.0,489.0,488.0,395.0,93.0,1.0,285.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
987.0,669.0,669.0,581.0,88.0,0.0,318.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
5214.0,3470.0,3361.0,2941.0,420.0,109.0,1744.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
2419.0,1564.0,1564.0,1272.0,292.0,0.0,855.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
912.0,557.0,540.0,415.0,125.0,17.0,355.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
231729.0,170351.0,162145.0,152751.0,9394.0,8206.0,61378.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
2947.0,2469.0,2464.0,2405.0,59.0,5.0,478.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
3890.0,2494.0,2494.0,2193.0,301.0,0.0,1396.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
924.0,761.0,761.0,701.0,60.0,0.0,163.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
1213.0,719.0,719.0,587.0,132.0,0.0,494.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
2060.0,1178.0,1178.0,1095.0,83.0,0.0,882.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
1770.0,1150.0,1145.0,1011.0,134.0,5.0,620.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
61.0,32.0,32.0,28.0,4.0,0.0,29.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
4892.0,4127.0,4038.0,3961.0,77.0,89.0,765.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
740.0,558.0,545.0,508.0,37.0,13.0,182.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
10482.0,7939.0,7406.0,7010.0,396.0,533.0,2543.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
5300.0,3323.0,3323.0,2654.0,669.0,0.0,1977.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
7106.0,5019.0,4949.0,4702.0,247.0,70.0,2087.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
988.0,605.0,605.0,439.0,166.0,0.0,383.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
11212.0,6932.0,6926.0,5636.0,1290.0,6.0,4280.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
7551.0,6040.0,5977.0,5412.0,565.0,63.0,1511.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
5233.0,2988.0,2983.0,2125.0,858.0,5.0,2245.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
2608.0,1738.0,1726.0,1644.0,82.0,12.0,870.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
78105.0,57306.0,50772.0,46725.0,4047.0,6534.0,20799.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
10963.0,7575.0,7420.0,6899.0,521.0,155.0,3388.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
76585.0,47922.0,47341.0,42695.0,4646.0,581.0,28663.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
6852.0,4410.0,4363.0,3639.0,724.0,47.0,2442.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
3601.0,2245.0,2245.0,1989.0,256.0,0.0,1356.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
2078.0,1477.0,1477.0,1437.0,40.0,0.0,601.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
548.0,403.0,403.0,377.0,26.0,0.0,145.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
26154.0,19112.0,18876.0,17970.0,906.0,236.0,7042.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
