B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
687.0,625.0,1.0,59.0,2.0,0.0,"Mitchell CCD, Wheeler County, Oregon",069,91938,41
917.0,823.0,59.0,29.0,6.0,0.0,"Ione-Lexington CCD, Morrow County, Oregon",049,91411,41
4195.0,3701.0,149.0,266.0,75.0,4.0,"Boardman CCD, Morrow County, Oregon",049,90323,41
1578.0,1314.0,107.0,19.0,138.0,0.0,"Heppner CCD, Morrow County, Oregon",049,91309,41
7414.0,5792.0,552.0,652.0,418.0,0.0,"Seaside CCD, Clatsop County, Oregon",007,92839,41
22060.0,17792.0,2227.0,834.0,1170.0,37.0,"Astoria CCD, Clatsop County, Oregon",007,90153,41
2027.0,1855.0,100.0,27.0,45.0,0.0,"Knappa-Brownsmead CCD, Clatsop County, Oregon",007,91598,41
931.0,823.0,15.0,65.0,28.0,0.0,"Jewell CCD, Clatsop County, Oregon",007,91445,41
888.0,715.0,148.0,0.0,25.0,0.0,"Powers CCD, Coos County, Oregon",011,92567,41
5752.0,5047.0,381.0,40.0,267.0,17.0,"Bandon CCD, Coos County, Oregon",011,90221,41
4180.0,3764.0,270.0,85.0,61.0,0.0,"Myrtle Point CCD, Coos County, Oregon",011,92074,41
24515.0,20612.0,2236.0,711.0,923.0,33.0,"Coos Bay CCD, Coos County, Oregon",011,90629,41
5493.0,4687.0,709.0,21.0,63.0,13.0,"Eastside CCD, Coos County, Oregon",011,91003,41
7486.0,6203.0,885.0,250.0,92.0,56.0,"Coquille CCD, Coos County, Oregon",011,90646,41
5205.0,4527.0,360.0,195.0,123.0,0.0,"North Bayside CCD, Coos County, Oregon",011,92159,41
2760.0,2324.0,246.0,80.0,102.0,8.0,"Port Orford CCD, Curry County, Oregon",015,92533,41
0.0,0.0,0.0,0.0,0.0,0.0,"Agness CCD, Curry County, Oregon",015,90051,41
7900.0,6259.0,543.0,215.0,867.0,16.0,"Brookings CCD, Curry County, Oregon",015,90357,41
4855.0,4147.0,308.0,146.0,254.0,0.0,"Gold Beach CCD, Curry County, Oregon",015,91207,41
3844.0,3059.0,465.0,110.0,184.0,26.0,"Harbor CCD, Curry County, Oregon",015,91275,41
899.0,791.0,59.0,39.0,10.0,0.0,"Condon CCD, Gilliam County, Oregon",021,90612,41
737.0,677.0,30.0,19.0,11.0,0.0,"Arlington CCD, Gilliam County, Oregon",021,90102,41
1069.0,955.0,60.0,12.0,42.0,0.0,"Parkdale CCD, Hood River County, Oregon",027,92431,41
2768.0,2633.0,76.0,27.0,32.0,0.0,"Odell CCD, Hood River County, Oregon",027,92380,41
685.0,650.0,18.0,7.0,10.0,0.0,"Dee CCD, Hood River County, Oregon",027,90850,41
1138.0,1085.0,17.0,23.0,6.0,7.0,"Cascade Locks CCD, Hood River County, Oregon",027,90476,41
8942.0,7816.0,437.0,147.0,488.0,54.0,"Hood River CCD, Hood River County, Oregon",027,91343,41
1565.0,1333.0,124.0,29.0,79.0,0.0,"Silver Lake-Fort Rock CCD, Lake County, Oregon",037,92924,41
271.0,239.0,32.0,0.0,0.0,0.0,"Warner Valley CCD, Lake County, Oregon",037,93417,41
507.0,445.0,37.0,21.0,4.0,0.0,"Summer Lake CCD, Lake County, Oregon",037,93145,41
4295.0,3486.0,303.0,299.0,184.0,23.0,"Lakeview CCD, Lake County, Oregon",037,91632,41
3144.0,2833.0,75.0,28.0,208.0,0.0,"Corbett CCD, Multnomah County, Oregon",051,90663,41
2494.0,2136.0,56.0,211.0,91.0,0.0,"Skyline CCD, Multnomah County, Oregon",051,92975,41
2396.0,2108.0,110.0,43.0,55.0,80.0,"Cove CCD, Union County, Oregon",061,90714,41
144.0,94.0,31.0,19.0,0.0,0.0,"Starkey CCD, Union County, Oregon",061,93111,41
2771.0,2280.0,328.0,74.0,79.0,10.0,"Elgin CCD, Union County, Oregon",061,91037,41
14415.0,11294.0,1913.0,672.0,536.0,0.0,"La Grande CCD, Union County, Oregon",061,91615,41
3054.0,2455.0,375.0,193.0,31.0,0.0,"Union CCD, Union County, Oregon",061,93281,41
1288.0,1095.0,122.0,23.0,48.0,0.0,"Yonna Valley-Poe Valley CCD, Klamath County, Oregon",035,93594,41
1970.0,1744.0,98.0,122.0,6.0,0.0,"East Marion CCD, Marion County, Oregon",047,90994,41
6535.0,5668.0,696.0,100.0,71.0,0.0,"Beavercreek CCD, Clackamas County, Oregon",005,90272,41
4357.0,3777.0,310.0,220.0,50.0,0.0,"Chehalem Mountains CCD, Washington County, Oregon",067,90510,41
1266.0,1122.0,83.0,47.0,14.0,0.0,"Langell Valley CCD, Klamath County, Oregon",035,91651,41
43104.0,34251.0,4724.0,1690.0,2079.0,360.0,"Rockcreek CCD, Washington County, Oregon",067,92678,41
1715.0,1379.0,213.0,108.0,15.0,0.0,"Wingville-Haines CCD, Baker County, Oregon",001,93555,41
4671.0,4364.0,180.0,45.0,82.0,0.0,"McKenzie River CCD, Lane County, Oregon",039,91719,41
1774.0,1583.0,83.0,19.0,89.0,0.0,"Middle Siuslaw River-Triangle Lake CCD, Lane County, Oregon",039,91889,41
10823.0,8881.0,1086.0,401.0,445.0,10.0,"Florence CCD, Lane County, Oregon",039,91147,41
2433.0,1954.0,219.0,59.0,201.0,0.0,"Dunes City CCD, Lane County, Oregon",039,90943,41
22268.0,18510.0,2259.0,970.0,499.0,30.0,"Hermiston-Umatilla CCD, Umatilla County, Oregon",059,91334,41
1398.0,1267.0,108.0,11.0,12.0,0.0,"Upper Siuslaw River CCD, Lane County, Oregon",039,93300,41
13002.0,10516.0,996.0,1109.0,358.0,23.0,"Prineville CCD, Crook County, Oregon",013,92592,41
10190.0,8091.0,1082.0,477.0,526.0,14.0,"Newport CCD, Lincoln County, Oregon",041,92133,41
9917.0,8327.0,974.0,285.0,317.0,14.0,"Lincoln City CCD, Lincoln County, Oregon",041,91674,41
6363.0,5817.0,430.0,33.0,83.0,0.0,"Milton-Freewater CCD, Umatilla County, Oregon",059,91929,41
1417.0,1253.0,110.0,29.0,25.0,0.0,"Umatilla Reservation CCD, Umatilla County, Oregon",059,93270,41
340439.0,277421.0,37937.0,8505.0,14435.0,2141.0,"Portland East CCD, Multnomah County, Oregon",051,92518,41
107986.0,82945.0,11111.0,6165.0,6532.0,1233.0,"Portland West CCD, Multnomah County, Oregon",051,92520,41
96932.0,82283.0,8600.0,3004.0,2707.0,338.0,"Gresham CCD, Multnomah County, Oregon",051,91249,41
273.0,273.0,0.0,0.0,0.0,0.0,"West Bench CCD, Malheur County, Oregon",045,93442,41
14647.0,12228.0,1219.0,445.0,736.0,19.0,"Sutherlin CCD, Douglas County, Oregon",019,93153,41
9645.0,8176.0,690.0,508.0,271.0,0.0,"Tillamook CCD, Tillamook County, Oregon",057,93213,41
2114.0,1911.0,97.0,76.0,30.0,0.0,"Neskowin CCD, Tillamook County, Oregon",057,92108,41
2949.0,2609.0,230.0,77.0,33.0,0.0,"Nehalem CCD, Tillamook County, Oregon",057,92091,41
7216.0,6585.0,307.0,178.0,146.0,0.0,"Carlton CCD, Yamhill County, Oregon",071,90459,41
6577.0,5979.0,329.0,193.0,72.0,4.0,"Dayton-Amity CCD, Yamhill County, Oregon",071,90816,41
25298.0,20622.0,2609.0,1358.0,697.0,12.0,"McMinnville CCD, Yamhill County, Oregon",071,91734,41
8995.0,7828.0,355.0,345.0,467.0,0.0,"Sheridan CCD, Yamhill County, Oregon",071,92890,41
30640.0,26042.0,1613.0,1862.0,1091.0,32.0,"Newberg CCD, Yamhill County, Oregon",071,92125,41
892.0,671.0,85.0,73.0,56.0,7.0,"Hereford CCD, Baker County, Oregon",001,91326,41
928.0,783.0,85.0,0.0,60.0,0.0,"Halfway CCD, Baker County, Oregon",001,91258,41
822.0,781.0,41.0,0.0,0.0,0.0,"Eagle Valley CCD, Baker County, Oregon",001,90969,41
414.0,379.0,23.0,8.0,4.0,0.0,"Huntington CCD, Baker County, Oregon",001,91377,41
9602.0,7894.0,984.0,501.0,217.0,6.0,"Baker City CCD, Baker County, Oregon",001,90204,41
2484.0,2234.0,41.0,163.0,46.0,0.0,"Williams CCD, Josephine County, Oregon",033,93519,41
7392.0,6460.0,623.0,127.0,182.0,0.0,"Cave Junction CCD, Josephine County, Oregon",033,90493,41
52898.0,43622.0,5405.0,1573.0,2229.0,69.0,"Grants Pass CCD, Josephine County, Oregon",033,91241,41
6260.0,5566.0,311.0,158.0,193.0,32.0,"Northwest Josephine CCD, Josephine County, Oregon",033,92295,41
4205.0,3649.0,297.0,108.0,151.0,0.0,"Wilderville CCD, Josephine County, Oregon",033,93485,41
3581.0,3083.0,57.0,209.0,232.0,0.0,"Chiloquin CCD, Klamath County, Oregon",035,90527,41
37530.0,30822.0,4352.0,911.0,1390.0,55.0,"Klamath Falls CCD, Klamath County, Oregon",035,91581,41
1400.0,1235.0,120.0,12.0,33.0,0.0,"Merrill CCD, Klamath County, Oregon",035,91870,41
912.0,837.0,43.0,14.0,18.0,0.0,"Malin CCD, Klamath County, Oregon",035,91785,41
2650.0,2402.0,73.0,62.0,113.0,0.0,"Keno CCD, Klamath County, Oregon",035,91564,41
2860.0,2401.0,121.0,280.0,58.0,0.0,"Crescent Lake CCD, Klamath County, Oregon",035,90731,41
15216.0,12553.0,1564.0,586.0,492.0,21.0,"Pendleton CCD, Umatilla County, Oregon",059,92448,41
1990.0,1703.0,202.0,50.0,32.0,3.0,"Pilot Rock CCD, Umatilla County, Oregon",059,92465,41
1052.0,907.0,23.0,93.0,29.0,0.0,"Umapine CCD, Umatilla County, Oregon",059,93264,41
1047.0,839.0,130.0,59.0,19.0,0.0,"Weston CCD, Umatilla County, Oregon",059,93451,41
1557.0,1296.0,205.0,50.0,6.0,0.0,"Athena CCD, Umatilla County, Oregon",059,90170,41
2087.0,1960.0,101.0,13.0,13.0,0.0,"Siletz CCD, Lincoln County, Oregon",041,92907,41
4923.0,4296.0,397.0,113.0,101.0,16.0,"Toledo CCD, Lincoln County, Oregon",041,93230,41
7263.0,6485.0,452.0,172.0,154.0,0.0,"Waldport CCD, Lincoln County, Oregon",041,93349,41
665.0,587.0,11.0,66.0,1.0,0.0,"Eddyville CCD, Lincoln County, Oregon",041,91020,41
3944.0,3096.0,257.0,309.0,270.0,12.0,"Depoe Bay CCD, Lincoln County, Oregon",041,90884,41
