B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
244.0,122.0,122.0,"Timberlake district, Campbell County, Virginia",031,96087,51
505.0,414.0,91.0,"Concord district, Campbell County, Virginia",031,90968,51
341.0,292.0,49.0,"Seneca district, Campbell County, Virginia",031,95623,51
578.0,375.0,203.0,"Brookneal district, Campbell County, Virginia",031,90504,51
462.0,335.0,127.0,"Rustburg district, Campbell County, Virginia",031,95503,51
2544.0,577.0,1967.0,"Tuckahoe district, Henrico County, Virginia",087,96119,51
15121.0,8653.0,6468.0,"Fairfield district, Henrico County, Virginia",087,93511,51
2102.0,442.0,1660.0,"Three Chopt district, Henrico County, Virginia",087,96079,51
1435.0,1010.0,425.0,"Iriswood district, Henry County, Virginia",089,93975,51
4564.0,1581.0,2983.0,"Brookland district, Henrico County, Virginia",087,90496,51
12106.0,7118.0,4988.0,"Varina district, Henrico County, Virginia",087,96175,51
735.0,134.0,601.0,"Collinsville district, Henry County, Virginia",089,90944,51
639.0,448.0,191.0,"Reed Creek district, Henry County, Virginia",089,95263,51
449.0,314.0,135.0,"Blackberry district, Henry County, Virginia",089,90288,51
636.0,290.0,346.0,"Ridgeway district, Henry County, Virginia",089,95295,51
1043.0,661.0,382.0,"Horsepasture district, Henry County, Virginia",089,93919,51
437.0,207.0,230.0,"Dahlgren district, King George County, Virginia",099,91080,51
362.0,249.0,113.0,"James Monroe district, King George County, Virginia",099,94039,51
406.0,266.0,140.0,"Shiloh district, King George County, Virginia",099,95687,51
260.0,174.0,86.0,"James Madison district, King George County, Virginia",099,94031,51
353.0,222.0,131.0,"West Point district, King William County, Virginia",101,96327,51
362.0,336.0,26.0,"Acquinton district, King William County, Virginia",101,90016,51
224.0,176.0,48.0,"Mangohick district, King William County, Virginia",101,94479,51
305.0,241.0,64.0,"Mountain Road district, Louisa County, Virginia",109,94759,51
516.0,405.0,111.0,"Patrick Henry district, Louisa County, Virginia",109,95015,51
220.0,62.0,158.0,"Louisa district, Louisa County, Virginia",109,94375,51
312.0,312.0,0.0,"Mineral district, Louisa County, Virginia",109,94711,51
201.0,193.0,8.0,"Cuckoo district, Louisa County, Virginia",109,91040,51
340.0,328.0,12.0,"Green Spring district, Louisa County, Virginia",109,93767,51
227.0,183.0,44.0,"Jackson district, Louisa County, Virginia",109,93999,51
52.0,52.0,0.0,"Chesapeake district, Mathews County, Virginia",115,90808,51
269.0,181.0,88.0,"Westville district, Mathews County, Virginia",115,96335,51
75.0,55.0,20.0,"Piankatank district, Mathews County, Virginia",115,95055,51
288.0,173.0,115.0,"Jamaica district, Middlesex County, Virginia",119,94023,51
128.0,108.0,20.0,"Pine Top district, Middlesex County, Virginia",119,95079,51
359.0,281.0,78.0,"Saluda district, Middlesex County, Virginia",119,95559,51
437.0,290.0,147.0,"District 501, Prince Edward County, Virginia",147,92593,51
52.0,52.0,0.0,"District 701, Prince Edward County, Virginia",147,92613,51
174.0,134.0,40.0,"District 401, Prince Edward County, Virginia",147,92583,51
343.0,208.0,135.0,"District 201, Prince Edward County, Virginia",147,92563,51
269.0,146.0,123.0,"District 801, Prince Edward County, Virginia",147,92623,51
553.0,428.0,125.0,"District 601, Prince Edward County, Virginia",147,92603,51
277.0,203.0,74.0,"District 301, Prince Edward County, Virginia",147,92573,51
252.0,0.0,252.0,"District 101, Prince Edward County, Virginia",147,92553,51
1584.0,750.0,834.0,"Bland district, Prince George County, Virginia",149,90352,51
243.0,243.0,0.0,"Blackwater district, Prince George County, Virginia",149,90328,51
44.0,0.0,44.0,"Brandon district, Prince George County, Virginia",149,90472,51
920.0,595.0,325.0,"Rives district, Prince George County, Virginia",149,95343,51
471.0,374.0,97.0,"Templeton district, Prince George County, Virginia",149,96063,51
183.0,104.0,79.0,"District 1, Richmond County, Virginia",159,91271,51
163.0,54.0,109.0,"District 3, Richmond County, Virginia",159,91571,51
197.0,163.0,34.0,"District 2, Richmond County, Virginia",159,91421,51
137.0,122.0,15.0,"District 4, Richmond County, Virginia",159,91721,51
125.0,56.0,69.0,"District 5, Richmond County, Virginia",159,91871,51
83.0,83.0,0.0,"Central district, Rockingham County, Virginia",165,90736,51
39.0,0.0,39.0,"Plains district, Rockingham County, Virginia",165,95095,51
272.0,156.0,116.0,"Stonewall district, Rockingham County, Virginia",165,95951,51
65.0,47.0,18.0,"Ashby district, Rockingham County, Virginia",165,90080,51
51.0,6.0,45.0,"Linville district, Rockingham County, Virginia",165,94287,51
0.0,0.0,0.0,"District 6, Scott County, Virginia",169,92026,51
25.0,0.0,25.0,"District 1, Scott County, Virginia",169,91276,51
0.0,0.0,0.0,"District 3, Scott County, Virginia",169,91576,51
37.0,0.0,37.0,"District 4, Scott County, Virginia",169,91726,51
0.0,0.0,0.0,"District 2, Scott County, Virginia",169,91426,51
0.0,0.0,0.0,"District 5, Scott County, Virginia",169,91876,51
679.0,481.0,198.0,"Chancellor district, Spotsylvania County, Virginia",177,90760,51
536.0,426.0,110.0,"Livingston district, Spotsylvania County, Virginia",177,94311,51
1396.0,983.0,413.0,"Lee Hill district, Spotsylvania County, Virginia",177,94231,51
1189.0,677.0,512.0,"Battlefield district, Spotsylvania County, Virginia",177,90168,51
827.0,307.0,520.0,"Courtland district, Spotsylvania County, Virginia",177,91008,51
868.0,690.0,178.0,"Berkeley district, Spotsylvania County, Virginia",177,90232,51
1149.0,715.0,434.0,"Salem district, Spotsylvania County, Virginia",177,95543,51
319.0,280.0,39.0,"Bacons Castle district, Surry County, Virginia",181,90136,51
256.0,134.0,122.0,"Carsley district, Surry County, Virginia",181,90624,51
334.0,193.0,141.0,"Claremont district, Surry County, Virginia",181,90848,51
219.0,170.0,49.0,"Dendron district, Surry County, Virginia",181,91136,51
124.0,85.0,39.0,"Surry district, Surry County, Virginia",181,96023,51
18.0,0.0,18.0,"Russell district, Clarke County, Virginia",043,95495,51
74.0,69.0,5.0,"White Post district, Clarke County, Virginia",043,96367,51
221.0,75.0,146.0,"Berryville district, Clarke County, Virginia",043,90256,51
0.0,0.0,0.0,"Buckmarsh district, Clarke County, Virginia",043,90544,51
32.0,0.0,32.0,"Millwood district, Clarke County, Virginia",043,94703,51
84.0,49.0,35.0,"Blackwater district, Franklin County, Virginia",067,90320,51
362.0,291.0,71.0,"Snow Creek district, Franklin County, Virginia",067,95743,51
119.0,47.0,72.0,"Blue Ridge district, Franklin County, Virginia",067,90392,51
0.0,0.0,0.0,"Gills Creek district, Franklin County, Virginia",067,93703,51
274.0,196.0,78.0,"Union Hall district, Franklin County, Virginia",067,96151,51
63.0,63.0,0.0,"Boone district, Franklin County, Virginia",067,90432,51
694.0,310.0,384.0,"Rocky Mount district, Franklin County, Virginia",067,95431,51
118.0,43.0,75.0,"Buena Vista district, King and Queen County, Virginia",097,90552,51
236.0,209.0,27.0,"Stevensville district, King and Queen County, Virginia",097,95903,51
93.0,41.0,52.0,"Shanghai district, King and Queen County, Virginia",097,95631,51
226.0,169.0,57.0,"Newtown district, King and Queen County, Virginia",097,94863,51
140.0,95.0,45.0,"St. Stephens Church district, King and Queen County, Virginia",097,95527,51
417.0,179.0,238.0,"District 5, Mecklenburg County, Virginia",117,91853,51
677.0,410.0,267.0,"District 1, Mecklenburg County, Virginia",117,91253,51
328.0,208.0,120.0,"District 3, Mecklenburg County, Virginia",117,91553,51
306.0,114.0,192.0,"District 7, Mecklenburg County, Virginia",117,92153,51
191.0,107.0,84.0,"District 9, Mecklenburg County, Virginia",117,92453,51
618.0,357.0,261.0,"District 4, Mecklenburg County, Virginia",117,91703,51
338.0,210.0,128.0,"District 6, Mecklenburg County, Virginia",117,92003,51
461.0,317.0,144.0,"District 8, Mecklenburg County, Virginia",117,92303,51
389.0,244.0,145.0,"District 2, Mecklenburg County, Virginia",117,91403,51
123.0,123.0,0.0,"District 2, New Kent County, Virginia",127,91407,51
40.0,40.0,0.0,"District 4, New Kent County, Virginia",127,91707,51
172.0,58.0,114.0,"District 1, New Kent County, Virginia",127,91257,51
310.0,275.0,35.0,"District 3, New Kent County, Virginia",127,91557,51
140.0,138.0,2.0,"District 5, New Kent County, Virginia",127,91857,51
32.0,32.0,0.0,"Pastures district, Augusta County, Virginia",015,94999,51
