B19013I_001E,name,county,county subdivision,state
-666666666.0,"Sunburst CCD, Toole County, Montana",101,93402,30
-666666666.0,"Glacier National Park CCD, Glacier County, Montana",035,91460,30
-666666666.0,"Fort Peck Reservation CCD, Daniels County, Montana",019,91218,30
-666666666.0,"Lavina CCD, Golden Valley County, Montana",037,92016,30
-666666666.0,"Cut Bank CCD, Glacier County, Montana",035,90777,30
-666666666.0,"Baker CCD, Fallon County, Montana",025,90168,30
-666666666.0,"Plevna CCD, Fallon County, Montana",025,92730,30
-666666666.0,"Ryegate CCD, Golden Valley County, Montana",037,92940,30
-666666666.0,"Stanford CCD, Judith Basin County, Montana",045,93318,30
-666666666.0,"Geyser CCD, Judith Basin County, Montana",045,91407,30
-666666666.0,"Hobson CCD, Judith Basin County, Montana",045,91785,30
42554.0,"Butte CCD, Silver Bow County, Montana",093,90483,30
-666666666.0,"Park City CCD, Stillwater County, Montana",095,92604,30
73264.0,"Columbus CCD, Stillwater County, Montana",095,90693,30
94375.0,"Absarokee CCD, Stillwater County, Montana",095,90021,30
-666666666.0,"North Stillwater CCD, Stillwater County, Montana",095,92510,30
19408.0,"Anaconda CCD, Deer Lodge County, Montana",023,90063,30
-666666666.0,"Boulder CCD, Jefferson County, Montana",043,90399,30
-666666666.0,"Whitehall CCD, Jefferson County, Montana",043,93822,30
-666666666.0,"Drummond CCD, Granite County, Montana",039,90945,30
-666666666.0,"Philipsburg CCD, Granite County, Montana",039,92625,30
-666666666.0,"Circle CCD, McCone County, Montana",055,90630,30
-666666666.0,"North McCone CCD, McCone County, Montana",055,92487,30
-666666666.0,"Harlowton CCD, Wheatland County, Montana",107,91659,30
-666666666.0,"Judith Gap-Shawmut CCD, Wheatland County, Montana",107,91869,30
53000.0,"Twin Bridges CCD, Madison County, Montana",057,93633,30
-666666666.0,"Virginia City CCD, Madison County, Montana",057,93717,30
2499.0,"Harrison CCD, Madison County, Montana",057,91680,30
112688.0,"Sheridan CCD, Madison County, Montana",057,93045,30
-666666666.0,"Madison Valley CCD, Madison County, Montana",057,92184,30
93750.0,"Rosebud CCD, Rosebud County, Montana",087,92856,30
-666666666.0,"Ashland CCD, Rosebud County, Montana",087,90084,30
-666666666.0,"Forsyth CCD, Rosebud County, Montana",087,91155,30
-666666666.0,"North of the Yellowstone CCD, Rosebud County, Montana",087,92491,30
-666666666.0,"Fort Peck Reservation CCD, Sheridan County, Montana",091,91260,30
36250.0,"Plentywood CCD, Sheridan County, Montana",091,92709,30
-666666666.0,"Westby CCD, Sheridan County, Montana",091,93738,30
-666666666.0,"Medicine Lake CCD, Sheridan County, Montana",091,92268,30
-666666666.0,"Ekalaka CCD, Carter County, Montana",011,91050,30
55595.0,"Glendive CCD, Dawson County, Montana",021,91491,30
31250.0,"Hardin CCD, Big Horn County, Montana",003,91617,30
-666666666.0,"Crow Reservation CCD, Big Horn County, Montana",003,90756,30
-666666666.0,"Townsend East CCD, Broadwater County, Montana",007,93570,30
-666666666.0,"Townsend West CCD, Broadwater County, Montana",007,93591,30
-666666666.0,"Wolf Creek CCD, Lewis and Clark County, Montana",049,93990,30
-666666666.0,"Augusta CCD, Lewis and Clark County, Montana",049,90105,30
-666666666.0,"Lincoln CCD, Lewis and Clark County, Montana",049,92100,30
32000.0,"Helena CCD, Lewis and Clark County, Montana",049,91722,30
-666666666.0,"Valier-Dupuyer CCD, Pondera County, Montana",073,93675,30
-666666666.0,"Conrad CCD, Pondera County, Montana",073,90714,30
-666666666.0,"Huntley Project CCD, Yellowstone County, Montana",111,91806,30
77928.0,"South Yellowstone CCD, Yellowstone County, Montana",111,93297,30
-666666666.0,"Laurel CCD, Yellowstone County, Montana",111,91995,30
33617.0,"Billings CCD, Yellowstone County, Montana",111,90315,30
53833.0,"Northwest Yellowstone CCD, Yellowstone County, Montana",111,92541,30
-666666666.0,"Shepherd CCD, Yellowstone County, Montana",111,93024,30
