B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
16.0,16.0,0.0,0.0,0.0,0.0,"Bow CCD, Skagit County, Washington",057,90272,53
6.0,4.0,2.0,0.0,0.0,0.0,"Swinomish Reservation CCD, Skagit County, Washington",057,93360,53
444.0,334.0,22.0,41.0,47.0,0.0,"Mount Vernon CCD, Skagit County, Washington",057,92096,53
147.0,109.0,28.0,0.0,0.0,10.0,"Burlington CCD, Skagit County, Washington",057,90384,53
9.0,3.0,0.0,3.0,3.0,0.0,"Conway CCD, Skagit County, Washington",057,90768,53
3.0,1.0,0.0,2.0,0.0,0.0,"La Conner CCD, Skagit County, Washington",057,91536,53
1.0,1.0,0.0,0.0,0.0,0.0,"Lyman-Hamilton CCD, Skagit County, Washington",057,91776,53
73.0,72.0,1.0,0.0,0.0,0.0,"Sedro-Woolley CCD, Skagit County, Washington",057,92944,53
0.0,0.0,0.0,0.0,0.0,0.0,"Clear Lake CCD, Skagit County, Washington",057,90608,53
98.0,77.0,11.0,6.0,4.0,0.0,"Anacortes CCD, Skagit County, Washington",057,90064,53
38.0,33.0,0.0,0.0,5.0,0.0,"Springdale CCD, Stevens County, Washington",065,93232,53
105.0,104.0,0.0,0.0,1.0,0.0,"Chewelah CCD, Stevens County, Washington",065,90560,53
17.0,16.0,1.0,0.0,0.0,0.0,"Colville CCD, Stevens County, Washington",065,90688,53
9.0,9.0,0.0,0.0,0.0,0.0,"Spokane Reservation CCD, Stevens County, Washington",065,93216,53
19.0,19.0,0.0,0.0,0.0,0.0,"Loon Lake CCD, Stevens County, Washington",065,91680,53
10.0,10.0,0.0,0.0,0.0,0.0,"Kettle Falls CCD, Stevens County, Washington",065,91472,53
6253.0,4633.0,841.0,171.0,457.0,151.0,"Spokane CCD, Spokane County, Washington",063,93200,53
27.0,17.0,8.0,0.0,2.0,0.0,"Deer Park CCD, Spokane County, Washington",063,90880,53
1.0,0.0,0.0,0.0,1.0,0.0,"Rockford CCD, Spokane County, Washington",063,92816,53
30.0,27.0,3.0,0.0,0.0,0.0,"Valleyford CCD, Spokane County, Washington",063,93584,53
