B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
13808.0,1156.0,548.0,604.0,880.0,768.0,734.0,830.0,751.0,605.0,999.0,1630.0,1520.0,1361.0,641.0,519.0,262.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
10929.0,295.0,85.0,240.0,252.0,241.0,251.0,276.0,221.0,252.0,320.0,741.0,1311.0,1210.0,963.0,1287.0,2984.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
28484.0,4071.0,2153.0,1548.0,1952.0,1552.0,1759.0,1143.0,1170.0,1483.0,1910.0,2411.0,2474.0,1676.0,1039.0,852.0,1291.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
3205.0,173.0,85.0,70.0,81.0,99.0,68.0,156.0,107.0,56.0,203.0,316.0,394.0,331.0,229.0,361.0,476.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
10072.0,471.0,233.0,263.0,234.0,501.0,446.0,245.0,425.0,373.0,880.0,1128.0,1839.0,971.0,637.0,906.0,520.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
31384.0,1353.0,802.0,939.0,1129.0,1209.0,1119.0,1026.0,1184.0,1021.0,2053.0,3496.0,4463.0,3216.0,2647.0,2777.0,2950.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
17836.0,570.0,221.0,254.0,396.0,426.0,491.0,584.0,653.0,325.0,1246.0,1232.0,2927.0,2224.0,1895.0,2715.0,1677.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
16783.0,612.0,556.0,499.0,573.0,562.0,663.0,624.0,716.0,552.0,1270.0,2020.0,2275.0,1746.0,1415.0,1649.0,1051.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
8617.0,529.0,395.0,358.0,357.0,478.0,482.0,451.0,573.0,513.0,712.0,958.0,1219.0,609.0,329.0,446.0,208.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
7546.0,388.0,273.0,248.0,187.0,296.0,482.0,455.0,330.0,340.0,698.0,865.0,965.0,832.0,362.0,379.0,446.0,"Milton CCD, Sussex County, Delaware",005,92664,10
