B19013I_001E,name,county,county subdivision,state
46200.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
-666666666.0,"Agate CCD, Elbert County, Colorado",039,90019,08
29000.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
-666666666.0,"Simla CCD, Elbert County, Colorado",039,93325,08
-666666666.0,"Model CCD, Las Animas County, Colorado",071,92508,08
28958.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
39167.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
30313.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
34665.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
22177.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
28125.0,"Wray CCD, Yuma County, Colorado",125,93914,08
-666666666.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
-666666666.0,"Yampa CCD, Routt County, Colorado",107,93933,08
73409.0,"Hayden CCD, Routt County, Colorado",107,91729,08
36033.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
-666666666.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
60809.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
95382.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
-666666666.0,"Arriba CCD, Lincoln County, Colorado",073,90133,08
15938.0,"Karval CCD, Lincoln County, Colorado",073,91919,08
-666666666.0,"Limon CCD, Lincoln County, Colorado",073,92261,08
-666666666.0,"Idaho Springs CCD, Clear Creek County, Colorado",019,91843,08
-666666666.0,"Georgetown CCD, Clear Creek County, Colorado",019,91463,08
24000.0,"Mosca-Hooper CCD, Alamosa County, Colorado",003,92584,08
30511.0,"Alamosa CCD, Alamosa County, Colorado",003,90076,08
37273.0,"Delta CCD, Delta County, Colorado",029,90988,08
-666666666.0,"Paonia CCD, Delta County, Colorado",029,92831,08
35339.0,"Cedaredge CCD, Delta County, Colorado",029,90532,08
-666666666.0,"Hotchkiss CCD, Delta County, Colorado",029,91786,08
18571.0,"Cotopaxi CCD, Fremont County, Colorado",043,90836,08
72500.0,"Penrose-Portland CCD, Fremont County, Colorado",043,92888,08
43056.0,"Florence CCD, Fremont County, Colorado",043,91311,08
35125.0,"Pueblo CCD, Pueblo County, Colorado",101,92983,08
53696.0,"Colorado City-Rye CCD, Pueblo County, Colorado",101,90722,08
-666666666.0,"Huerfano Valley CCD, Pueblo County, Colorado",101,91805,08
45313.0,"St. Charles Mesa CCD, Pueblo County, Colorado",101,93154,08
58350.0,"Pueblo West CCD, Pueblo County, Colorado",101,93002,08
38125.0,"Avondale CCD, Pueblo County, Colorado",101,90209,08
28750.0,"Northeast Pueblo CCD, Pueblo County, Colorado",101,92660,08
41847.0,"Montrose CCD, Montrose County, Colorado",085,92546,08
46250.0,"Nucla CCD, Montrose County, Colorado",085,92698,08
36442.0,"Olathe CCD, Montrose County, Colorado",085,92736,08
33917.0,"Weldona CCD, Morgan County, Colorado",087,93781,08
51603.0,"Brush CCD, Morgan County, Colorado",087,90418,08
45368.0,"Fort Morgan CCD, Morgan County, Colorado",087,91368,08
50893.0,"Wiggins CCD, Morgan County, Colorado",087,93876,08
64688.0,"Fairplay CCD, Park County, Colorado",093,91254,08
29648.0,"Lake George CCD, Park County, Colorado",093,92128,08
30800.0,"Center CCD, Saguache County, Colorado",109,90551,08
-666666666.0,"Cochetopa CCD, Saguache County, Colorado",109,90684,08
34643.0,"Saguache CCD, Saguache County, Colorado",109,93135,08
57143.0,"Fruita CCD, Mesa County, Colorado",077,91425,08
53269.0,"Clifton CCD, Mesa County, Colorado",077,90665,08
41756.0,"Grand Junction CCD, Mesa County, Colorado",077,91596,08
43750.0,"De Beque CCD, Mesa County, Colorado",077,90950,08
41389.0,"Collbran CCD, Mesa County, Colorado",077,90703,08
-666666666.0,"Glade Park-Gateway CCD, Mesa County, Colorado",077,91501,08
26333.0,"Granada CCD, Prowers County, Colorado",099,91558,08
38000.0,"Lamar CCD, Prowers County, Colorado",099,92147,08
-666666666.0,"Two Butte Creek CCD, Prowers County, Colorado",099,93667,08
60935.0,"Fountain CCD, El Paso County, Colorado",041,91387,08
33563.0,"Holly CCD, Prowers County, Colorado",099,91748,08
-666666666.0,"Lake City CCD, Hinsdale County, Colorado",053,92109,08
74600.0,"Elsmere CCD, El Paso County, Colorado",041,91197,08
-666666666.0,"Pikes Peak CCD, El Paso County, Colorado",041,92907,08
95921.0,"Cheyenne Mountain CCD, El Paso County, Colorado",041,90627,08
-666666666.0,"Cope CCD, Washington County, Colorado",121,90798,08
58403.0,"Southeastern El Paso CCD, El Paso County, Colorado",041,93420,08
94276.0,"Black Forest-Peyton CCD, El Paso County, Colorado",041,90304,08
41788.0,"Colorado Springs CCD, El Paso County, Colorado",041,90741,08
56250.0,"Monument CCD, El Paso County, Colorado",041,92565,08
57868.0,"Akron CCD, Washington County, Colorado",121,90057,08
-666666666.0,"Otis CCD, Washington County, Colorado",121,92774,08
58382.0,"Granby CCD, Grand County, Colorado",049,91577,08
31200.0,"Kremmling CCD, Grand County, Colorado",049,92033,08
71325.0,"East Arapahoe CCD, Arapahoe County, Colorado",005,91178,08
54958.0,"Southwest Arapahoe CCD, Arapahoe County, Colorado",005,93458,08
51585.0,"South Aurora CCD, Arapahoe County, Colorado",005,93382,08
47500.0,"Fowler CCD, Otero County, Colorado",089,91406,08
29015.0,"Rocky Ford CCD, Otero County, Colorado",089,93116,08
28889.0,"Manzanola CCD, Otero County, Colorado",089,92413,08
20000.0,"Cheraw CCD, Otero County, Colorado",089,90608,08
36607.0,"West Conejos CCD, Conejos County, Colorado",021,93825,08
-666666666.0,"West San Miguel CCD, San Miguel County, Colorado",113,93844,08
23510.0,"La Junta CCD, Otero County, Colorado",089,92090,08
-666666666.0,"Timpas CCD, Otero County, Colorado",089,93629,08
40547.0,"Cañon City CCD, Fremont County, Colorado",043,90494,08
58859.0,"West Garfield CCD, Garfield County, Colorado",045,93832,08
-666666666.0,"South Sedgwick CCD, Sedgwick County, Colorado",115,93450,08
