B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
46275.0,22774.0,23501.0,20530.0,10096.0,10434.0,10646.0,5130.0,5516.0,10962.0,5441.0,5521.0,2364.0,1176.0,1188.0,1773.0,931.0,842.0,"East Lansing city, Ingham County, Michigan",065,24120,26
2461.0,1226.0,1235.0,2262.0,1124.0,1138.0,119.0,70.0,49.0,53.0,23.0,30.0,27.0,9.0,18.0,0.0,0.0,0.0,"Leslie township, Ingham County, Michigan",065,47200,26
8254.0,4262.0,3992.0,6387.0,3161.0,3226.0,1143.0,681.0,462.0,602.0,366.0,236.0,114.0,46.0,68.0,8.0,8.0,0.0,"Mason city, Ingham County, Michigan",065,52180,26
8100.0,4100.0,4000.0,6049.0,3011.0,3038.0,1074.0,548.0,526.0,741.0,404.0,337.0,181.0,110.0,71.0,55.0,27.0,28.0,"Lansing charter township, Ingham County, Michigan",065,46020,26
1924.0,936.0,988.0,1635.0,814.0,821.0,133.0,63.0,70.0,156.0,59.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leslie city, Ingham County, Michigan",065,47180,26
1665.0,821.0,844.0,1537.0,772.0,765.0,57.0,19.0,38.0,54.0,16.0,38.0,17.0,14.0,3.0,0.0,0.0,0.0,"Locke township, Ingham County, Michigan",065,49040,26
41483.0,19551.0,21932.0,32862.0,15330.0,17532.0,4638.0,2253.0,2385.0,2261.0,1115.0,1146.0,1071.0,531.0,540.0,651.0,322.0,329.0,"Meridian charter township, Ingham County, Michigan",065,53140,26
3145.0,1597.0,1548.0,2716.0,1362.0,1354.0,199.0,113.0,86.0,212.0,107.0,105.0,0.0,0.0,0.0,18.0,15.0,3.0,"Onondaga township, Ingham County, Michigan",065,60800,26
3506.0,1782.0,1724.0,3164.0,1586.0,1578.0,172.0,81.0,91.0,170.0,115.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leroy township, Ingham County, Michigan",065,47080,26
4205.0,2097.0,2108.0,3941.0,1955.0,1986.0,121.0,64.0,57.0,124.0,78.0,46.0,19.0,0.0,19.0,0.0,0.0,0.0,"Aurelius township, Ingham County, Michigan",065,04240,26
2880.0,1440.0,1440.0,2651.0,1318.0,1333.0,102.0,54.0,48.0,74.0,47.0,27.0,47.0,21.0,26.0,6.0,0.0,6.0,"Alaiedon township, Ingham County, Michigan",065,00800,26
3891.0,1968.0,1923.0,3277.0,1686.0,1591.0,444.0,207.0,237.0,170.0,75.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,"Williamston city, Ingham County, Michigan",065,87420,26
1849.0,876.0,973.0,1720.0,823.0,897.0,65.0,27.0,38.0,64.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wheatfield township, Ingham County, Michigan",065,86520,26
2447.0,1203.0,1244.0,2315.0,1135.0,1180.0,78.0,36.0,42.0,31.0,15.0,16.0,23.0,17.0,6.0,0.0,0.0,0.0,"Ingham township, Ingham County, Michigan",065,40640,26
1146.0,582.0,564.0,1059.0,539.0,520.0,34.0,26.0,8.0,53.0,17.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,"White Oak township, Ingham County, Michigan",065,86900,26
1892.0,971.0,921.0,1772.0,897.0,875.0,28.0,19.0,9.0,71.0,36.0,35.0,21.0,19.0,2.0,0.0,0.0,0.0,"Beaverton township, Gladwin County, Michigan",051,06680,26
834.0,442.0,392.0,805.0,422.0,383.0,4.0,2.0,2.0,25.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bentley township, Gladwin County, Michigan",051,07360,26
2231.0,1159.0,1072.0,2053.0,1065.0,988.0,45.0,14.0,31.0,128.0,80.0,48.0,0.0,0.0,0.0,5.0,0.0,5.0,"Billings township, Gladwin County, Michigan",051,08360,26
972.0,471.0,501.0,818.0,417.0,401.0,114.0,32.0,82.0,40.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sherman township, Gladwin County, Michigan",051,73140,26
1733.0,842.0,891.0,1514.0,712.0,802.0,35.0,14.0,21.0,150.0,86.0,64.0,34.0,30.0,4.0,0.0,0.0,0.0,"Butman township, Gladwin County, Michigan",051,12180,26
2518.0,1282.0,1236.0,2412.0,1243.0,1169.0,59.0,21.0,38.0,47.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sage township, Gladwin County, Michigan",051,70500,26
1243.0,621.0,622.0,1145.0,585.0,560.0,80.0,28.0,52.0,10.0,4.0,6.0,8.0,4.0,4.0,0.0,0.0,0.0,"Hay township, Gladwin County, Michigan",051,37300,26
2858.0,1268.0,1590.0,2279.0,976.0,1303.0,415.0,203.0,212.0,142.0,67.0,75.0,22.0,22.0,0.0,0.0,0.0,0.0,"Gladwin city, Gladwin County, Michigan",051,32320,26
1129.0,559.0,570.0,1055.0,517.0,538.0,39.0,29.0,10.0,35.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gladwin township, Gladwin County, Michigan",051,32340,26
411.0,249.0,162.0,370.0,225.0,145.0,9.0,6.0,3.0,32.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bourret township, Gladwin County, Michigan",051,09720,26
1356.0,656.0,700.0,1296.0,634.0,662.0,50.0,22.0,28.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"Buckeye township, Gladwin County, Michigan",051,11440,26
895.0,457.0,438.0,801.0,399.0,402.0,18.0,14.0,4.0,70.0,38.0,32.0,3.0,3.0,0.0,3.0,3.0,0.0,"Clement township, Gladwin County, Michigan",051,16360,26
2513.0,1273.0,1240.0,2264.0,1144.0,1120.0,120.0,62.0,58.0,117.0,61.0,56.0,12.0,6.0,6.0,0.0,0.0,0.0,"Tobacco township, Gladwin County, Michigan",051,79860,26
1914.0,999.0,915.0,1792.0,927.0,865.0,86.0,58.0,28.0,21.0,8.0,13.0,11.0,6.0,5.0,4.0,0.0,4.0,"Grout township, Gladwin County, Michigan",051,35620,26
1262.0,640.0,622.0,1163.0,577.0,586.0,53.0,40.0,13.0,25.0,10.0,15.0,14.0,9.0,5.0,7.0,4.0,3.0,"Secord township, Gladwin County, Michigan",051,72240,26
1189.0,618.0,571.0,949.0,482.0,467.0,116.0,76.0,40.0,121.0,57.0,64.0,0.0,0.0,0.0,3.0,3.0,0.0,"Beaverton city, Gladwin County, Michigan",051,06660,26
113.0,63.0,50.0,105.0,56.0,49.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Grim township, Gladwin County, Michigan",051,35340,26
